,Initial,Month 0,Month 1,Month 2,Month 3,Month 4,Month 5,Month 6,Month 7,Month 8,Month 9,Month 10,Month 11,Month 12
"Z(2, 2, 1, 0, 1, 1)",215039,257510,251338,245432,239771,234340,229124,224107,219278,214626,210139,205809,201627,197584
"Z(2, 2, 1, 0, 1, 2)",215039,257510,256197,254876,253547,252210,250867,249517,248160,246797,245428,244053,242673,241288
"Z(2, 2, 1, 0, 2, 0)",215039,257510,250933,244622,238558,232725,227109,221694,216470,211426,206550,201835,197271,192852
"Z(2, 2, 1, 0, 2, 1)",215039,257510,249249,241390,233902,226756,219930,213400,207147,201153,195402,189879,184571,179466
"Z(2, 2, 1, 0, 2, 2)",215039,257510,246812,236769,227316,218402,209979,202005,194444,187264,180436,173934,167737,161822
"Z(2, 2, 1, 0, 3, 0)",215039,257510,250230,243273,236616,230241,224128,218262,212628,207212,202001,196985,192153,187496
"Z(2, 2, 1, 0, 3, 1)",215039,257510,245574,234392,223890,214010,204698,195907,187595,179724,172261,165176,158443,152037
"Z(2, 2, 1, 0, 3, 2)",215039,257510,246327,235851,226012,216754,208025,199781,191982,184592,177579,170917,164581,158546
"Z(2, 2, 1, 1, 0, 0)",215039,257510,251508,245735,240172,234805,229621,224607,219753,215049,210486,206057,201754,197572
"Z(2, 2, 1, 1, 0, 1)",215039,257510,248148,239343,231038,223189,215757,208706,202004,195623,189540,183733,178181,172867
"Z(2, 2, 1, 1, 0, 2)",215039,257510,264973,272420,279842,287234,294592,301909,309182,316407,323578,330692,337745,344734
"Z(2, 2, 1, 1, 1, 0)",215039,257510,251538,245803,240287,234976,229855,224913,220138,215519,211049,206718,202520,198447
"Z(2, 2, 1, 1, 1, 1)",215039,257510,251341,245437,239781,234354,229142,224131,219309,214663,210183,205860,201685,197650
"Z(2, 2, 1, 1, 1, 2)",215039,257510,259994,262410,264758,267039,269251,271396,273473,275483,277425,279300,281107,282849
"Z(2, 2, 1, 1, 2, 0)",215039,257510,251709,246130,240756,235574,230571,225736,221058,216528,212137,207879,203746,199732
"Z(2, 2, 1, 1, 2, 1)",215039,257510,249251,241394,233908,226767,219945,213420,207172,201184,195439,189923,184622,179523
"Z(2, 2, 1, 1, 2, 2)",215039,257510,248007,239071,230643,222677,215132,207970,201160,194673,188485,182574,176921,171508
"Z(2, 2, 1, 1, 3, 0)",215039,257510,250990,244747,238761,233016,227496,222188,217077,212154,207406,202826,198404,194132
"Z(2, 2, 1, 1, 3, 1)",215039,257510,245573,234391,223889,214010,204701,195913,187603,179736,172277,165197,158469,152069
"Z(2, 2, 1, 1, 3, 2)",215039,257510,247445,238002,229119,220743,212830,205337,198231,191480,185057,178937,173099,167523
