,Month 0,Month 1,Month 2,Month 3,Month 4,Month 5,Month 6,Month 7,Month 8,Month 9,Month 10,Month 11,Month 12
"Z(2, 0, 0, 1, 3, 2)",8303,7922,7563,7225,6907,6605,6320,6051,5794,5551,5320,5100,4890
"Z(2, 0, 1, 0, 0, 0)",8262,8026,7801,7585,7378,7179,6987,6803,6625,6453,6288,6128,5973
"Z(2, 0, 1, 0, 0, 1)",8262,7884,7533,7205,6899,6612,6342,6087,5847,5619,5404,5199,5005
"Z(2, 0, 1, 0, 0, 2)",8262,8113,7971,7835,7704,7578,7458,7341,7229,7121,7016,6915,6817
"Z(2, 0, 1, 0, 1, 0)",8262,8031,7809,7597,7393,7198,7009,6828,6653,6485,6322,6165,6013
"Z(2, 0, 1, 0, 1, 1)",8262,7995,7740,7497,7265,7042,6829,6624,6427,6238,6056,5881,5712
"Z(2, 0, 1, 0, 1, 2)",8262,8254,8245,8235,8224,8212,8200,8187,8173,8158,8143,8127,8111
"Z(2, 0, 1, 0, 2, 0)",8262,8037,7821,7614,7415,7223,7038,6860,6689,6523,6363,6208,6058
"Z(2, 0, 1, 0, 2, 1)",8262,7861,7488,7138,6811,6504,6214,5941,5683,5439,5208,4988,4780
"Z(2, 0, 1, 0, 2, 2)",8262,7938,7631,7341,7066,6804,6555,6318,6091,5874,5667,5468,5278
"Z(2, 0, 1, 0, 3, 0)",8262,8010,7769,7538,7317,7106,6903,6708,6521,6341,6167,6001,5840
"Z(2, 0, 1, 0, 3, 1)",8262,7844,7454,7090,6750,6430,6129,5846,5579,5327,5088,4862,4648
"Z(2, 0, 1, 0, 3, 2)",8262,7902,7563,7244,6942,6656,6386,6128,5884,5651,5430,5218,5017
"Z(2, 0, 1, 1, 0, 0)",8352,8129,7916,7711,7514,7325,7142,6966,6795,6631,6472,6318,6169
"Z(2, 0, 1, 1, 0, 1)",8352,7970,7615,7285,6975,6685,6412,6155,5912,5682,5464,5258,5062
"Z(2, 0, 1, 1, 0, 2)",8352,8219,8091,7969,7852,7740,7631,7527,7427,7329,7236,7145,7057
"Z(2, 0, 1, 1, 1, 0)",8352,8133,7923,7722,7529,7342,7163,6990,6823,6662,6506,6356,6210
"Z(2, 0, 1, 1, 1, 1)",8352,8082,7826,7580,7346,7121,6905,6699,6500,6309,6126,5949,5778
"Z(2, 0, 1, 1, 1, 2)",8352,8367,8382,8395,8407,8418,8427,8436,8444,8451,8458,8463,8467
"Z(2, 0, 1, 1, 2, 0)",8352,8140,7936,7740,7551,7369,7194,7025,6861,6703,6550,6402,6258
"Z(2, 0, 1, 1, 2, 1)",8352,7947,7570,7217,6886,6576,6283,6007,5747,5500,5267,5045,4835
"Z(2, 0, 1, 1, 2, 2)",8352,8035,7736,7452,7182,6925,6681,6447,6224,6010,5806,5610,5422
"Z(2, 0, 1, 1, 3, 0)",8352,8112,7883,7663,7452,7250,7056,6869,6689,6516,6349,6189,6034
"Z(2, 0, 1, 1, 3, 1)",8352,7929,7536,7168,6824,6501,6198,5911,5642,5387,5146,4917,4701
"Z(2, 0, 1, 1, 3, 2)",8352,7999,7666,7351,7054,6772,6505,6251,6009,5778,5559,5349,5149
"Z(2, 1, 0, 1, 0, 0)",8303,8154,7999,7841,7681,7520,7359,7198,7039,6880,6724,6569,6417
"Z(2, 1, 0, 1, 0, 1)",8303,8265,8206,8132,8046,7951,7849,7742,7631,7518,7402,7286,7170
"Z(2, 1, 0, 1, 0, 2)",8303,8142,7979,7816,7654,7492,7333,7176,7020,6868,6718,6572,6428
"Z(2, 1, 0, 1, 1, 0)",8303,8284,8253,8211,8160,8102,8037,7967,7892,7813,7730,7645,7557
"Z(2, 1, 0, 1, 1, 1)",8303,8422,8525,8614,8691,8757,8812,8858,8895,8924,8946,8961,8970
"Z(2, 1, 0, 1, 1, 2)",8303,8276,8247,8217,8184,8150,8114,8077,8039,7999,7957,7914,7871
"Z(2, 1, 0, 1, 2, 0)",8303,8258,8204,8142,8074,8001,7924,7843,7759,7673,7586,7496,7406
"Z(2, 1, 0, 1, 2, 1)",8303,8362,8394,8405,8399,8379,8346,8304,8254,8197,8134,8067,7997
"Z(2, 1, 0, 1, 2, 2)",8303,8229,8141,8044,7938,7826,7710,7591,7470,7348,7224,7101,6979
"Z(2, 1, 0, 1, 3, 0)",8303,8356,8395,8422,8438,8445,8444,8436,8422,8402,8378,8349,8316
"Z(2, 1, 0, 1, 3, 1)",8303,8392,8451,8487,8503,8503,8489,8463,8428,8383,8332,8274,8210
"Z(2, 1, 0, 1, 3, 2)",8303,8240,8162,8071,7971,7863,7749,7631,7509,7385,7259,7132,7004
"Z(2, 1, 1, 0, 0, 0)",8262,8140,8012,7880,7745,7608,7469,7330,7191,7053,6915,6779,6643
"Z(2, 1, 1, 0, 0, 1)",8262,8224,8166,8093,8009,7915,7814,7709,7600,7488,7374,7260,7146
"Z(2, 1, 1, 0, 0, 2)",8262,8136,8010,7883,7756,7630,7506,7383,7262,7143,7027,6912,6800
"Z(2, 1, 1, 0, 1, 0)",8262,8272,8271,8258,8237,8207,8171,8128,8080,8027,7970,7910,7846
"Z(2, 1, 1, 0, 1, 1)",8262,8380,8484,8574,8652,8718,8774,8821,8860,8891,8914,8932,8943
"Z(2, 1, 1, 0, 1, 2)",8262,8281,8298,8314,8328,8341,8352,8361,8369,8375,8380,8383,8385
"Z(2, 1, 1, 0, 2, 0)",8262,8246,8222,8189,8150,8105,8055,8002,7944,7885,7822,7758,7691
"Z(2, 1, 1, 0, 2, 1)",8262,8321,8353,8365,8360,8340,8309,8268,8220,8164,8103,8038,7968
"Z(2, 1, 1, 0, 2, 2)",8262,8215,8155,8085,8006,7922,7832,7740,7644,7547,7449,7351,7252
"Z(2, 1, 1, 0, 3, 0)",8262,8350,8425,8488,8541,8584,8619,8647,8668,8684,8695,8701,8702
"Z(2, 1, 1, 0, 3, 1)",8262,8350,8410,8447,8464,8465,8453,8428,8394,8351,8301,8245,8184
"Z(2, 1, 1, 0, 3, 2)",8262,8229,8180,8118,8046,7966,7879,7787,7691,7592,7490,7386,7280
"Z(2, 1, 1, 1, 0, 0)",8352,8242,8125,8004,7878,7751,7621,7491,7359,7228,7097,6967,6838
"Z(2, 1, 1, 1, 0, 1)",8352,8313,8255,8181,8095,8000,7899,7792,7682,7569,7454,7339,7223
"Z(2, 1, 1, 1, 0, 2)",8352,8239,8125,8011,7898,7785,7674,7564,7456,7351,7247,7145,7046
"Z(2, 1, 1, 1, 1, 0)",8352,8377,8389,8390,8382,8365,8341,8310,8274,8233,8187,8137,8083
"Z(2, 1, 1, 1, 1, 1)",8352,8472,8576,8667,8745,8812,8869,8917,8956,8987,9011,9028,9040
"Z(2, 1, 1, 1, 1, 2)",8352,8393,8432,8469,8505,8539,8571,8601,8630,8657,8683,8707,8729
"Z(2, 1, 1, 1, 2, 0)",8352,8350,8339,8320,8293,8261,8223,8182,8136,8087,8035,7981,7924
"Z(2, 1, 1, 1, 2, 1)",8352,8411,8444,8456,8450,8430,8399,8357,8308,8252,8190,8124,8054
"Z(2, 1, 1, 1, 2, 2)",8352,8315,8265,8204,8136,8062,7983,7900,7816,7729,7641,7552,7463
"Z(2, 1, 1, 1, 3, 0)",8352,8459,8551,8632,8702,8762,8814,8859,8897,8928,8955,8976,8993
"Z(2, 1, 1, 1, 3, 1)",8352,8441,8501,8538,8556,8557,8544,8519,8484,8441,8391,8334,8272
"Z(2, 1, 1, 1, 3, 2)",8352,8330,8292,8242,8181,8112,8036,7954,7868,7779,7686,7591,7494
"Z(2, 2, 0, 1, 0, 0)",8303,7941,7601,7280,6978,6692,6421,6164,5920,5688,5468,5257,5056
"Z(2, 2, 0, 1, 0, 1)",8303,7862,7457,7083,6737,6415,6116,5836,5573,5327,5096,4878,4672
"Z(2, 2, 0, 1, 0, 2)",8303,7968,7653,7357,7077,6812,6562,6324,6098,5883,5679,5484,5297
"Z(2, 2, 0, 1, 1, 0)",8303,7949,7615,7302,7005,6725,6460,6208,5970,5742,5526,5320,5124
"Z(2, 2, 0, 1, 1, 1)",8303,8119,7942,7773,7610,7453,7301,7156,7015,6879,6748,6620,6497
"Z(2, 2, 0, 1, 1, 2)",8303,8163,8025,7889,7755,7623,7494,7367,7242,7119,6998,6879,6762
"Z(2, 2, 0, 1, 2, 0)",8303,7955,7628,7319,7027,6750,6488,6239,6003,5778,5563,5358,5163
"Z(2, 2, 0, 1, 2, 1)",8303,7837,7407,7010,6642,6299,5979,5681,5401,5138,4892,4659,4440
"Z(2, 2, 0, 1, 2, 2)",8303,7802,7340,6914,6520,6154,5814,5496,5200,4922,4662,4419,4189
"Z(2, 2, 0, 1, 3, 0)",8303,7931,7581,7253,6944,6653,6378,6118,5872,5639,5418,5208,5008
"Z(2, 2, 0, 1, 3, 1)",8303,7824,7382,6973,6594,6242,5913,5606,5319,5050,4797,4559,4335
"Z(2, 2, 0, 1, 3, 2)",8303,7769,7279,6827,6410,6024,5666,5333,5023,4733,4462,4209,3971
"Z(2, 2, 1, 0, 0, 0)",8262,7923,7605,7305,7022,6754,6499,6257,6027,5807,5598,5398,5207
"Z(2, 2, 1, 0, 0, 1)",8262,7824,7422,7051,6708,6389,6092,5815,5555,5311,5082,4866,4662
"Z(2, 2, 1, 0, 0, 2)",8262,8044,7840,7647,7464,7291,7126,6968,6818,6674,6537,6404,6277
"Z(2, 2, 1, 0, 1, 0)",8262,7931,7619,7326,7048,6785,6536,6299,6073,5859,5654,5458,5271
"Z(2, 2, 1, 0, 1, 1)",8262,8081,7909,7743,7584,7431,7284,7142,7005,6873,6746,6622,6503
"Z(2, 2, 1, 0, 1, 2)",8262,8325,8386,8443,8498,8551,8600,8647,8692,8734,8774,8812,8847
"Z(2, 2, 1, 0, 2, 0)",8262,7938,7633,7345,7072,6813,6568,6334,6111,5899,5696,5503,5317
"Z(2, 2, 1, 0, 2, 1)",8262,7798,7372,6978,6612,6272,5955,5659,5381,5120,4876,4645,4428
"Z(2, 2, 1, 0, 2, 2)",8262,7818,7408,7028,6675,6346,6038,5749,5477,5222,4981,4753,4538
"Z(2, 2, 1, 0, 3, 0)",8262,7912,7585,7276,6986,6712,6452,6207,5974,5753,5543,5343,5153
"Z(2, 2, 1, 0, 3, 1)",8262,7785,7346,6941,6565,6215,5889,5584,5299,5032,4781,4544,4322
"Z(2, 2, 1, 0, 3, 2)",8262,7779,7335,6925,6544,6190,5859,5550,5261,4990,4734,4494,4267
"Z(2, 2, 1, 1, 0, 0)",8352,8021,7710,7416,7138,6874,6624,6386,6159,5942,5735,5537,5348
"Z(2, 2, 1, 1, 0, 1)",8352,7910,7504,7129,6782,6460,6160,5879,5617,5371,5139,4921,4715
"Z(2, 2, 1, 1, 0, 2)",8352,8190,8037,7892,7754,7622,7495,7374,7257,7144,7036,6930,6829
"Z(2, 2, 1, 1, 1, 0)",8352,8028,7723,7436,7163,6905,6660,6428,6206,5994,5792,5599,5414
"Z(2, 2, 1, 1, 1, 1)",8352,8170,7996,7829,7669,7515,7367,7225,7088,6955,6827,6704,6584
"Z(2, 2, 1, 1, 1, 2)",8352,8513,8670,8821,8968,9110,9247,9380,9508,9633,9753,9869,9981
"Z(2, 2, 1, 1, 2, 0)",8352,8036,7738,7456,7189,6935,6695,6465,6246,6037,5838,5647,5464
"Z(2, 2, 1, 1, 2, 1)",8352,7884,7453,7054,6685,6341,6021,5721,5441,5178,4930,4697,4478
"Z(2, 2, 1, 1, 2, 2)",8352,7935,7549,7190,6855,6541,6246,5969,5707,5459,5225,5003,4792
"Z(2, 2, 1, 1, 3, 0)",8352,8010,7688,7386,7100,6831,6576,6334,6104,5886,5679,5481,5293
"Z(2, 2, 1, 1, 3, 1)",8352,7870,7427,7017,6637,6283,5954,5646,5358,5088,4834,4596,4371
"Z(2, 2, 1, 1, 3, 2)",8352,7893,7470,7078,6712,6371,6052,5753,5471,5206,4955,4719,4495
