,Initial,Month 0,Month 1,Month 2,Month 3,Month 4,Month 5,Month 6,Month 7,Month 8,Month 9,Month 10,Month 11,Month 12
"Z(2, 0, 1, 0, 0, 0)",221677,265458,257235,249384,241876,234688,227797,221183,214829,208719,202839,197174,191714,186447
"Z(2, 0, 1, 0, 0, 1)",221677,265458,253825,242988,232855,223354,214421,206002,198051,190527,183395,176624,170186,164057
"Z(2, 0, 1, 0, 0, 2)",221677,265458,259088,252986,247131,241505,236092,230876,225846,220987,216292,211748,207349,203085
"Z(2, 0, 1, 0, 1, 0)",221677,265458,257426,249753,242413,235383,228642,222172,215956,209979,204226,198686,193347,188197
"Z(2, 0, 1, 0, 1, 1)",221677,265458,257186,249288,241737,234506,227574,220920,214527,208379,202461,196759,191263,185962
"Z(2, 0, 1, 0, 1, 2)",221677,265458,259399,253556,247916,242469,237203,232109,227177,222399,217767,213275,208917,204685
"Z(2, 0, 1, 0, 2, 0)",221677,265458,257621,250123,242942,236055,229443,223088,216975,211091,205421,199954,194680,189588
"Z(2, 0, 1, 0, 2, 1)",221677,265458,254272,243756,233846,224486,215628,207230,199257,191676,184458,177579,171016,164749
"Z(2, 0, 1, 0, 2, 2)",221677,265458,253312,241937,231253,221195,211708,202741,194252,186205,178565,171305,164398,157821
"Z(2, 0, 1, 0, 3, 0)",221677,265458,256821,248586,240724,233213,226028,219149,212558,206239,200175,194353,188759,183382
"Z(2, 0, 1, 0, 3, 1)",221677,265458,251732,238965,227053,215911,205465,195652,186416,177711,169493,161726,154376,147414
"Z(2, 0, 1, 0, 3, 2)",221677,265458,252891,241140,230125,219776,210034,200848,192172,183968,176198,168834,161846,155209
"Z(2, 0, 1, 1, 0, 0)",221677,265458,257811,250501,243502,236792,230349,224157,218199,212460,206928,201590,196436,191455
"Z(2, 0, 1, 1, 0, 1)",221677,265458,253832,243002,232877,223383,214458,206047,198103,190587,183463,176700,170270,164149
"Z(2, 0, 1, 1, 0, 2)",221677,265458,259717,254216,248934,243855,238964,234247,229693,225291,221031,216905,212904,209022
"Z(2, 0, 1, 1, 1, 0)",221677,265458,257984,250836,243992,237430,231132,225080,219258,213653,208253,203045,198019,193165
"Z(2, 0, 1, 1, 1, 1)",221677,265458,257198,249311,241771,234552,227632,220989,214608,208471,202564,196875,191390,186100
"Z(2, 0, 1, 1, 1, 2)",221677,265458,260057,254843,249807,244936,240222,235656,231230,226938,222771,218725,214793,210970
"Z(2, 0, 1, 1, 2, 0)",221677,265458,258191,251232,244559,238152,231994,226068,220361,214859,209551,204426,199475,194688
"Z(2, 0, 1, 1, 2, 1)",221677,265458,254280,243774,233872,224521,215672,207283,199319,191746,184538,177668,171114,164855
"Z(2, 0, 1, 1, 2, 2)",221677,265458,253636,242556,232142,222330,213067,204304,196001,188122,180635,173513,166731,160267
"Z(2, 0, 1, 1, 3, 0)",221677,265458,257385,249679,242317,235273,228529,222066,215866,209914,204196,198700,193413,188325
"Z(2, 0, 1, 1, 3, 1)",221677,265458,251739,238979,227074,215939,205500,195693,186465,177767,169556,161796,154454,147499
"Z(2, 0, 1, 1, 3, 2)",221677,265458,253215,241761,231016,220913,211396,202414,193925,185890,178275,171051,164190,157669
"Z(2, 1, 0, 1, 0, 0)",221677,265458,261043,256437,251699,246871,241991,237087,232181,227292,222437,217625,212868,208173
"Z(2, 1, 0, 1, 0, 1)",221677,265458,264390,262698,260536,258004,255185,252145,248937,245604,242183,238700,235178,231642
"Z(2, 1, 0, 1, 0, 2)",221677,265458,261291,257047,252761,248461,244169,239900,235668,231481,227346,223269,219252,215299
"Z(2, 1, 0, 1, 1, 0)",221677,265458,265087,264309,263190,261780,260122,258252,256201,253996,251659,249208,246662,244035
"Z(2, 1, 0, 1, 1, 1)",221677,265458,269092,272256,274994,277345,279346,281028,282420,283546,284428,285087,285540,285803
"Z(2, 1, 0, 1, 1, 2)",221677,265458,265235,264772,264101,263249,262238,261089,259819,258440,256967,255409,253776,252076
"Z(2, 1, 0, 1, 2, 0)",221677,265458,264286,262805,261070,259125,257007,254745,252366,249889,247334,244714,242043,239331
"Z(2, 1, 0, 1, 2, 1)",221677,265458,268427,270665,272293,273404,274074,274367,274338,274030,273483,272727,271792,270701
"Z(2, 1, 0, 1, 2, 2)",221677,265458,262811,259734,256346,252723,248927,245008,241005,236947,232863,228769,224682,220620
"Z(2, 1, 0, 1, 3, 0)",221677,265458,267452,268979,270107,270890,271374,271597,271592,271387,271005,270468,269793,268996
"Z(2, 1, 0, 1, 3, 1)",221677,265458,267805,269252,269976,270097,269715,268914,267761,266311,264612,262702,260613,258379
"Z(2, 1, 0, 1, 3, 2)",221677,265458,263097,260286,257143,253744,250153,246418,242580,238668,234710,230725,226728,222738
"Z(2, 1, 1, 0, 0, 0)",221677,265458,261109,256566,251888,247119,242294,237442,232587,227746,222936,218168,213451,208795
"Z(2, 1, 1, 0, 0, 1)",221677,265458,264474,262863,260778,258320,255571,252598,249454,246183,242821,239393,235925,232439
"Z(2, 1, 1, 0, 0, 2)",221677,265458,260965,256381,251746,247089,242433,237797,233195,228640,224139,219702,215331,211033
"Z(2, 1, 1, 0, 1, 0)",221677,265458,265161,264457,263409,262069,260480,258677,256692,254551,252276,249887,247399,244829
"Z(2, 1, 1, 0, 1, 1)",221677,265458,269254,272579,275477,277987,280145,281983,283528,284806,285837,286643,287240,287645
"Z(2, 1, 1, 0, 1, 2)",221677,265458,264927,264135,263116,261900,260514,258980,257316,255541,253668,251711,249681,247589
"Z(2, 1, 1, 0, 2, 0)",221677,265458,264360,262951,261287,259412,257361,255166,252851,250438,247944,245384,242771,240116
"Z(2, 1, 1, 0, 2, 1)",221677,265458,268542,270894,272636,273858,274640,275043,275121,274920,274477,273824,272989,271998
"Z(2, 1, 1, 0, 2, 2)",221677,265458,262519,259158,255494,251601,247539,243358,239096,234784,230452,226117,221797,217512
"Z(2, 1, 1, 0, 3, 0)",221677,265458,267541,269156,270373,271244,271815,272125,272205,272085,271788,271333,270740,270024
"Z(2, 1, 1, 0, 3, 1)",221677,265458,267909,269458,270281,270499,270213,269505,268442,267080,265467,263640,261632,259476
"Z(2, 1, 1, 0, 3, 2)",221677,265458,262810,259721,256309,252648,248798,244810,240724,236570,232378,228165,223952,219756
"Z(2, 1, 1, 1, 0, 0)",221677,265458,261594,257517,253287,248945,244529,240068,235585,231098,226625,222176,217763,213393
"Z(2, 1, 1, 1, 0, 1)",221677,265458,264502,262918,260860,258428,255704,252756,249636,246388,243048,239642,236195,232730
"Z(2, 1, 1, 1, 0, 2)",221677,265458,262023,258484,254879,251238,247585,243937,240309,236711,233151,229636,226168,222753
"Z(2, 1, 1, 1, 1, 0)",221677,265458,265696,265520,264992,264163,263075,261762,260257,258584,256765,254820,252765,250614
"Z(2, 1, 1, 1, 1, 1)",221677,265458,269315,272701,275659,278230,280449,282347,283952,285289,286379,287242,287897,288358
"Z(2, 1, 1, 1, 1, 2)",221677,265458,266083,266457,266616,266587,266392,266053,265587,265008,264329,263561,262714,261796
"Z(2, 1, 1, 1, 2, 0)",221677,265458,264894,264010,262862,261492,259937,258225,256383,254430,252386,250263,248076,245836
"Z(2, 1, 1, 1, 2, 1)",221677,265458,268581,270973,272755,274018,274840,275284,275403,275242,274840,274227,273432,272481
"Z(2, 1, 1, 1, 2, 2)",221677,265458,263279,260636,257656,254417,250986,247412,243739,239997,236216,232414,228609,224820
"Z(2, 1, 1, 1, 3, 0)",221677,265458,268200,270474,272348,273874,275096,276051,276773,277287,277617,277784,277804,277694
"Z(2, 1, 1, 1, 3, 1)",221677,265458,267944,269529,270389,270644,270395,269724,268698,267373,265798,264007,262036,259917
"Z(2, 1, 1, 1, 3, 2)",221677,265458,263630,261314,258631,255664,252477,249124,245646,242076,238443,234766,231064,227356
"Z(2, 2, 0, 1, 0, 0)",221677,265458,253680,242646,232278,222514,213298,204583,196327,188494,181052,173973,167232,160806
"Z(2, 2, 0, 1, 0, 1)",221677,265458,251718,239069,227370,216512,206402,196962,188126,179835,172040,164699,157773,151227
"Z(2, 2, 0, 1, 0, 2)",221677,265458,257087,249136,241562,234326,227397,220747,214355,208201,202270,196547,191019,185677
"Z(2, 2, 0, 1, 1, 0)",221677,265458,253948,243158,233016,223462,214442,205912,197831,190164,182881,175953,169357,163069
"Z(2, 2, 0, 1, 1, 1)",221677,265458,259501,253790,248309,243041,237973,233091,228384,223843,219456,215215,211113,207142
"Z(2, 2, 0, 1, 1, 2)",221677,265458,258351,251530,244970,238648,232548,226651,220946,215421,210066,204873,199834,194942
"Z(2, 2, 0, 1, 2, 0)",221677,265458,254165,243563,233585,224173,215276,206852,198862,191273,184056,177185,170636,164389
"Z(2, 2, 0, 1, 2, 1)",221677,265458,252938,241284,230399,220207,210640,201641,193159,185152,177581,170412,163617,157167
"Z(2, 2, 0, 1, 2, 2)",221677,265458,250073,235924,222851,210727,199449,188928,179088,169866,161207,153064,145395,138161
"Z(2, 2, 0, 1, 3, 0)",221677,265458,253425,242176,231631,221724,212399,203606,195300,187444,180003,172948,166251,159887
"Z(2, 2, 0, 1, 3, 1)",221677,265458,249365,234585,220952,208337,196632,185743,175590,166105,157227,148904,141091,133744
"Z(2, 2, 0, 1, 3, 2)",221677,265458,250098,235977,222933,210843,199600,189116,179316,170136,161519,153419,145793,138603
"Z(2, 2, 1, 0, 0, 0)",221677,265458,253729,242741,232415,222689,213508,204825,196599,188793,181375,174319,167598,161190
"Z(2, 2, 1, 0, 0, 1)",221677,265458,251738,239108,227426,216584,206489,197063,188239,179961,172177,164846,157930,151393
"Z(2, 2, 1, 0, 0, 2)",221677,265458,254223,243660,233705,224305,215412,206985,198988,191389,184160,177275,170710,164446
"Z(2, 2, 1, 0, 1, 0)",221677,265458,253997,243252,233152,223636,214652,206154,198103,190463,183205,176300,169724,163456
"Z(2, 2, 1, 0, 1, 1)",221677,265458,259561,253909,248483,243270,238253,233422,228764,224268,219927,215730,211670,207740
"Z(2, 2, 1, 0, 1, 2)",221677,265458,255145,245395,236162,227407,219093,211190,203669,196504,189672,183153,176928,170979
"Z(2, 2, 1, 0, 2, 0)",221677,265458,254216,243661,233726,224353,215493,207103,199144,191584,184393,177546,171019,164791
"Z(2, 2, 1, 0, 2, 1)",221677,265458,252968,241341,230482,220313,210768,201788,193325,185334,177779,170625,163843,157405
"Z(2, 2, 1, 0, 2, 2)",221677,265458,248727,233380,219242,206180,194080,182844,172387,162636,153527,145005,137021,129527
"Z(2, 2, 1, 0, 3, 0)",221677,265458,253474,242269,231765,221896,212605,203843,195567,187737,180321,173288,166611,160266
"Z(2, 2, 1, 0, 3, 1)",221677,265458,249380,234614,220993,208389,196693,185813,175668,166190,157318,149001,141193,133851
"Z(2, 2, 1, 0, 3, 2)",221677,265458,248757,233443,219340,206317,194259,183066,172655,162952,153892,145419,137484,130039
"Z(2, 2, 1, 1, 0, 0)",221677,265458,254114,243477,233473,224041,215129,206692,198689,191087,183856,176968,170400,164131
"Z(2, 2, 1, 1, 0, 1)",221677,265458,251744,239119,227442,216605,206515,197094,188274,180000,172220,164893,157981,151448
"Z(2, 2, 1, 1, 0, 2)",221677,265458,257912,250804,244080,237700,231626,225829,220282,214964,209855,204939,200201,195629
"Z(2, 2, 1, 1, 1, 0)",221677,265458,254373,243975,234193,224969,216254,208003,200179,192748,185681,178952,172537,166416
"Z(2, 2, 1, 1, 1, 1)",221677,265458,259581,253947,248540,243344,238345,233530,228889,224410,220085,215904,211859,207944
"Z(2, 2, 1, 1, 1, 2)",221677,265458,259339,253536,248014,242747,237709,232880,228242,223778,219476,215322,211306,207419
"Z(2, 2, 1, 1, 2, 0)",221677,265458,254607,244413,234810,225742,217163,209030,201309,193967,186976,180312,173954,167880
"Z(2, 2, 1, 1, 2, 1)",221677,265458,252977,241360,230509,220348,210811,201838,193382,185398,177849,170701,163925,157493
"Z(2, 2, 1, 1, 2, 2)",221677,265458,250011,235830,222746,210632,199377,188891,179096,169925,161322,153238,145630,138457
"Z(2, 2, 1, 1, 3, 0)",221677,265458,253847,242984,232794,223213,214188,205669,197615,189990,182762,175901,169383,163183
"Z(2, 2, 1, 1, 3, 1)",221677,265458,249385,234624,221007,208408,196716,185839,175698,166223,157355,149041,141236,133896
"Z(2, 2, 1, 1, 3, 2)",221677,265458,250033,235879,222827,210748,199533,189090,179340,170218,161664,153631,146075,138954
