,Month 0,Month 1,Month 2,Month 3,Month 4,Month 5,Month 6,Month 7,Month 8,Month 9,Month 10,Month 11,Month 12
"Z(1, 1, 1, 0, 3, 1)",33787,33787,33787,33787,33787,33787,33787,33787,33787,33787,33787,33787,33787,33787
"Z(1, 1, 1, 0, 3, 2)",30616,30616,30616,30616,30616,30616,30616,30616,30616,30616,30616,30616,30616,30616
"Z(1, 1, 1, 1, 0, 0)",15525,15525,15525,15525,15525,15525,15525,15525,15525,15525,15525,15525,15525,15525
"Z(1, 1, 1, 1, 0, 1)",21466,21466,21466,21466,21466,21466,21466,21466,21466,21466,21466,21466,21466,21466
"Z(1, 1, 1, 1, 0, 2)",12246,12246,12246,12246,12246,12246,12246,12246,12246,12246,12246,12246,12246,12246
"Z(1, 1, 1, 1, 1, 0)",19873,19873,19873,19873,19873,19873,19873,19873,19873,19873,19873,19873,19873,19873
"Z(1, 1, 1, 1, 1, 1)",23342,23342,23342,23342,23342,23342,23342,23342,23342,23342,23342,23342,23342,23342
"Z(1, 1, 1, 1, 1, 2)",18398,18398,18398,18398,18398,18398,18398,18398,18398,18398,18398,18398,18398,18398
"Z(1, 1, 1, 1, 2, 0)",19320,19320,19320,19320,19320,19320,19320,19320,19320,19320,19320,19320,19320,19320
"Z(1, 1, 1, 1, 2, 1)",24207,24207,24207,24207,24207,24207,24207,24207,24207,24207,24207,24207,24207,24207
"Z(1, 1, 1, 1, 2, 2)",27040,27040,27040,27040,27040,27040,27040,27040,27040,27040,27040,27040,27040,27040
"Z(1, 1, 1, 1, 3, 0)",23748,23748,23748,23748,23748,23748,23748,23748,23748,23748,23748,23748,23748,23748
"Z(1, 1, 1, 1, 3, 1)",34175,34175,34175,34175,34175,34175,34175,34175,34175,34175,34175,34175,34175,34175
"Z(1, 1, 1, 1, 3, 2)",33646,33646,33646,33646,33646,33646,33646,33646,33646,33646,33646,33646,33646,33646
"Z(1, 2, 0, 1, 0, 0)",10634,10634,10634,10634,10634,10634,10634,10634,10634,10634,10634,10634,10634,10634
"Z(1, 2, 0, 1, 0, 1)",12970,12970,12970,12970,12970,12970,12970,12970,12970,12970,12970,12970,12970,12970
"Z(1, 2, 0, 1, 0, 2)",10535,10535,10535,10535,10535,10535,10535,10535,10535,10535,10535,10535,10535,10535
"Z(1, 2, 0, 1, 1, 0)",12819,12819,12819,12819,12819,12819,12819,12819,12819,12819,12819,12819,12819,12819
"Z(1, 2, 0, 1, 1, 1)",15519,15519,15519,15519,15519,15519,15519,15519,15519,15519,15519,15519,15519,15519
"Z(1, 2, 0, 1, 1, 2)",13680,13680,13680,13680,13680,13680,13680,13680,13680,13680,13680,13680,13680,13680
"Z(1, 2, 0, 1, 2, 0)",12519,12519,12519,12519,12519,12519,12519,12519,12519,12519,12519,12519,12519,12519
"Z(1, 2, 0, 1, 2, 1)",15557,15557,15557,15557,15557,15557,15557,15557,15557,15557,15557,15557,15557,15557
"Z(1, 2, 0, 1, 2, 2)",13398,13398,13398,13398,13398,13398,13398,13398,13398,13398,13398,13398,13398,13398
"Z(1, 2, 0, 1, 3, 0)",14096,14096,14096,14096,14096,14096,14096,14096,14096,14096,14096,14096,14096,14096
"Z(1, 2, 0, 1, 3, 1)",15510,15510,15510,15510,15510,15510,15510,15510,15510,15510,15510,15510,15510,15510
"Z(1, 2, 0, 1, 3, 2)",13604,13604,13604,13604,13604,13604,13604,13604,13604,13604,13604,13604,13604,13604
"Z(1, 2, 1, 0, 0, 0)",11477,11477,11477,11477,11477,11477,11477,11477,11477,11477,11477,11477,11477,11477
"Z(1, 2, 1, 0, 0, 1)",12937,12937,12937,12937,12937,12937,12937,12937,12937,12937,12937,12937,12937,12937
"Z(1, 2, 1, 0, 0, 2)",11662,11662,11662,11662,11662,11662,11662,11662,11662,11662,11662,11662,11662,11662
"Z(1, 2, 1, 0, 1, 0)",13901,13901,13901,13901,13901,13901,13901,13901,13901,13901,13901,13901,13901,13901
"Z(1, 2, 1, 0, 1, 1)",15487,15487,15487,15487,15487,15487,15487,15487,15487,15487,15487,15487,15487,15487
"Z(1, 2, 1, 0, 1, 2)",15198,15198,15198,15198,15198,15198,15198,15198,15198,15198,15198,15198,15198,15198
"Z(1, 2, 1, 0, 2, 0)",13579,13579,13579,13579,13579,13579,13579,13579,13579,13579,13579,13579,13579,13579
"Z(1, 2, 1, 0, 2, 1)",15524,15524,15524,15524,15524,15524,15524,15524,15524,15524,15524,15524,15524,15524
"Z(1, 2, 1, 0, 2, 2)",14320,14320,14320,14320,14320,14320,14320,14320,14320,14320,14320,14320,14320,14320
"Z(1, 2, 1, 0, 3, 0)",15464,15464,15464,15464,15464,15464,15464,15464,15464,15464,15464,15464,15464,15464
"Z(1, 2, 1, 0, 3, 1)",15481,15481,15481,15481,15481,15481,15481,15481,15481,15481,15481,15481,15481,15481
"Z(1, 2, 1, 0, 3, 2)",14581,14581,14581,14581,14581,14581,14581,14581,14581,14581,14581,14581,14581,14581
"Z(1, 2, 1, 1, 0, 0)",12099,12099,12099,12099,12099,12099,12099,12099,12099,12099,12099,12099,12099,12099
"Z(1, 2, 1, 1, 0, 1)",13081,13081,13081,13081,13081,13081,13081,13081,13081,13081,13081,13081,13081,13081
"Z(1, 2, 1, 1, 0, 2)",12498,12498,12498,12498,12498,12498,12498,12498,12498,12498,12498,12498,12498,12498
"Z(1, 2, 1, 1, 1, 0)",14670,14670,14670,14670,14670,14670,14670,14670,14670,14670,14670,14670,14670,14670
"Z(1, 2, 1, 1, 1, 1)",15661,15661,15661,15661,15661,15661,15661,15661,15661,15661,15661,15661,15661,15661
"Z(1, 2, 1, 1, 1, 2)",16316,16316,16316,16316,16316,16316,16316,16316,16316,16316,16316,16316,16316,16316
"Z(1, 2, 1, 1, 2, 0)",14331,14331,14331,14331,14331,14331,14331,14331,14331,14331,14331,14331,14331,14331
"Z(1, 2, 1, 1, 2, 1)",15697,15697,15697,15697,15697,15697,15697,15697,15697,15697,15697,15697,15697,15697
"Z(1, 2, 1, 1, 2, 2)",15022,15022,15022,15022,15022,15022,15022,15022,15022,15022,15022,15022,15022,15022
"Z(1, 2, 1, 1, 3, 0)",16399,16399,16399,16399,16399,16399,16399,16399,16399,16399,16399,16399,16399,16399
"Z(1, 2, 1, 1, 3, 1)",15655,15655,15655,15655,15655,15655,15655,15655,15655,15655,15655,15655,15655,15655
"Z(1, 2, 1, 1, 3, 2)",15310,15310,15310,15310,15310,15310,15310,15310,15310,15310,15310,15310,15310,15310
"Z(2, 0, 0, 1, 0, 0)",10355,10355,10355,10355,10355,10355,10355,10355,10355,10355,10355,10355,10355,10355
"Z(2, 0, 0, 1, 0, 1)",9330,9330,9330,9330,9330,9330,9330,9330,9330,9330,9330,9330,9330,9330
"Z(2, 0, 0, 1, 0, 2)",12986,12986,12986,12986,12986,12986,12986,12986,12986,12986,12986,12986,12986,12986
"Z(2, 0, 0, 1, 1, 0)",10384,10384,10384,10384,10384,10384,10384,10384,10384,10384,10384,10384,10384,10384
"Z(2, 0, 0, 1, 1, 1)",10109,10109,10109,10109,10109,10109,10109,10109,10109,10109,10109,10109,10109,10109
"Z(2, 0, 0, 1, 1, 2)",11620,11620,11620,11620,11620,11620,11620,11620,11620,11620,11620,11620,11620,11620
"Z(2, 0, 0, 1, 2, 0)",10457,10457,10457,10457,10457,10457,10457,10457,10457,10457,10457,10457,10457,10457
"Z(2, 0, 0, 1, 2, 1)",9472,9472,9472,9472,9472,9472,9472,9472,9472,9472,9472,9472,9472,9472
"Z(2, 0, 0, 1, 2, 2)",8672,8672,8672,8672,8672,8672,8672,8672,8672,8672,8672,8672,8672,8672
"Z(2, 0, 0, 1, 3, 0)",10010,10010,10010,10010,10010,10010,10010,10010,10010,10010,10010,10010,10010,10010
"Z(2, 0, 0, 1, 3, 1)",8273,8273,8273,8273,8273,8273,8273,8273,8273,8273,8273,8273,8273,8273
"Z(2, 0, 0, 1, 3, 2)",8472,8472,8472,8472,8472,8472,8472,8472,8472,8472,8472,8472,8472,8472
"Z(2, 0, 1, 0, 0, 0)",11362,11362,11362,11362,11362,11362,11362,11362,11362,11362,11362,11362,11362,11362
"Z(2, 0, 1, 0, 0, 1)",9307,9307,9307,9307,9307,9307,9307,9307,9307,9307,9307,9307,9307,9307
"Z(2, 0, 1, 0, 0, 2)",14637,14637,14637,14637,14637,14637,14637,14637,14637,14637,14637,14637,14637,14637
"Z(2, 0, 1, 0, 1, 0)",11351,11351,11351,11351,11351,11351,11351,11351,11351,11351,11351,11351,11351,11351
"Z(2, 0, 1, 0, 1, 1)",10081,10081,10081,10081,10081,10081,10081,10081,10081,10081,10081,10081,10081,10081
"Z(2, 0, 1, 0, 1, 2)",12897,12897,12897,12897,12897,12897,12897,12897,12897,12897,12897,12897,12897,12897
"Z(2, 0, 1, 0, 2, 0)",11449,11449,11449,11449,11449,11449,11449,11449,11449,11449,11449,11449,11449,11449
"Z(2, 0, 1, 0, 2, 1)",9448,9448,9448,9448,9448,9448,9448,9448,9448,9448,9448,9448,9448,9448
"Z(2, 0, 1, 0, 2, 2)",9168,9168,9168,9168,9168,9168,9168,9168,9168,9168,9168,9168,9168,9168
"Z(2, 0, 1, 0, 3, 0)",10948,10948,10948,10948,10948,10948,10948,10948,10948,10948,10948,10948,10948,10948
"Z(2, 0, 1, 0, 3, 1)",8253,8253,8253,8253,8253,8253,8253,8253,8253,8253,8253,8253,8253,8253
"Z(2, 0, 1, 0, 3, 2)",8947,8947,8947,8947,8947,8947,8947,8947,8947,8947,8947,8947,8947,8947
"Z(2, 0, 1, 1, 0, 0)",12078,12078,12078,12078,12078,12078,12078,12078,12078,12078,12078,12078,12078,12078
"Z(2, 0, 1, 1, 0, 1)",9415,9415,9415,9415,9415,9415,9415,9415,9415,9415,9415,9415,9415,9415
"Z(2, 0, 1, 1, 0, 2)",15768,15768,15768,15768,15768,15768,15768,15768,15768,15768,15768,15768,15768,15768
"Z(2, 0, 1, 1, 1, 0)",12064,12064,12064,12064,12064,12064,12064,12064,12064,12064,12064,12064,12064,12064
"Z(2, 0, 1, 1, 1, 1)",10198,10198,10198,10198,10198,10198,10198,10198,10198,10198,10198,10198,10198,10198
"Z(2, 0, 1, 1, 1, 2)",13835,13835,13835,13835,13835,13835,13835,13835,13835,13835,13835,13835,13835,13835
"Z(2, 0, 1, 1, 2, 0)",12172,12172,12172,12172,12172,12172,12172,12172,12172,12172,12172,12172,12172,12172
"Z(2, 0, 1, 1, 2, 1)",9557,9557,9557,9557,9557,9557,9557,9557,9557,9557,9557,9557,9557,9557
"Z(2, 0, 1, 1, 2, 2)",9582,9582,9582,9582,9582,9582,9582,9582,9582,9582,9582,9582,9582,9582
"Z(2, 0, 1, 1, 3, 0)",11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646,11646
"Z(2, 0, 1, 1, 3, 1)",8348,8348,8348,8348,8348,8348,8348,8348,8348,8348,8348,8348,8348,8348
"Z(2, 0, 1, 1, 3, 2)",9346,9346,9346,9346,9346,9346,9346,9346,9346,9346,9346,9346,9346,9346
"Z(2, 1, 0, 1, 0, 0)",9633,9633,9633,9633,9633,9633,9633,9633,9633,9633,9633,9633,9633,9633
"Z(2, 1, 0, 1, 0, 1)",11316,11316,11316,11316,11316,11316,11316,11316,11316,11316,11316,11316,11316,11316
"Z(2, 1, 0, 1, 0, 2)",6833,6833,6833,6833,6833,6833,6833,6833,6833,6833,6833,6833,6833,6833
"Z(2, 1, 0, 1, 1, 0)",11664,11664,11664,11664,11664,11664,11664,11664,11664,11664,11664,11664,11664,11664
"Z(2, 1, 0, 1, 1, 1)",13866,13866,13866,13866,13866,13866,13866,13866,13866,13866,13866,13866,13866,13866
"Z(2, 1, 0, 1, 1, 2)",7831,7831,7831,7831,7831,7831,7831,7831,7831,7831,7831,7831,7831,7831
"Z(2, 1, 0, 1, 2, 0)",11401,11401,11401,11401,11401,11401,11401,11401,11401,11401,11401,11401,11401,11401
"Z(2, 1, 0, 1, 2, 1)",13344,13344,13344,13344,13344,13344,13344,13344,13344,13344,13344,13344,13344,13344
"Z(2, 1, 0, 1, 2, 2)",8071,8071,8071,8071,8071,8071,8071,8071,8071,8071,8071,8071,8071,8071
"Z(2, 1, 0, 1, 3, 0)",12988,12988,12988,12988,12988,12988,12988,12988,12988,12988,12988,12988,12988,12988
"Z(2, 1, 0, 1, 3, 1)",13319,13319,13319,13319,13319,13319,13319,13319,13319,13319,13319,13319,13319,13319
"Z(2, 1, 0, 1, 3, 2)",8308,8308,8308,8308,8308,8308,8308,8308,8308,8308,8308,8308,8308,8308
"Z(2, 1, 1, 0, 0, 0)",10375,10375,10375,10375,10375,10375,10375,10375,10375,10375,10375,10375,10375,10375
"Z(2, 1, 1, 0, 0, 1)",11282,11282,11282,11282,11282,11282,11282,11282,11282,11282,11282,11282,11282,11282
"Z(2, 1, 1, 0, 0, 2)",17022,17022,17022,17022,17022,17022,17022,17022,17022,17022,17022,17022,17022,17022
"Z(2, 1, 1, 0, 1, 0)",12624,12624,12624,12624,12624,12624,12624,12624,12624,12624,12624,12624,12624,12624
"Z(2, 1, 1, 0, 1, 1)",13828,13828,13828,13828,13828,13828,13828,13828,13828,13828,13828,13828,13828,13828
"Z(2, 1, 1, 0, 1, 2)",20872,20872,20872,20872,20872,20872,20872,20872,20872,20872,20872,20872,20872,20872
"Z(2, 1, 1, 0, 2, 0)",12343,12343,12343,12343,12343,12343,12343,12343,12343,12343,12343,12343,12343,12343
"Z(2, 1, 1, 0, 2, 1)",13306,13306,13306,13306,13306,13306,13306,13306,13306,13306,13306,13306,13306,13306
"Z(2, 1, 1, 0, 2, 2)",16574,16574,16574,16574,16574,16574,16574,16574,16574,16574,16574,16574,16574,16574
"Z(2, 1, 1, 0, 3, 0)",14243,14243,14243,14243,14243,14243,14243,14243,14243,14243,14243,14243,14243,14243
"Z(2, 1, 1, 0, 3, 1)",13289,13289,13289,13289,13289,13289,13289,13289,13289,13289,13289,13289,13289,13289
"Z(2, 1, 1, 0, 3, 2)",16847,16847,16847,16847,16847,16847,16847,16847,16847,16847,16847,16847,16847,16847
"Z(2, 1, 1, 1, 0, 0)",10936,10936,10936,10936,10936,10936,10936,10936,10936,10936,10936,10936,10936,10936
"Z(2, 1, 1, 1, 0, 1)",11406,11406,11406,11406,11406,11406,11406,11406,11406,11406,11406,11406,11406,11406
"Z(2, 1, 1, 1, 0, 2)",22809,22809,22809,22809,22809,22809,22809,22809,22809,22809,22809,22809,22809,22809
"Z(2, 1, 1, 1, 1, 0)",13321,13321,13321,13321,13321,13321,13321,13321,13321,13321,13321,13321,13321,13321
"Z(2, 1, 1, 1, 1, 1)",13980,13980,13980,13980,13980,13980,13980,13980,13980,13980,13980,13980,13980,13980
"Z(2, 1, 1, 1, 1, 2)",27770,27770,27770,27770,27770,27770,27770,27770,27770,27770,27770,27770,27770,27770
"Z(2, 1, 1, 1, 2, 0)",13025,13025,13025,13025,13025,13025,13025,13025,13025,13025,13025,13025,13025,13025
"Z(2, 1, 1, 1, 2, 1)",13453,13453,13453,13453,13453,13453,13453,13453,13453,13453,13453,13453,13453,13453
"Z(2, 1, 1, 1, 2, 2)",21333,21333,21333,21333,21333,21333,21333,21333,21333,21333,21333,21333,21333,21333
"Z(2, 1, 1, 1, 3, 0)",15114,15114,15114,15114,15114,15114,15114,15114,15114,15114,15114,15114,15114,15114
"Z(2, 1, 1, 1, 3, 1)",13437,13437,13437,13437,13437,13437,13437,13437,13437,13437,13437,13437,13437,13437
"Z(2, 1, 1, 1, 3, 2)",21643,21643,21643,21643,21643,21643,21643,21643,21643,21643,21643,21643,21643,21643
"Z(2, 2, 0, 1, 0, 0)",9461,9461,9461,9461,9461,9461,9461,9461,9461,9461,9461,9461,9461,9461
"Z(2, 2, 0, 1, 0, 1)",9114,9114,9114,9114,9114,9114,9114,9114,9114,9114,9114,9114,9114,9114
"Z(2, 2, 0, 1, 0, 2)",13286,13286,13286,13286,13286,13286,13286,13286,13286,13286,13286,13286,13286,13286
"Z(2, 2, 0, 1, 1, 0)",9528,9528,9528,9528,9528,9528,9528,9528,9528,9528,9528,9528,9528,9528
"Z(2, 2, 0, 1, 1, 1)",10561,10561,10561,10561,10561,10561,10561,10561,10561,10561,10561,10561,10561,10561
"Z(2, 2, 0, 1, 1, 2)",11232,11232,11232,11232,11232,11232,11232,11232,11232,11232,11232,11232,11232,11232
"Z(2, 2, 0, 1, 2, 0)",9578,9578,9578,9578,9578,9578,9578,9578,9578,9578,9578,9578,9578,9578
"Z(2, 2, 0, 1, 2, 1)",9495,9495,9495,9495,9495,9495,9495,9495,9495,9495,9495,9495,9495,9495
"Z(2, 2, 0, 1, 2, 2)",7862,7862,7862,7862,7862,7862,7862,7862,7862,7862,7862,7862,7862,7862
"Z(2, 2, 0, 1, 3, 0)",9297,9297,9297,9297,9297,9297,9297,9297,9297,9297,9297,9297,9297,9297
"Z(2, 2, 0, 1, 3, 1)",7893,7893,7893,7893,7893,7893,7893,7893,7893,7893,7893,7893,7893,7893
"Z(2, 2, 0, 1, 3, 2)",7698,7698,7698,7698,7698,7698,7698,7698,7698,7698,7698,7698,7698,7698
"Z(2, 2, 1, 0, 0, 0)",10136,10136,10136,10136,10136,10136,10136,10136,10136,10136,10136,10136,10136,10136
"Z(2, 2, 1, 0, 0, 1)",9089,9089,9089,9089,9089,9089,9089,9089,9089,9089,9089,9089,9089,9089
"Z(2, 2, 1, 0, 0, 2)",15840,15840,15840,15840,15840,15840,15840,15840,15840,15840,15840,15840,15840,15840
"Z(2, 2, 1, 0, 1, 0)",10188,10188,10188,10188,10188,10188,10188,10188,10188,10188,10188,10188,10188,10188
"Z(2, 2, 1, 0, 1, 1)",10535,10535,10535,10535,10535,10535,10535,10535,10535,10535,10535,10535,10535,10535
"Z(2, 2, 1, 0, 1, 2)",13105,13105,13105,13105,13105,13105,13105,13105,13105,13105,13105,13105,13105,13105
"Z(2, 2, 1, 0, 2, 0)",10255,10255,10255,10255,10255,10255,10255,10255,10255,10255,10255,10255,10255,10255
"Z(2, 2, 1, 0, 2, 1)",9472,9472,9472,9472,9472,9472,9472,9472,9472,9472,9472,9472,9472,9472
"Z(2, 2, 1, 0, 2, 2)",8443,8443,8443,8443,8443,8443,8443,8443,8443,8443,8443,8443,8443,8443
"Z(2, 2, 1, 0, 3, 0)",9942,9942,9942,9942,9942,9942,9942,9942,9942,9942,9942,9942,9942,9942
"Z(2, 2, 1, 0, 3, 1)",7870,7870,7870,7870,7870,7870,7870,7870,7870,7870,7870,7870,7870,7870
"Z(2, 2, 1, 0, 3, 2)",8252,8252,8252,8252,8252,8252,8252,8252,8252,8252,8252,8252,8252,8252
"Z(2, 2, 1, 1, 0, 0)",10648,10648,10648,10648,10648,10648,10648,10648,10648,10648,10648,10648,10648,10648
"Z(2, 2, 1, 1, 0, 1)",9190,9190,9190,9190,9190,9190,9190,9190,9190,9190,9190,9190,9190,9190
"Z(2, 2, 1, 1, 0, 2)",19434,19434,19434,19434,19434,19434,19434,19434,19434,19434,19434,19434,19434,19434
"Z(2, 2, 1, 1, 1, 0)",10700,10700,10700,10700,10700,10700,10700,10700,10700,10700,10700,10700,10700,10700
"Z(2, 2, 1, 1, 1, 1)",10655,10655,10655,10655,10655,10655,10655,10655,10655,10655,10655,10655,10655,10655
"Z(2, 2, 1, 1, 1, 2)",15731,15731,15731,15731,15731,15731,15731,15731,15731,15731,15731,15731,15731,15731
"Z(2, 2, 1, 1, 2, 0)",10776,10776,10776,10776,10776,10776,10776,10776,10776,10776,10776,10776,10776,10776
"Z(2, 2, 1, 1, 2, 1)",9579,9579,9579,9579,9579,9579,9579,9579,9579,9579,9579,9579,9579,9579
"Z(2, 2, 1, 1, 2, 2)",9109,9109,9109,9109,9109,9109,9109,9109,9109,9109,9109,9109,9109,9109
"Z(2, 2, 1, 1, 3, 0)",10444,10444,10444,10444,10444,10444,10444,10444,10444,10444,10444,10444,10444,10444
"Z(2, 2, 1, 1, 3, 1)",7958,7958,7958,7958,7958,7958,7958,7958,7958,7958,7958,7958,7958,7958
"Z(2, 2, 1, 1, 3, 2)",8874,8874,8874,8874,8874,8874,8874,8874,8874,8874,8874,8874,8874,8874
