,Month 0,Month 1,Month 2,Month 3,Month 4,Month 5,Month 6,Month 7,Month 8,Month 9,Month 10,Month 11,Month 12
"Z(1, 1, 1, 1, 0, 2)",10307,10307,10307,10307,10307,10307,10307,10307,10307,10307,10307,10307,10307,10307
"Z(1, 1, 1, 1, 1, 0)",13517,13517,13517,13517,13517,13517,13517,13517,13517,13517,13517,13517,13517,13517
"Z(1, 1, 1, 1, 1, 1)",14176,14176,14176,14176,14176,14176,14176,14176,14176,14176,14176,14176,14176,14176
"Z(1, 1, 1, 1, 1, 2)",9525,9525,9525,9525,9525,9525,9525,9525,9525,9525,9525,9525,9525,9525
"Z(1, 1, 1, 1, 2, 0)",13091,13091,13091,13091,13091,13091,13091,13091,13091,13091,13091,13091,13091,13091
"Z(1, 1, 1, 1, 2, 1)",18380,18380,18380,18380,18380,18380,18380,18380,18380,18380,18380,18380,18380,18380
"Z(1, 1, 1, 1, 2, 2)",15623,15623,15623,15623,15623,15623,15623,15623,15623,15623,15623,15623,15623,15623
"Z(1, 1, 1, 1, 3, 0)",16148,16148,16148,16148,16148,16148,16148,16148,16148,16148,16148,16148,16148,16148
"Z(1, 1, 1, 1, 3, 1)",22736,22736,22736,22736,22736,22736,22736,22736,22736,22736,22736,22736,22736,22736
"Z(1, 1, 1, 1, 3, 2)",20302,20302,20302,20302,20302,20302,20302,20302,20302,20302,20302,20302,20302,20302
"Z(1, 2, 0, 1, 0, 0)",5883,5883,5883,5883,5883,5883,5883,5883,5883,5883,5883,5883,5883,5883
"Z(1, 2, 0, 1, 0, 1)",6327,6327,6327,6327,6327,6327,6327,6327,6327,6327,6327,6327,6327,6327
"Z(1, 2, 0, 1, 0, 2)",5649,5649,5649,5649,5649,5649,5649,5649,5649,5649,5649,5649,5649,5649
"Z(1, 2, 0, 1, 1, 0)",7028,7028,7028,7028,7028,7028,7028,7028,7028,7028,7028,7028,7028,7028
"Z(1, 2, 0, 1, 1, 1)",8364,8364,8364,8364,8364,8364,8364,8364,8364,8364,8364,8364,8364,8364
"Z(1, 2, 0, 1, 1, 2)",6516,6516,6516,6516,6516,6516,6516,6516,6516,6516,6516,6516,6516,6516
"Z(1, 2, 0, 1, 2, 0)",6901,6901,6901,6901,6901,6901,6901,6901,6901,6901,6901,6901,6901,6901
"Z(1, 2, 0, 1, 2, 1)",7534,7534,7534,7534,7534,7534,7534,7534,7534,7534,7534,7534,7534,7534
"Z(1, 2, 0, 1, 2, 2)",6473,6473,6473,6473,6473,6473,6473,6473,6473,6473,6473,6473,6473,6473
"Z(1, 2, 0, 1, 3, 0)",7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633
"Z(1, 2, 0, 1, 3, 1)",7699,7699,7699,7699,7699,7699,7699,7699,7699,7699,7699,7699,7699,7699
"Z(1, 2, 0, 1, 3, 2)",6134,6134,6134,6134,6134,6134,6134,6134,6134,6134,6134,6134,6134,6134
"Z(1, 2, 1, 0, 0, 0)",6121,6121,6121,6121,6121,6121,6121,6121,6121,6121,6121,6121,6121,6121
"Z(1, 2, 1, 0, 0, 1)",6534,6534,6534,6534,6534,6534,6534,6534,6534,6534,6534,6534,6534,6534
"Z(1, 2, 1, 0, 0, 2)",7100,7100,7100,7100,7100,7100,7100,7100,7100,7100,7100,7100,7100,7100
"Z(1, 2, 1, 0, 1, 0)",7330,7330,7330,7330,7330,7330,7330,7330,7330,7330,7330,7330,7330,7330
"Z(1, 2, 1, 0, 1, 1)",8930,8930,8930,8930,8930,8930,8930,8930,8930,8930,8930,8930,8930,8930
"Z(1, 2, 1, 0, 1, 2)",8984,8984,8984,8984,8984,8984,8984,8984,8984,8984,8984,8984,8984,8984
"Z(1, 2, 1, 0, 2, 0)",7201,7201,7201,7201,7201,7201,7201,7201,7201,7201,7201,7201,7201,7201
"Z(1, 2, 1, 0, 2, 1)",7852,7852,7852,7852,7852,7852,7852,7852,7852,7852,7852,7852,7852,7852
"Z(1, 2, 1, 0, 2, 2)",7893,7893,7893,7893,7893,7893,7893,7893,7893,7893,7893,7893,7893,7893
"Z(1, 2, 1, 0, 3, 0)",8019,8019,8019,8019,8019,8019,8019,8019,8019,8019,8019,8019,8019,8019
"Z(1, 2, 1, 0, 3, 1)",8080,8080,8080,8080,8080,8080,8080,8080,8080,8080,8080,8080,8080,8080
"Z(1, 2, 1, 0, 3, 2)",7471,7471,7471,7471,7471,7471,7471,7471,7471,7471,7471,7471,7471,7471
"Z(1, 2, 1, 1, 0, 0)",6315,6315,6315,6315,6315,6315,6315,6315,6315,6315,6315,6315,6315,6315
"Z(1, 2, 1, 1, 0, 1)",6718,6718,6718,6718,6718,6718,6718,6718,6718,6718,6718,6718,6718,6718
"Z(1, 2, 1, 1, 0, 2)",7944,7944,7944,7944,7944,7944,7944,7944,7944,7944,7944,7944,7944,7944
"Z(1, 2, 1, 1, 1, 0)",7567,7567,7567,7567,7567,7567,7567,7567,7567,7567,7567,7567,7567,7567
"Z(1, 2, 1, 1, 1, 1)",9305,9305,9305,9305,9305,9305,9305,9305,9305,9305,9305,9305,9305,9305
"Z(1, 2, 1, 1, 1, 2)",10291,10291,10291,10291,10291,10291,10291,10291,10291,10291,10291,10291,10291,10291
"Z(1, 2, 1, 1, 2, 0)",7435,7435,7435,7435,7435,7435,7435,7435,7435,7435,7435,7435,7435,7435
"Z(1, 2, 1, 1, 2, 1)",8095,8095,8095,8095,8095,8095,8095,8095,8095,8095,8095,8095,8095,8095
"Z(1, 2, 1, 1, 2, 2)",8677,8677,8677,8677,8677,8677,8677,8677,8677,8677,8677,8677,8677,8677
"Z(1, 2, 1, 1, 3, 0)",8301,8301,8301,8301,8301,8301,8301,8301,8301,8301,8301,8301,8301,8301
"Z(1, 2, 1, 1, 3, 1)",8353,8353,8353,8353,8353,8353,8353,8353,8353,8353,8353,8353,8353,8353
"Z(1, 2, 1, 1, 3, 2)",8216,8216,8216,8216,8216,8216,8216,8216,8216,8216,8216,8216,8216,8216
"Z(2, 0, 0, 1, 0, 0)",5529,5529,5529,5529,5529,5529,5529,5529,5529,5529,5529,5529,5529,5529
"Z(2, 0, 0, 1, 0, 1)",4776,4776,4776,4776,4776,4776,4776,4776,4776,4776,4776,4776,4776,4776
"Z(2, 0, 0, 1, 0, 2)",6363,6363,6363,6363,6363,6363,6363,6363,6363,6363,6363,6363,6363,6363
"Z(2, 0, 0, 1, 1, 0)",5582,5582,5582,5582,5582,5582,5582,5582,5582,5582,5582,5582,5582,5582
"Z(2, 0, 0, 1, 1, 1)",5525,5525,5525,5525,5525,5525,5525,5525,5525,5525,5525,5525,5525,5525
"Z(2, 0, 0, 1, 1, 2)",7567,7567,7567,7567,7567,7567,7567,7567,7567,7567,7567,7567,7567,7567
"Z(2, 0, 0, 1, 2, 0)",5622,5622,5622,5622,5622,5622,5622,5622,5622,5622,5622,5622,5622,5622
"Z(2, 0, 0, 1, 2, 1)",4533,4533,4533,4533,4533,4533,4533,4533,4533,4533,4533,4533,4533,4533
"Z(2, 0, 0, 1, 2, 2)",4890,4890,4890,4890,4890,4890,4890,4890,4890,4890,4890,4890,4890,4890
"Z(2, 0, 0, 1, 3, 0)",5400,5400,5400,5400,5400,5400,5400,5400,5400,5400,5400,5400,5400,5400
"Z(2, 0, 0, 1, 3, 1)",4390,4390,4390,4390,4390,4390,4390,4390,4390,4390,4390,4390,4390,4390
"Z(2, 0, 0, 1, 3, 2)",4631,4631,4631,4631,4631,4631,4631,4631,4631,4631,4631,4631,4631,4631
"Z(2, 0, 1, 0, 0, 0)",5794,5794,5794,5794,5794,5794,5794,5794,5794,5794,5794,5794,5794,5794
"Z(2, 0, 1, 0, 0, 1)",4763,4763,4763,4763,4763,4763,4763,4763,4763,4763,4763,4763,4763,4763
"Z(2, 0, 1, 0, 0, 2)",6705,6705,6705,6705,6705,6705,6705,6705,6705,6705,6705,6705,6705,6705
"Z(2, 0, 1, 0, 1, 0)",5837,5837,5837,5837,5837,5837,5837,5837,5837,5837,5837,5837,5837,5837
"Z(2, 0, 1, 0, 1, 1)",5513,5513,5513,5513,5513,5513,5513,5513,5513,5513,5513,5513,5513,5513
"Z(2, 0, 1, 0, 1, 2)",8098,8098,8098,8098,8098,8098,8098,8098,8098,8098,8098,8098,8098,8098
"Z(2, 0, 1, 0, 2, 0)",5885,5885,5885,5885,5885,5885,5885,5885,5885,5885,5885,5885,5885,5885
"Z(2, 0, 1, 0, 2, 1)",4520,4520,4520,4520,4520,4520,4520,4520,4520,4520,4520,4520,4520,4520
"Z(2, 0, 1, 0, 2, 2)",5049,5049,5049,5049,5049,5049,5049,5049,5049,5049,5049,5049,5049,5049
"Z(2, 0, 1, 0, 3, 0)",5650,5650,5650,5650,5650,5650,5650,5650,5650,5650,5650,5650,5650,5650
"Z(2, 0, 1, 0, 3, 1)",4378,4378,4378,4378,4378,4378,4378,4378,4378,4378,4378,4378,4378,4378
"Z(2, 0, 1, 0, 3, 2)",4769,4769,4769,4769,4769,4769,4769,4769,4769,4769,4769,4769,4769,4769
"Z(2, 0, 1, 1, 0, 0)",5997,5997,5997,5997,5997,5997,5997,5997,5997,5997,5997,5997,5997,5997
"Z(2, 0, 1, 1, 0, 1)",4817,4817,4817,4817,4817,4817,4817,4817,4817,4817,4817,4817,4817,4817
"Z(2, 0, 1, 1, 0, 2)",6956,6956,6956,6956,6956,6956,6956,6956,6956,6956,6956,6956,6956,6956
"Z(2, 0, 1, 1, 1, 0)",6042,6042,6042,6042,6042,6042,6042,6042,6042,6042,6042,6042,6042,6042
"Z(2, 0, 1, 1, 1, 1)",5578,5578,5578,5578,5578,5578,5578,5578,5578,5578,5578,5578,5578,5578
"Z(2, 0, 1, 1, 1, 2)",8476,8476,8476,8476,8476,8476,8476,8476,8476,8476,8476,8476,8476,8476
"Z(2, 0, 1, 1, 2, 0)",6093,6093,6093,6093,6093,6093,6093,6093,6093,6093,6093,6093,6093,6093
"Z(2, 0, 1, 1, 2, 1)",4572,4572,4572,4572,4572,4572,4572,4572,4572,4572,4572,4572,4572,4572
"Z(2, 0, 1, 1, 2, 2)",5196,5196,5196,5196,5196,5196,5196,5196,5196,5196,5196,5196,5196,5196
"Z(2, 0, 1, 1, 3, 0)",5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852,5852
"Z(2, 0, 1, 1, 3, 1)",4428,4428,4428,4428,4428,4428,4428,4428,4428,4428,4428,4428,4428,4428
"Z(2, 0, 1, 1, 3, 2)",4904,4904,4904,4904,4904,4904,4904,4904,4904,4904,4904,4904,4904,4904
"Z(2, 1, 0, 1, 0, 0)",6253,6253,6253,6253,6253,6253,6253,6253,6253,6253,6253,6253,6253,6253
"Z(2, 1, 0, 1, 0, 1)",7055,7055,7055,7055,7055,7055,7055,7055,7055,7055,7055,7055,7055,7055
"Z(2, 1, 0, 1, 0, 2)",6269,6269,6269,6269,6269,6269,6269,6269,6269,6269,6269,6269,6269,6269
"Z(2, 1, 0, 1, 1, 0)",7480,7480,7480,7480,7480,7480,7480,7480,7480,7480,7480,7480,7480,7480
"Z(2, 1, 0, 1, 1, 1)",9008,9008,9008,9008,9008,9008,9008,9008,9008,9008,9008,9008,9008,9008
"Z(2, 1, 0, 1, 1, 2)",7833,7833,7833,7833,7833,7833,7833,7833,7833,7833,7833,7833,7833,7833
"Z(2, 1, 0, 1, 2, 0)",7320,7320,7320,7320,7320,7320,7320,7320,7320,7320,7320,7320,7320,7320
"Z(2, 1, 0, 1, 2, 1)",7943,7943,7943,7943,7943,7943,7943,7943,7943,7943,7943,7943,7943,7943
"Z(2, 1, 0, 1, 2, 2)",6854,6854,6854,6854,6854,6854,6854,6854,6854,6854,6854,6854,6854,6854
"Z(2, 1, 0, 1, 3, 0)",8301,8301,8301,8301,8301,8301,8301,8301,8301,8301,8301,8301,8301,8301
"Z(2, 1, 0, 1, 3, 1)",8171,8171,8171,8171,8171,8171,8171,8171,8171,8171,8171,8171,8171,8171
"Z(2, 1, 0, 1, 3, 2)",6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879,6879
"Z(2, 1, 1, 0, 0, 0)",6501,6501,6501,6501,6501,6501,6501,6501,6501,6501,6501,6501,6501,6501
"Z(2, 1, 1, 0, 0, 1)",7032,7032,7032,7032,7032,7032,7032,7032,7032,7032,7032,7032,7032,7032
"Z(2, 1, 1, 0, 0, 2)",6677,6677,6677,6677,6677,6677,6677,6677,6677,6677,6677,6677,6677,6677
"Z(2, 1, 1, 0, 1, 0)",7797,7797,7797,7797,7797,7797,7797,7797,7797,7797,7797,7797,7797,7797
"Z(2, 1, 1, 0, 1, 1)",8982,8982,8982,8982,8982,8982,8982,8982,8982,8982,8982,8982,8982,8982
"Z(2, 1, 1, 0, 1, 2)",8394,8394,8394,8394,8394,8394,8394,8394,8394,8394,8394,8394,8394,8394
"Z(2, 1, 1, 0, 2, 0)",7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633
"Z(2, 1, 1, 0, 2, 1)",7916,7916,7916,7916,7916,7916,7916,7916,7916,7916,7916,7916,7916,7916
"Z(2, 1, 1, 0, 2, 2)",7153,7153,7153,7153,7153,7153,7153,7153,7153,7153,7153,7153,7153,7153
"Z(2, 1, 1, 0, 3, 0)",8724,8724,8724,8724,8724,8724,8724,8724,8724,8724,8724,8724,8724,8724
"Z(2, 1, 1, 0, 3, 1)",8146,8146,8146,8146,8146,8146,8146,8146,8146,8146,8146,8146,8146,8146
"Z(2, 1, 1, 0, 3, 2)",7181,7181,7181,7181,7181,7181,7181,7181,7181,7181,7181,7181,7181,7181
"Z(2, 1, 1, 1, 0, 0)",6704,6704,6704,6704,6704,6704,6704,6704,6704,6704,6704,6704,6704,6704
"Z(2, 1, 1, 1, 0, 1)",7109,7109,7109,7109,7109,7109,7109,7109,7109,7109,7109,7109,7109,7109
"Z(2, 1, 1, 1, 0, 2)",6935,6935,6935,6935,6935,6935,6935,6935,6935,6935,6935,6935,6935,6935
"Z(2, 1, 1, 1, 1, 0)",8046,8046,8046,8046,8046,8046,8046,8046,8046,8046,8046,8046,8046,8046
"Z(2, 1, 1, 1, 1, 1)",9080,9080,9080,9080,9080,9080,9080,9080,9080,9080,9080,9080,9080,9080
"Z(2, 1, 1, 1, 1, 2)",8759,8759,8759,8759,8759,8759,8759,8759,8759,8759,8759,8759,8759,8759
"Z(2, 1, 1, 1, 2, 0)",7878,7878,7878,7878,7878,7878,7878,7878,7878,7878,7878,7878,7878,7878
"Z(2, 1, 1, 1, 2, 1)",8001,8001,8001,8001,8001,8001,8001,8001,8001,8001,8001,8001,8001,8001
"Z(2, 1, 1, 1, 2, 2)",7375,7375,7375,7375,7375,7375,7375,7375,7375,7375,7375,7375,7375,7375
"Z(2, 1, 1, 1, 3, 0)",9031,9031,9031,9031,9031,9031,9031,9031,9031,9031,9031,9031,9031,9031
"Z(2, 1, 1, 1, 3, 1)",8234,8234,8234,8234,8234,8234,8234,8234,8234,8234,8234,8234,8234,8234
"Z(2, 1, 1, 1, 3, 2)",7406,7406,7406,7406,7406,7406,7406,7406,7406,7406,7406,7406,7406,7406
"Z(2, 2, 0, 1, 0, 0)",4810,4810,4810,4810,4810,4810,4810,4810,4810,4810,4810,4810,4810,4810
"Z(2, 2, 0, 1, 0, 1)",4408,4408,4408,4408,4408,4408,4408,4408,4408,4408,4408,4408,4408,4408
"Z(2, 2, 0, 1, 0, 2)",5069,5069,5069,5069,5069,5069,5069,5069,5069,5069,5069,5069,5069,5069
"Z(2, 2, 0, 1, 1, 0)",4882,4882,4882,4882,4882,4882,4882,4882,4882,4882,4882,4882,4882,4882
"Z(2, 2, 0, 1, 1, 1)",6355,6355,6355,6355,6355,6355,6355,6355,6355,6355,6355,6355,6355,6355
"Z(2, 2, 0, 1, 1, 2)",6636,6636,6636,6636,6636,6636,6636,6636,6636,6636,6636,6636,6636,6636
"Z(2, 2, 0, 1, 2, 0)",4924,4924,4924,4924,4924,4924,4924,4924,4924,4924,4924,4924,4924,4924
"Z(2, 2, 0, 1, 2, 1)",4159,4159,4159,4159,4159,4159,4159,4159,4159,4159,4159,4159,4159,4159
"Z(2, 2, 0, 1, 2, 2)",3891,3891,3891,3891,3891,3891,3891,3891,3891,3891,3891,3891,3891,3891
"Z(2, 2, 0, 1, 3, 0)",4759,4759,4759,4759,4759,4759,4759,4759,4759,4759,4759,4759,4759,4759
"Z(2, 2, 0, 1, 3, 1)",4046,4046,4046,4046,4046,4046,4046,4046,4046,4046,4046,4046,4046,4046
"Z(2, 2, 0, 1, 3, 2)",3659,3659,3659,3659,3659,3659,3659,3659,3659,3659,3659,3659,3659,3659
"Z(2, 2, 1, 0, 0, 0)",4974,4974,4974,4974,4974,4974,4974,4974,4974,4974,4974,4974,4974,4974
"Z(2, 2, 1, 0, 0, 1)",4401,4401,4401,4401,4401,4401,4401,4401,4401,4401,4401,4401,4401,4401
"Z(2, 2, 1, 0, 0, 2)",6126,6126,6126,6126,6126,6126,6126,6126,6126,6126,6126,6126,6126,6126
"Z(2, 2, 1, 0, 1, 0)",5044,5044,5044,5044,5044,5044,5044,5044,5044,5044,5044,5044,5044,5044
"Z(2, 2, 1, 0, 1, 1)",6365,6365,6365,6365,6365,6365,6365,6365,6365,6365,6365,6365,6365,6365
"Z(2, 2, 1, 0, 1, 2)",8894,8894,8894,8894,8894,8894,8894,8894,8894,8894,8894,8894,8894,8894
"Z(2, 2, 1, 0, 2, 0)",5093,5093,5093,5093,5093,5093,5093,5093,5093,5093,5093,5093,5093,5093
"Z(2, 2, 1, 0, 2, 1)",4148,4148,4148,4148,4148,4148,4148,4148,4148,4148,4148,4148,4148,4148
"Z(2, 2, 1, 0, 2, 2)",4265,4265,4265,4265,4265,4265,4265,4265,4265,4265,4265,4265,4265,4265
"Z(2, 2, 1, 0, 3, 0)",4917,4917,4917,4917,4917,4917,4917,4917,4917,4917,4917,4917,4917,4917
"Z(2, 2, 1, 0, 3, 1)",4035,4035,4035,4035,4035,4035,4035,4035,4035,4035,4035,4035,4035,4035
"Z(2, 2, 1, 0, 3, 2)",3976,3976,3976,3976,3976,3976,3976,3976,3976,3976,3976,3976,3976,3976
"Z(2, 2, 1, 1, 0, 0)",5119,5119,5119,5119,5119,5119,5119,5119,5119,5119,5119,5119,5119,5119
"Z(2, 2, 1, 1, 0, 1)",4452,4452,4452,4452,4452,4452,4452,4452,4452,4452,4452,4452,4452,4452
"Z(2, 2, 1, 1, 0, 2)",6712,6712,6712,6712,6712,6712,6712,6712,6712,6712,6712,6712,6712,6712
"Z(2, 2, 1, 1, 1, 0)",5190,5190,5190,5190,5190,5190,5190,5190,5190,5190,5190,5190,5190,5190
"Z(2, 2, 1, 1, 1, 1)",6446,6446,6446,6446,6446,6446,6446,6446,6446,6446,6446,6446,6446,6446
"Z(2, 2, 1, 1, 1, 2)",10113,10113,10113,10113,10113,10113,10113,10113,10113,10113,10113,10113,10113,10113
"Z(2, 2, 1, 1, 2, 0)",5243,5243,5243,5243,5243,5243,5243,5243,5243,5243,5243,5243,5243,5243
"Z(2, 2, 1, 1, 2, 1)",4196,4196,4196,4196,4196,4196,4196,4196,4196,4196,4196,4196,4196,4196
"Z(2, 2, 1, 1, 2, 2)",4528,4528,4528,4528,4528,4528,4528,4528,4528,4528,4528,4528,4528,4528
"Z(2, 2, 1, 1, 3, 0)",5061,5061,5061,5061,5061,5061,5061,5061,5061,5061,5061,5061,5061,5061
"Z(2, 2, 1, 1, 3, 1)",4081,4081,4081,4081,4081,4081,4081,4081,4081,4081,4081,4081,4081,4081
"Z(2, 2, 1, 1, 3, 2)",4211,4211,4211,4211,4211,4211,4211,4211,4211,4211,4211,4211,4211,4211
