,Month 0,Month 1,Month 2,Month 3,Month 4,Month 5,Month 6,Month 7,Month 8,Month 9,Month 10,Month 11,Month 12
"Z(1, 1, 1, 1, 0, 1)",10820,10820,10820,10820,10820,10820,10820,10820,10820,10820,10820,10820,10820,10820
"Z(1, 1, 1, 1, 0, 2)",7111,7111,7111,7111,7111,7111,7111,7111,7111,7111,7111,7111,7111,7111
"Z(1, 1, 1, 1, 1, 0)",11020,11020,11020,11020,11020,11020,11020,11020,11020,11020,11020,11020,11020,11020
"Z(1, 1, 1, 1, 1, 1)",11608,11608,11608,11608,11608,11608,11608,11608,11608,11608,11608,11608,11608,11608
"Z(1, 1, 1, 1, 1, 2)",9564,9564,9564,9564,9564,9564,9564,9564,9564,9564,9564,9564,9564,9564
"Z(1, 1, 1, 1, 2, 0)",10724,10724,10724,10724,10724,10724,10724,10724,10724,10724,10724,10724,10724,10724
"Z(1, 1, 1, 1, 2, 1)",13216,13216,13216,13216,13216,13216,13216,13216,13216,13216,13216,13216,13216,13216
"Z(1, 1, 1, 1, 2, 2)",12387,12387,12387,12387,12387,12387,12387,12387,12387,12387,12387,12387,12387,12387
"Z(1, 1, 1, 1, 3, 0)",13282,13282,13282,13282,13282,13282,13282,13282,13282,13282,13282,13282,13282,13282
"Z(1, 1, 1, 1, 3, 1)",16895,16895,16895,16895,16895,16895,16895,16895,16895,16895,16895,16895,16895,16895
"Z(1, 1, 1, 1, 3, 2)",17220,17220,17220,17220,17220,17220,17220,17220,17220,17220,17220,17220,17220,17220
"Z(1, 2, 0, 1, 0, 0)",5938,5938,5938,5938,5938,5938,5938,5938,5938,5938,5938,5938,5938,5938
"Z(1, 2, 0, 1, 0, 1)",6980,6980,6980,6980,6980,6980,6980,6980,6980,6980,6980,6980,6980,6980
"Z(1, 2, 0, 1, 0, 2)",4159,4159,4159,4159,4159,4159,4159,4159,4159,4159,4159,4159,4159,4159
"Z(1, 2, 0, 1, 1, 0)",7264,7264,7264,7264,7264,7264,7264,7264,7264,7264,7264,7264,7264,7264
"Z(1, 2, 0, 1, 1, 1)",8392,8392,8392,8392,8392,8392,8392,8392,8392,8392,8392,8392,8392,8392
"Z(1, 2, 0, 1, 1, 2)",5054,5054,5054,5054,5054,5054,5054,5054,5054,5054,5054,5054,5054,5054
"Z(1, 2, 0, 1, 2, 0)",7093,7093,7093,7093,7093,7093,7093,7093,7093,7093,7093,7093,7093,7093
"Z(1, 2, 0, 1, 2, 1)",8312,8312,8312,8312,8312,8312,8312,8312,8312,8312,8312,8312,8312,8312
"Z(1, 2, 0, 1, 2, 2)",5368,5368,5368,5368,5368,5368,5368,5368,5368,5368,5368,5368,5368,5368
"Z(1, 2, 0, 1, 3, 0)",8088,8088,8088,8088,8088,8088,8088,8088,8088,8088,8088,8088,8088,8088
"Z(1, 2, 0, 1, 3, 1)",8842,8842,8842,8842,8842,8842,8842,8842,8842,8842,8842,8842,8842,8842
"Z(1, 2, 0, 1, 3, 2)",5884,5884,5884,5884,5884,5884,5884,5884,5884,5884,5884,5884,5884,5884
"Z(1, 2, 1, 0, 0, 0)",6214,6214,6214,6214,6214,6214,6214,6214,6214,6214,6214,6214,6214,6214
"Z(1, 2, 1, 0, 0, 1)",6979,6979,6979,6979,6979,6979,6979,6979,6979,6979,6979,6979,6979,6979
"Z(1, 2, 1, 0, 0, 2)",7723,7723,7723,7723,7723,7723,7723,7723,7723,7723,7723,7723,7723,7723
"Z(1, 2, 1, 0, 1, 0)",7627,7627,7627,7627,7627,7627,7627,7627,7627,7627,7627,7627,7627,7627
"Z(1, 2, 1, 0, 1, 1)",8395,8395,8395,8395,8395,8395,8395,8395,8395,8395,8395,8395,8395,8395
"Z(1, 2, 1, 0, 1, 2)",10013,10013,10013,10013,10013,10013,10013,10013,10013,10013,10013,10013,10013,10013
"Z(1, 2, 1, 0, 2, 0)",7448,7448,7448,7448,7448,7448,7448,7448,7448,7448,7448,7448,7448,7448
"Z(1, 2, 1, 0, 2, 1)",8310,8310,8310,8310,8310,8310,8310,8310,8310,8310,8310,8310,8310,8310
"Z(1, 2, 1, 0, 2, 2)",9882,9882,9882,9882,9882,9882,9882,9882,9882,9882,9882,9882,9882,9882
"Z(1, 2, 1, 0, 3, 0)",8542,8542,8542,8542,8542,8542,8542,8542,8542,8542,8542,8542,8542,8542
"Z(1, 2, 1, 0, 3, 1)",8840,8840,8840,8840,8840,8840,8840,8840,8840,8840,8840,8840,8840,8840
"Z(1, 2, 1, 0, 3, 2)",10719,10719,10719,10719,10719,10719,10719,10719,10719,10719,10719,10719,10719,10719
"Z(1, 2, 1, 1, 0, 0)",6953,6953,6953,6953,6953,6953,6953,6953,6953,6953,6953,6953,6953,6953
"Z(1, 2, 1, 1, 0, 1)",7075,7075,7075,7075,7075,7075,7075,7075,7075,7075,7075,7075,7075,7075
"Z(1, 2, 1, 1, 0, 2)",10412,10412,10412,10412,10412,10412,10412,10412,10412,10412,10412,10412,10412,10412
"Z(1, 2, 1, 1, 1, 0)",8570,8570,8570,8570,8570,8570,8570,8570,8570,8570,8570,8570,8570,8570
"Z(1, 2, 1, 1, 1, 1)",8512,8512,8512,8512,8512,8512,8512,8512,8512,8512,8512,8512,8512,8512
"Z(1, 2, 1, 1, 1, 2)",13477,13477,13477,13477,13477,13477,13477,13477,13477,13477,13477,13477,13477,13477
"Z(1, 2, 1, 1, 2, 0)",8370,8370,8370,8370,8370,8370,8370,8370,8370,8370,8370,8370,8370,8370
"Z(1, 2, 1, 1, 2, 1)",8424,8424,8424,8424,8424,8424,8424,8424,8424,8424,8424,8424,8424,8424
"Z(1, 2, 1, 1, 2, 2)",12984,12984,12984,12984,12984,12984,12984,12984,12984,12984,12984,12984,12984,12984
"Z(1, 2, 1, 1, 3, 0)",9728,9728,9728,9728,9728,9728,9728,9728,9728,9728,9728,9728,9728,9728
"Z(1, 2, 1, 1, 3, 1)",8965,8965,8965,8965,8965,8965,8965,8965,8965,8965,8965,8965,8965,8965
"Z(1, 2, 1, 1, 3, 2)",13961,13961,13961,13961,13961,13961,13961,13961,13961,13961,13961,13961,13961,13961
"Z(2, 0, 0, 1, 0, 0)",6490,6490,6490,6490,6490,6490,6490,6490,6490,6490,6490,6490,6490,6490
"Z(2, 0, 0, 1, 0, 1)",5916,5916,5916,5916,5916,5916,5916,5916,5916,5916,5916,5916,5916,5916
"Z(2, 0, 0, 1, 0, 2)",7800,7800,7800,7800,7800,7800,7800,7800,7800,7800,7800,7800,7800,7800
"Z(2, 0, 0, 1, 1, 0)",6475,6475,6475,6475,6475,6475,6475,6475,6475,6475,6475,6475,6475,6475
"Z(2, 0, 0, 1, 1, 1)",6366,6366,6366,6366,6366,6366,6366,6366,6366,6366,6366,6366,6366,6366
"Z(2, 0, 0, 1, 1, 2)",7465,7465,7465,7465,7465,7465,7465,7465,7465,7465,7465,7465,7465,7465
"Z(2, 0, 0, 1, 2, 0)",6520,6520,6520,6520,6520,6520,6520,6520,6520,6520,6520,6520,6520,6520
"Z(2, 0, 0, 1, 2, 1)",5708,5708,5708,5708,5708,5708,5708,5708,5708,5708,5708,5708,5708,5708
"Z(2, 0, 0, 1, 2, 2)",6383,6383,6383,6383,6383,6383,6383,6383,6383,6383,6383,6383,6383,6383
"Z(2, 0, 0, 1, 3, 0)",6205,6205,6205,6205,6205,6205,6205,6205,6205,6205,6205,6205,6205,6205
"Z(2, 0, 0, 1, 3, 1)",5374,5374,5374,5374,5374,5374,5374,5374,5374,5374,5374,5374,5374,5374
"Z(2, 0, 0, 1, 3, 2)",5733,5733,5733,5733,5733,5733,5733,5733,5733,5733,5733,5733,5733,5733
"Z(2, 0, 1, 0, 0, 0)",6858,6858,6858,6858,6858,6858,6858,6858,6858,6858,6858,6858,6858,6858
"Z(2, 0, 1, 0, 0, 1)",5900,5900,5900,5900,5900,5900,5900,5900,5900,5900,5900,5900,5900,5900
"Z(2, 0, 1, 0, 0, 2)",8320,8320,8320,8320,8320,8320,8320,8320,8320,8320,8320,8320,8320,8320
"Z(2, 0, 1, 0, 1, 0)",6831,6831,6831,6831,6831,6831,6831,6831,6831,6831,6831,6831,6831,6831
"Z(2, 0, 1, 0, 1, 1)",6348,6348,6348,6348,6348,6348,6348,6348,6348,6348,6348,6348,6348,6348
"Z(2, 0, 1, 0, 1, 2)",7936,7936,7936,7936,7936,7936,7936,7936,7936,7936,7936,7936,7936,7936
"Z(2, 0, 1, 0, 2, 0)",6882,6882,6882,6882,6882,6882,6882,6882,6882,6882,6882,6882,6882,6882
"Z(2, 0, 1, 0, 2, 1)",5692,5692,5692,5692,5692,5692,5692,5692,5692,5692,5692,5692,5692,5692
"Z(2, 0, 1, 0, 2, 2)",6715,6715,6715,6715,6715,6715,6715,6715,6715,6715,6715,6715,6715,6715
"Z(2, 0, 1, 0, 3, 0)",6543,6543,6543,6543,6543,6543,6543,6543,6543,6543,6543,6543,6543,6543
"Z(2, 0, 1, 0, 3, 1)",5359,5359,5359,5359,5359,5359,5359,5359,5359,5359,5359,5359,5359,5359
"Z(2, 0, 1, 0, 3, 2)",5985,5985,5985,5985,5985,5985,5985,5985,5985,5985,5985,5985,5985,5985
"Z(2, 0, 1, 1, 0, 0)",7816,7816,7816,7816,7816,7816,7816,7816,7816,7816,7816,7816,7816,7816
"Z(2, 0, 1, 1, 0, 1)",5980,5980,5980,5980,5980,5980,5980,5980,5980,5980,5980,5980,5980,5980
"Z(2, 0, 1, 1, 0, 2)",9729,9729,9729,9729,9729,9729,9729,9729,9729,9729,9729,9729,9729,9729
"Z(2, 0, 1, 1, 1, 0)",7774,7774,7774,7774,7774,7774,7774,7774,7774,7774,7774,7774,7774,7774
"Z(2, 0, 1, 1, 1, 1)",6433,6433,6433,6433,6433,6433,6433,6433,6433,6433,6433,6433,6433,6433
"Z(2, 0, 1, 1, 1, 2)",9238,9238,9238,9238,9238,9238,9238,9238,9238,9238,9238,9238,9238,9238
"Z(2, 0, 1, 1, 2, 0)",7840,7840,7840,7840,7840,7840,7840,7840,7840,7840,7840,7840,7840,7840
"Z(2, 0, 1, 1, 2, 1)",5770,5770,5770,5770,5770,5770,5770,5770,5770,5770,5770,5770,5770,5770
"Z(2, 0, 1, 1, 2, 2)",7621,7621,7621,7621,7621,7621,7621,7621,7621,7621,7621,7621,7621,7621
"Z(2, 0, 1, 1, 3, 0)",7450,7450,7450,7450,7450,7450,7450,7450,7450,7450,7450,7450,7450,7450
"Z(2, 0, 1, 1, 3, 1)",5432,5432,5432,5432,5432,5432,5432,5432,5432,5432,5432,5432,5432,5432
"Z(2, 0, 1, 1, 3, 2)",6684,6684,6684,6684,6684,6684,6684,6684,6684,6684,6684,6684,6684,6684
"Z(2, 1, 0, 1, 0, 0)",5846,5846,5846,5846,5846,5846,5846,5846,5846,5846,5846,5846,5846,5846
"Z(2, 1, 0, 1, 0, 1)",6700,6700,6700,6700,6700,6700,6700,6700,6700,6700,6700,6700,6700,6700
"Z(2, 1, 0, 1, 0, 2)",5445,5445,5445,5445,5445,5445,5445,5445,5445,5445,5445,5445,5445,5445
"Z(2, 1, 0, 1, 1, 0)",7172,7172,7172,7172,7172,7172,7172,7172,7172,7172,7172,7172,7172,7172
"Z(2, 1, 0, 1, 1, 1)",8161,8161,8161,8161,8161,8161,8161,8161,8161,8161,8161,8161,8161,8161
"Z(2, 1, 0, 1, 1, 2)",6085,6085,6085,6085,6085,6085,6085,6085,6085,6085,6085,6085,6085,6085
"Z(2, 1, 0, 1, 2, 0)",7002,7002,7002,7002,7002,7002,7002,7002,7002,7002,7002,7002,7002,7002
"Z(2, 1, 0, 1, 2, 1)",7748,7748,7748,7748,7748,7748,7748,7748,7748,7748,7748,7748,7748,7748
"Z(2, 1, 0, 1, 2, 2)",6097,6097,6097,6097,6097,6097,6097,6097,6097,6097,6097,6097,6097,6097
"Z(2, 1, 0, 1, 3, 0)",8080,8080,8080,8080,8080,8080,8080,8080,8080,8080,8080,8080,8080,8080
"Z(2, 1, 0, 1, 3, 1)",8256,8256,8256,8256,8256,8256,8256,8256,8256,8256,8256,8256,8256,8256
"Z(2, 1, 0, 1, 3, 2)",6452,6452,6452,6452,6452,6452,6452,6452,6452,6452,6452,6452,6452,6452
"Z(2, 1, 1, 0, 0, 0)",6115,6115,6115,6115,6115,6115,6115,6115,6115,6115,6115,6115,6115,6115
"Z(2, 1, 1, 0, 0, 1)",6688,6688,6688,6688,6688,6688,6688,6688,6688,6688,6688,6688,6688,6688
"Z(2, 1, 1, 0, 0, 2)",5451,5451,5451,5451,5451,5451,5451,5451,5451,5451,5451,5451,5451,5451
"Z(2, 1, 1, 0, 1, 0)",7528,7528,7528,7528,7528,7528,7528,7528,7528,7528,7528,7528,7528,7528
"Z(2, 1, 1, 0, 1, 1)",8145,8145,8145,8145,8145,8145,8145,8145,8145,8145,8145,8145,8145,8145
"Z(2, 1, 1, 0, 1, 2)",6088,6088,6088,6088,6088,6088,6088,6088,6088,6088,6088,6088,6088,6088
"Z(2, 1, 1, 0, 2, 0)",7350,7350,7350,7350,7350,7350,7350,7350,7350,7350,7350,7350,7350,7350
"Z(2, 1, 1, 0, 2, 1)",7733,7733,7733,7733,7733,7733,7733,7733,7733,7733,7733,7733,7733,7733
"Z(2, 1, 1, 0, 2, 2)",6092,6092,6092,6092,6092,6092,6092,6092,6092,6092,6092,6092,6092,6092
"Z(2, 1, 1, 0, 3, 0)",8535,8535,8535,8535,8535,8535,8535,8535,8535,8535,8535,8535,8535,8535
"Z(2, 1, 1, 0, 3, 1)",8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239
"Z(2, 1, 1, 0, 3, 2)",6446,6446,6446,6446,6446,6446,6446,6446,6446,6446,6446,6446,6446,6446
"Z(2, 1, 1, 1, 0, 0)",6842,6842,6842,6842,6842,6842,6842,6842,6842,6842,6842,6842,6842,6842
"Z(2, 1, 1, 1, 0, 1)",6782,6782,6782,6782,6782,6782,6782,6782,6782,6782,6782,6782,6782,6782
"Z(2, 1, 1, 1, 0, 2)",14402,14402,14402,14402,14402,14402,14402,14402,14402,14402,14402,14402,14402,14402
"Z(2, 1, 1, 1, 1, 0)",8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458,8458
"Z(2, 1, 1, 1, 1, 1)",8263,8263,8263,8263,8263,8263,8263,8263,8263,8263,8263,8263,8263,8263
"Z(2, 1, 1, 1, 1, 2)",17700,17700,17700,17700,17700,17700,17700,17700,17700,17700,17700,17700,17700,17700
"Z(2, 1, 1, 1, 2, 0)",8260,8260,8260,8260,8260,8260,8260,8260,8260,8260,8260,8260,8260,8260
"Z(2, 1, 1, 1, 2, 1)",7843,7843,7843,7843,7843,7843,7843,7843,7843,7843,7843,7843,7843,7843
"Z(2, 1, 1, 1, 2, 2)",15958,15958,15958,15958,15958,15958,15958,15958,15958,15958,15958,15958,15958,15958
"Z(2, 1, 1, 1, 3, 0)",9732,9732,9732,9732,9732,9732,9732,9732,9732,9732,9732,9732,9732,9732
"Z(2, 1, 1, 1, 3, 1)",8361,8361,8361,8361,8361,8361,8361,8361,8361,8361,8361,8361,8361,8361
"Z(2, 1, 1, 1, 3, 2)",16670,16670,16670,16670,16670,16670,16670,16670,16670,16670,16670,16670,16670,16670
"Z(2, 2, 0, 1, 0, 0)",5973,5973,5973,5973,5973,5973,5973,5973,5973,5973,5973,5973,5973,5973
"Z(2, 2, 0, 1, 0, 1)",5584,5584,5584,5584,5584,5584,5584,5584,5584,5584,5584,5584,5584,5584
"Z(2, 2, 0, 1, 0, 2)",7828,7828,7828,7828,7828,7828,7828,7828,7828,7828,7828,7828,7828,7828
"Z(2, 2, 0, 1, 1, 0)",5982,5982,5982,5982,5982,5982,5982,5982,5982,5982,5982,5982,5982,5982
"Z(2, 2, 0, 1, 1, 1)",6408,6408,6408,6408,6408,6408,6408,6408,6408,6408,6408,6408,6408,6408
"Z(2, 2, 0, 1, 1, 2)",7402,7402,7402,7402,7402,7402,7402,7402,7402,7402,7402,7402,7402,7402
"Z(2, 2, 0, 1, 2, 0)",6017,6017,6017,6017,6017,6017,6017,6017,6017,6017,6017,6017,6017,6017
"Z(2, 2, 0, 1, 2, 1)",5358,5358,5358,5358,5358,5358,5358,5358,5358,5358,5358,5358,5358,5358
"Z(2, 2, 0, 1, 2, 2)",5828,5828,5828,5828,5828,5828,5828,5828,5828,5828,5828,5828,5828,5828
"Z(2, 2, 0, 1, 3, 0)",5779,5779,5779,5779,5779,5779,5779,5779,5779,5779,5779,5779,5779,5779
"Z(2, 2, 0, 1, 3, 1)",5024,5024,5024,5024,5024,5024,5024,5024,5024,5024,5024,5024,5024,5024
"Z(2, 2, 0, 1, 3, 2)",5178,5178,5178,5178,5178,5178,5178,5178,5178,5178,5178,5178,5178,5178
"Z(2, 2, 1, 0, 0, 0)",6251,6251,6251,6251,6251,6251,6251,6251,6251,6251,6251,6251,6251,6251
"Z(2, 2, 1, 0, 0, 1)",5740,5740,5740,5740,5740,5740,5740,5740,5740,5740,5740,5740,5740,5740
"Z(2, 2, 1, 0, 0, 2)",8418,8418,8418,8418,8418,8418,8418,8418,8418,8418,8418,8418,8418,8418
"Z(2, 2, 1, 0, 1, 0)",6254,6254,6254,6254,6254,6254,6254,6254,6254,6254,6254,6254,6254,6254
"Z(2, 2, 1, 0, 1, 1)",6754,6754,6754,6754,6754,6754,6754,6754,6754,6754,6754,6754,6754,6754
"Z(2, 2, 1, 0, 1, 2)",7891,7891,7891,7891,7891,7891,7891,7891,7891,7891,7891,7891,7891,7891
"Z(2, 2, 1, 0, 2, 0)",6294,6294,6294,6294,6294,6294,6294,6294,6294,6294,6294,6294,6294,6294
"Z(2, 2, 1, 0, 2, 1)",5520,5520,5520,5520,5520,5520,5520,5520,5520,5520,5520,5520,5520,5520
"Z(2, 2, 1, 0, 2, 2)",6005,6005,6005,6005,6005,6005,6005,6005,6005,6005,6005,6005,6005,6005
"Z(2, 2, 1, 0, 3, 0)",6039,6039,6039,6039,6039,6039,6039,6039,6039,6039,6039,6039,6039,6039
"Z(2, 2, 1, 0, 3, 1)",5156,5156,5156,5156,5156,5156,5156,5156,5156,5156,5156,5156,5156,5156
"Z(2, 2, 1, 0, 3, 2)",5299,5299,5299,5299,5299,5299,5299,5299,5299,5299,5299,5299,5299,5299
"Z(2, 2, 1, 1, 0, 0)",6984,6984,6984,6984,6984,6984,6984,6984,6984,6984,6984,6984,6984,6984
"Z(2, 2, 1, 1, 0, 1)",5892,5892,5892,5892,5892,5892,5892,5892,5892,5892,5892,5892,5892,5892
"Z(2, 2, 1, 1, 0, 2)",9624,9624,9624,9624,9624,9624,9624,9624,9624,9624,9624,9624,9624,9624
"Z(2, 2, 1, 1, 1, 0)",6980,6980,6980,6980,6980,6980,6980,6980,6980,6980,6980,6980,6980,6980
"Z(2, 2, 1, 1, 1, 1)",7014,7014,7014,7014,7014,7014,7014,7014,7014,7014,7014,7014,7014,7014
"Z(2, 2, 1, 1, 1, 2)",8989,8989,8989,8989,8989,8989,8989,8989,8989,8989,8989,8989,8989,8989
"Z(2, 2, 1, 1, 2, 0)",7032,7032,7032,7032,7032,7032,7032,7032,7032,7032,7032,7032,7032,7032
"Z(2, 2, 1, 1, 2, 1)",5676,5676,5676,5676,5676,5676,5676,5676,5676,5676,5676,5676,5676,5676
"Z(2, 2, 1, 1, 2, 2)",6543,6543,6543,6543,6543,6543,6543,6543,6543,6543,6543,6543,6543,6543
"Z(2, 2, 1, 1, 3, 0)",6740,6740,6740,6740,6740,6740,6740,6740,6740,6740,6740,6740,6740,6740
"Z(2, 2, 1, 1, 3, 1)",5294,5294,5294,5294,5294,5294,5294,5294,5294,5294,5294,5294,5294,5294
"Z(2, 2, 1, 1, 3, 2)",5703,5703,5703,5703,5703,5703,5703,5703,5703,5703,5703,5703,5703,5703
