,Initial,Month 0,Month 1,Month 2,Month 3,Month 4,Month 5,Month 6,Month 7,Month 8,Month 9,Month 10,Month 11,Month 12
"Z(0, 2, 1, 0, 3, 1)",126324,81430,81430,81430,81430,81430,81430,81430,81430,81430,81430,81430,81430,81430,81430
"Z(0, 2, 1, 0, 3, 2)",126324,84652,84652,84652,84652,84652,84652,84652,84652,84652,84652,84652,84652,84652,84652
"Z(0, 2, 1, 1, 0, 0)",126324,110713,110713,110713,110713,110713,110713,110713,110713,110713,110713,110713,110713,110713,110713
"Z(0, 2, 1, 1, 0, 1)",126324,86297,86297,86297,86297,86297,86297,86297,86297,86297,86297,86297,86297,86297,86297
"Z(0, 2, 1, 1, 0, 2)",126324,122744,122744,122744,122744,122744,122744,122744,122744,122744,122744,122744,122744,122744,122744
"Z(0, 2, 1, 1, 1, 0)",126324,111155,111155,111155,111155,111155,111155,111155,111155,111155,111155,111155,111155,111155,111155
"Z(0, 2, 1, 1, 1, 1)",126324,105625,105625,105625,105625,105625,105625,105625,105625,105625,105625,105625,105625,105625,105625
"Z(0, 2, 1, 1, 1, 2)",126324,148252,148252,148252,148252,148252,148252,148252,148252,148252,148252,148252,148252,148252,148252
"Z(0, 2, 1, 1, 2, 0)",126324,112304,112304,112304,112304,112304,112304,112304,112304,112304,112304,112304,112304,112304,112304
"Z(0, 2, 1, 1, 2, 1)",126324,84515,84515,84515,84515,84515,84515,84515,84515,84515,84515,84515,84515,84515,84515
"Z(0, 2, 1, 1, 2, 2)",126324,96615,96615,96615,96615,96615,96615,96615,96615,96615,96615,96615,96615,96615,96615
"Z(0, 2, 1, 1, 3, 0)",126324,106240,106240,106240,106240,106240,106240,106240,106240,106240,106240,106240,106240,106240,106240
"Z(0, 2, 1, 1, 3, 1)",126324,81565,81565,81565,81565,81565,81565,81565,81565,81565,81565,81565,81565,81565,81565
"Z(0, 2, 1, 1, 3, 2)",126324,86132,86132,86132,86132,86132,86132,86132,86132,86132,86132,86132,86132,86132,86132
"Z(1, 0, 0, 1, 0, 0)",126324,128616,128616,128616,128616,128616,128616,128616,128616,128616,128616,128616,128616,128616,128616
"Z(1, 0, 0, 1, 0, 1)",126324,138281,138281,138281,138281,138281,138281,138281,138281,138281,138281,138281,138281,138281,138281
"Z(1, 0, 0, 1, 0, 2)",126324,137330,137330,137330,137330,137330,137330,137330,137330,137330,137330,137330,137330,137330,137330
"Z(1, 0, 0, 1, 1, 0)",126324,154095,154095,154095,154095,154095,154095,154095,154095,154095,154095,154095,154095,154095,154095
"Z(1, 0, 0, 1, 1, 1)",126324,123025,123025,123025,123025,123025,123025,123025,123025,123025,123025,123025,123025,123025,123025
