,Initial,Month 0,Month 1,Month 2,Month 3,Month 4,Month 5,Month 6,Month 7,Month 8,Month 9,Month 10,Month 11,Month 12
"Z(0, 1, 0, 1, 1, 1)",221677,240568,240568,240568,240568,240568,240568,240568,240568,240568,240568,240568,240568,240568,240568
"Z(0, 1, 0, 1, 1, 2)",221677,306733,306733,306733,306733,306733,306733,306733,306733,306733,306733,306733,306733,306733,306733
"Z(0, 1, 0, 1, 2, 0)",221677,295744,295744,295744,295744,295744,295744,295744,295744,295744,295744,295744,295744,295744,295744
"Z(0, 1, 0, 1, 2, 1)",221677,258271,258271,258271,258271,258271,258271,258271,258271,258271,258271,258271,258271,258271,258271
"Z(0, 1, 0, 1, 2, 2)",221677,347220,347220,347220,347220,347220,347220,347220,347220,347220,347220,347220,347220,347220,347220
"Z(0, 1, 0, 1, 3, 0)",221677,346355,346355,346355,346355,346355,346355,346355,346355,346355,346355,346355,346355,346355,346355
"Z(0, 1, 0, 1, 3, 1)",221677,320132,320132,320132,320132,320132,320132,320132,320132,320132,320132,320132,320132,320132,320132
"Z(0, 1, 0, 1, 3, 2)",221677,406602,406602,406602,406602,406602,406602,406602,406602,406602,406602,406602,406602,406602,406602
"Z(0, 1, 1, 0, 0, 0)",221677,265442,265442,265442,265442,265442,265442,265442,265442,265442,265442,265442,265442,265442,265442
"Z(0, 1, 1, 0, 0, 1)",221677,276414,276414,276414,276414,276414,276414,276414,276414,276414,276414,276414,276414,276414,276414
"Z(0, 1, 1, 0, 0, 2)",221677,267166,267166,267166,267166,267166,267166,267166,267166,267166,267166,267166,267166,267166,267166
"Z(0, 1, 1, 0, 1, 0)",221677,307035,307035,307035,307035,307035,307035,307035,307035,307035,307035,307035,307035,307035,307035
"Z(0, 1, 1, 0, 1, 1)",221677,240867,240867,240867,240867,240867,240867,240867,240867,240867,240867,240867,240867,240867,240867
"Z(0, 1, 1, 0, 1, 2)",221677,308367,308367,308367,308367,308367,308367,308367,308367,308367,308367,308367,308367,308367,308367
"Z(0, 1, 1, 0, 2, 0)",221677,297264,297264,297264,297264,297264,297264,297264,297264,297264,297264,297264,297264,297264,297264
"Z(0, 1, 1, 0, 2, 1)",221677,258578,258578,258578,258578,258578,258578,258578,258578,258578,258578,258578,258578,258578,258578
"Z(0, 1, 1, 0, 2, 2)",221677,348948,348948,348948,348948,348948,348948,348948,348948,348948,348948,348948,348948,348948,348948
"Z(0, 1, 1, 0, 3, 0)",221677,348400,348400,348400,348400,348400,348400,348400,348400,348400,348400,348400,348400,348400,348400
"Z(0, 1, 1, 0, 3, 1)",221677,320571,320571,320571,320571,320571,320571,320571,320571,320571,320571,320571,320571,320571,320571
"Z(0, 1, 1, 0, 3, 2)",221677,408925,408925,408925,408925,408925,408925,408925,408925,408925,408925,408925,408925,408925,408925
"Z(0, 1, 1, 1, 0, 0)",221677,273086,273086,273086,273086,273086,273086,273086,273086,273086,273086,273086,273086,273086,273086
"Z(0, 1, 1, 1, 0, 1)",221677,276490,276490,276490,276490,276490,276490,276490,276490,276490,276490,276490,276490,276490,276490
"Z(0, 1, 1, 1, 0, 2)",221677,277466,277466,277466,277466,277466,277466,277466,277466,277466,277466,277466,277466,277466,277466
"Z(0, 1, 1, 1, 1, 0)",221677,318661,318661,318661,318661,318661,318661,318661,318661,318661,318661,318661,318661,318661,318661
"Z(0, 1, 1, 1, 1, 1)",221677,241024,241024,241024,241024,241024,241024,241024,241024,241024,241024,241024,241024,241024,241024
"Z(0, 1, 1, 1, 1, 2)",221677,320682,320682,320682,320682,320682,320682,320682,320682,320682,320682,320682,320682,320682,320682
"Z(0, 1, 1, 1, 2, 0)",221677,308657,308657,308657,308657,308657,308657,308657,308657,308657,308657,308657,308657,308657,308657
"Z(0, 1, 1, 1, 2, 1)",221677,258728,258728,258728,258728,258728,258728,258728,258728,258728,258728,258728,258728,258728,258728
"Z(0, 1, 1, 1, 2, 2)",221677,362128,362128,362128,362128,362128,362128,362128,362128,362128,362128,362128,362128,362128,362128
"Z(0, 1, 1, 1, 3, 0)",221677,364046,364046,364046,364046,364046,364046,364046,364046,364046,364046,364046,364046,364046,364046
"Z(0, 1, 1, 1, 3, 1)",221677,320813,320813,320813,320813,320813,320813,320813,320813,320813,320813,320813,320813,320813,320813
"Z(0, 1, 1, 1, 3, 2)",221677,426980,426980,426980,426980,426980,426980,426980,426980,426980,426980,426980,426980,426980,426980
"Z(0, 2, 0, 1, 0, 0)",221677,181078,181078,181078,181078,181078,181078,181078,181078,181078,181078,181078,181078,181078,181078
"Z(0, 2, 0, 1, 0, 1)",221677,153265,153265,153265,153265,153265,153265,153265,153265,153265,153265,153265,153265,153265,153265
"Z(0, 2, 0, 1, 0, 2)",221677,197011,197011,197011,197011,197011,197011,197011,197011,197011,197011,197011,197011,197011,197011
"Z(0, 2, 0, 1, 1, 0)",221677,182411,182411,182411,182411,182411,182411,182411,182411,182411,182411,182411,182411,182411,182411
"Z(0, 2, 0, 1, 1, 1)",221677,188753,188753,188753,188753,188753,188753,188753,188753,188753,188753,188753,188753,188753,188753
"Z(0, 2, 0, 1, 1, 2)",221677,203417,203417,203417,203417,203417,203417,203417,203417,203417,203417,203417,203417,203417,203417
"Z(0, 2, 0, 1, 2, 0)",221677,184058,184058,184058,184058,184058,184058,184058,184058,184058,184058,184058,184058,184058,184058
"Z(0, 2, 0, 1, 2, 1)",221677,160494,160494,160494,160494,160494,160494,160494,160494,160494,160494,160494,160494,160494,160494
