,Initial,Month 0,Month 1,Month 2,Month 3,Month 4,Month 5,Month 6,Month 7,Month 8,Month 9,Month 10,Month 11,Month 12
"Z(0, 1, 1, 1, 1, 2)",126324,90483,91065,91658,92221,92760,93272,93755,94215,94649,95061,95449,95816,96161,96484
"Z(0, 1, 1, 1, 2, 0)",126324,151969,153008,154007,154945,155828,156657,157428,158258,159085,159866,160600,161291,161939,162543
"Z(0, 1, 1, 1, 2, 1)",126324,89131,90044,90646,90997,91142,91115,90938,90638,90230,89730,89150,88501,87793,87031
"Z(0, 1, 1, 1, 2, 2)",126324,114659,115505,116270,116959,117578,118130,118892,119628,120288,120880,121407,121871,122278,122637
"Z(0, 1, 1, 1, 3, 0)",126324,336378,339102,341716,344224,346640,348964,351188,353333,355392,357378,359291,361134,362914,364623
"Z(0, 1, 1, 1, 3, 1)",126324,93758,94443,95002,95453,96350,97150,97814,98362,98803,99150,99411,99594,99706,99751
"Z(0, 1, 1, 1, 3, 2)",126324,214903,216361,217747,219066,220325,221525,222663,223822,224927,225984,226996,227963,228890,229855
"Z(0, 2, 0, 1, 0, 0)",126324,84088,82120,80210,78353,76550,74797,73088,71427,69808,68233,66699,65204,63749,62329
"Z(0, 2, 0, 1, 0, 1)",126324,81269,77712,74413,71334,68448,65731,63163,60734,58429,56239,54157,52173,50282,48477
"Z(0, 2, 0, 1, 0, 2)",126324,84914,83297,81722,80185,78688,77227,75799,74404,73041,71710,70409,69137,67895,66678
"Z(0, 2, 0, 1, 1, 0)",126324,83745,81648,79609,77625,75697,73822,71995,70220,68492,66813,65179,63590,62046,60543
"Z(0, 2, 0, 1, 1, 1)",126324,84188,82293,80444,78639,76878,75158,73475,71833,70226,68658,67125,65627,64164,62733
"Z(0, 2, 0, 1, 1, 2)",126324,87049,86431,85785,85114,84422,83711,82980,82236,81478,80710,79933,79148,78357,77560
"Z(0, 2, 0, 1, 2, 0)",126324,84353,82502,80700,78947,77243,75584,73967,72394,70861,69370,67917,66503,65127,63785
"Z(0, 2, 0, 1, 2, 1)",126324,81064,77368,73956,70782,67816,65031,62406,59929,57584,55361,53252,51247,49339,47522
"Z(0, 2, 0, 1, 2, 2)",126324,81950,78827,75888,73113,70488,67999,65631,63380,61234,59189,57237,55373,53592,51888
