,Month 0,Month 1,Month 2,Month 3,Month 4,Month 5,Month 6,Month 7,Month 8,Month 9,Month 10,Month 11,Month 12
"Z(1, 1, 1, 1, 1, 2)",31353,30407,29517,28678,27891,27149,26448,25782,25149,24548,23976,23429,22905,22407
"Z(1, 1, 1, 1, 2, 0)",40163,41296,42392,43448,44472,45460,46412,47324,48199,49042,49851,50626,51365,52084
"Z(1, 1, 1, 1, 2, 1)",43156,45356,47449,49424,51288,53039,54680,56211,57638,58974,60219,61377,62451,63462
"Z(1, 1, 1, 1, 2, 2)",40717,42206,43595,44882,46078,47183,48205,49145,50009,50808,51544,52218,52834,53410
"Z(1, 1, 1, 1, 3, 0)",44321,46602,48848,51052,53218,55340,57419,59449,61430,63373,65273,67128,68940,70727
"Z(1, 1, 1, 1, 3, 1)",46004,48807,51556,54242,56870,59436,61940,64378,66752,69072,71335,73540,75687,77798
"Z(1, 1, 1, 1, 3, 2)",42554,44411,46205,47939,49626,51267,52866,54421,55936,57420,58872,60291,61678,63050
"Z(1, 2, 0, 1, 0, 0)",5880,5693,5517,5354,5201,5059,4925,4799,4680,4568,4463,4363,4268,4179
"Z(1, 2, 0, 1, 0, 1)",3498,3365,3241,3124,3015,2913,2816,2725,2639,2557,2480,2406,2336,2270
"Z(1, 2, 0, 1, 0, 2)",1299,1247,1198,1152,1110,1070,1032,997,963,932,902,873,846,821
"Z(1, 2, 0, 1, 1, 0)",11975,11577,11206,10857,10532,10228,9942,9672,9418,9177,8950,8735,8530,8337
"Z(1, 2, 0, 1, 1, 1)",16528,16005,15513,15050,14616,14207,13820,13454,13105,12775,12460,12159,11872,11599
"Z(1, 2, 0, 1, 1, 2)",7740,7491,7257,7036,6830,6635,6451,6277,6112,5955,5806,5664,5528,5399
"Z(1, 2, 0, 1, 2, 0)",7743,7479,7232,7000,6784,6580,6389,6208,6037,5875,5722,5577,5438,5307
"Z(1, 2, 0, 1, 2, 1)",9945,9615,9305,9014,8741,8485,8243,8014,7796,7591,7395,7209,7031,6862
"Z(1, 2, 0, 1, 2, 2)",5096,4923,4762,4610,4469,4335,4210,4092,3980,3874,3773,3678,3586,3500
"Z(1, 2, 0, 1, 3, 0)",30892,30162,29480,28839,28243,27684,27160,26664,26196,25755,25337,24940,24561,24206
"Z(1, 2, 0, 1, 3, 1)",16624,16225,15852,15501,15175,14870,14583,14312,14055,13814,13585,13368,13160,12966
"Z(1, 2, 0, 1, 3, 2)",22060,21567,21111,20668,20244,19854,19494,19161,18852,18528,18221,17936,17670,17426
"Z(1, 2, 1, 0, 0, 0)",5289,5120,4962,4814,4676,4548,4427,4314,4206,4106,4011,3921,3835,3755
"Z(1, 2, 1, 0, 0, 1)",3502,3371,3247,3131,3023,2921,2825,2734,2648,2567,2490,2417,2347,2281
"Z(1, 2, 1, 0, 0, 2)",1188,1139,1093,1049,1009,971,936,903,871,841,813,787,761,737
"Z(1, 2, 1, 0, 1, 0)",10602,10244,9909,9595,9302,9027,8770,8526,8296,8080,7875,7681,7496,7322
"Z(1, 2, 1, 0, 1, 1)",16525,16003,15512,15051,14617,14209,13824,13458,13110,12780,12466,12166,11879,11607
"Z(1, 2, 1, 0, 1, 2)",7367,7122,6891,6675,6472,6281,6101,5930,5768,5614,5468,5328,5195,5069
"Z(1, 2, 1, 0, 2, 0)",6848,6611,6388,6179,5984,5801,5629,5466,5312,5167,5029,4898,4773,4655
"Z(1, 2, 1, 0, 2, 1)",9918,9589,9281,8990,8719,8463,8222,7994,7778,7573,7378,7193,7015,6848
"Z(1, 2, 1, 0, 2, 2)",4788,4621,4465,4319,4181,4053,3932,3817,3708,3606,3509,3416,3327,3244
"Z(1, 2, 1, 0, 3, 0)",28386,27712,27080,26488,25936,25419,24933,24474,24040,23630,23243,22874,22522,22191
"Z(1, 2, 1, 0, 3, 1)",16540,16143,15772,15424,15100,14797,14512,14242,13988,13748,13521,13305,13099,12905
"Z(1, 2, 1, 0, 3, 2)",21260,20773,20301,19864,19462,19090,18746,18426,18124,17820,17537,17272,17023,16795
"Z(1, 2, 1, 1, 0, 0)",4891,4699,4520,4352,4195,4047,3908,3776,3652,3534,3422,3316,3215,3120
"Z(1, 2, 1, 1, 0, 1)",3491,3355,3228,3109,2997,2892,2793,2700,2611,2527,2448,2372,2299,2231
"Z(1, 2, 1, 1, 0, 2)",1932,1860,1793,1730,1671,1616,1564,1515,1468,1425,1383,1344,1306,1270
"Z(1, 2, 1, 1, 1, 0)",11874,11449,11050,10675,10324,9994,9683,9389,9109,8845,8594,8355,8127,7911
"Z(1, 2, 1, 1, 1, 1)",16833,16298,15794,15319,14874,14453,14056,13679,13321,12980,12656,12346,12049,11767
"Z(1, 2, 1, 1, 1, 2)",10269,9952,9654,9374,9111,8864,8631,8409,8199,8000,7811,7630,7457,7293
"Z(1, 2, 1, 1, 2, 0)",8142,7863,7601,7355,7124,6907,6703,6509,6325,6151,5986,5828,5677,5535
"Z(1, 2, 1, 1, 2, 1)",10160,9824,9509,9212,8935,8673,8427,8194,7972,7763,7563,7373,7192,7019
"Z(1, 2, 1, 1, 2, 2)",6669,6449,6244,6051,5870,5700,5541,5390,5247,5112,4984,4862,4745,4635
"Z(1, 2, 1, 1, 3, 0)",34545,34325,34043,33716,33070,32442,31854,31287,30750,30246,29772,29322,28895,28497
"Z(1, 2, 1, 1, 3, 1)",17380,16975,16596,16241,15910,15601,15311,15037,14779,14535,14305,14086,13877,13682
"Z(1, 2, 1, 1, 3, 2)",24382,23815,23292,22808,22365,21952,21526,21131,20763,20424,20109,19816,19542,19260
"Z(2, 0, 0, 1, 0, 0)",8083,7896,7723,7561,7412,7272,7139,7012,6892,6781,6676,6577,6478,6385
"Z(2, 0, 0, 1, 0, 1)",2701,2596,2498,2406,2320,2239,2163,2092,2025,1961,1901,1844,1790,1739
"Z(2, 0, 0, 1, 0, 2)",14335,13875,13442,13035,12653,12293,11953,11630,11324,11033,10756,10492,10239,9999
"Z(2, 0, 0, 1, 1, 0)",1439,1396,1355,1317,1282,1250,1219,1191,1164,1139,1116,1094,1073,1054
"Z(2, 0, 0, 1, 1, 1)",3959,3808,3666,3533,3409,3292,3182,3079,2981,2888,2800,2717,2637,2562
"Z(2, 0, 0, 1, 1, 2)",10622,10260,9919,9599,9298,9015,8747,8493,8252,8024,7807,7599,7400,7212
"Z(2, 0, 0, 1, 2, 0)",3118,2987,2866,2752,2645,2545,2451,2363,2279,2200,2125,2054,1986,1922
"Z(2, 0, 0, 1, 2, 1)",1190,1137,1088,1042,1000,960,922,887,854,823,793,765,738,713
"Z(2, 0, 0, 1, 2, 2)",1150,1099,1052,1008,967,929,892,858,826,796,767,740,715,690
"Z(2, 0, 0, 1, 3, 0)",1412,1362,1315,1271,1231,1193,1158,1125,1094,1066,1039,1013,989,967
"Z(2, 0, 0, 1, 3, 1)",1257,1195,1138,1085,1035,988,945,904,865,829,794,762,731,702
"Z(2, 0, 0, 1, 3, 2)",2272,2181,2096,2016,1942,1872,1806,1744,1686,1631,1579,1529,1482,1438
"Z(2, 0, 1, 0, 0, 0)",14039,13714,13412,13131,12872,12631,12397,12172,11962,11766,11582,11409,11247,11090
"Z(2, 0, 1, 0, 0, 1)",3115,3003,2897,2799,2707,2621,2541,2465,2393,2325,2261,2201,2143,2089
"Z(2, 0, 1, 0, 0, 2)",26950,26202,25498,24836,24215,23631,23079,22555,22057,21586,21136,20707,20295,19906
"Z(2, 0, 1, 0, 1, 0)",1728,1669,1614,1562,1514,1469,1427,1387,1350,1314,1281,1250,1220,1191
"Z(2, 0, 1, 0, 1, 1)",3978,3825,3681,3546,3420,3302,3191,3085,2986,2891,2802,2717,2636,2559
"Z(2, 0, 1, 0, 1, 2)",18088,17533,17012,16520,16060,15626,15216,14827,14456,14106,13772,13452,13147,12857
"Z(2, 0, 1, 0, 2, 0)",5757,5535,5327,5132,4949,4777,4615,4461,4316,4178,4047,3923,3804,3692
"Z(2, 0, 1, 0, 2, 1)",1375,1316,1261,1210,1162,1117,1075,1036,998,963,929,898,867,839
"Z(2, 0, 1, 0, 2, 2)",1547,1481,1419,1362,1308,1257,1210,1165,1123,1083,1046,1010,976,944
"Z(2, 0, 1, 0, 3, 0)",1663,1596,1533,1474,1419,1368,1320,1275,1232,1192,1154,1119,1085,1053
"Z(2, 0, 1, 0, 3, 1)",1300,1237,1178,1123,1072,1024,979,937,897,859,824,790,759,729
"Z(2, 0, 1, 0, 3, 2)",3352,3221,3099,2983,2876,2775,2680,2590,2505,2424,2348,2276,2207,2142
"Z(2, 0, 1, 1, 0, 0)",9108,8816,8542,8286,8046,7821,7609,7409,7220,7041,6872,6711,6558,6413
"Z(2, 0, 1, 1, 0, 1)",2978,2860,2750,2646,2550,2459,2373,2292,2216,2143,2075,2010,1948,1889
"Z(2, 0, 1, 1, 0, 2)",35043,34583,34148,33738,33298,32869,32465,32080,31713,31366,31035,30716,30381,29923
"Z(2, 0, 1, 1, 1, 0)",1942,1869,1800,1735,1675,1618,1565,1514,1467,1422,1379,1339,1300,1264
"Z(2, 0, 1, 1, 1, 1)",3981,3824,3676,3538,3409,3287,3172,3064,2961,2864,2771,2684,2600,2520
"Z(2, 0, 1, 1, 1, 2)",27772,26990,26255,25562,24912,24300,23722,23173,22651,22157,21685,21235,20803,20393
"Z(2, 0, 1, 1, 2, 0)",8307,8002,7715,7445,7193,6954,6730,6517,6314,6123,5941,5767,5601,5443
"Z(2, 0, 1, 1, 2, 1)",1550,1486,1426,1370,1317,1268,1222,1178,1137,1098,1061,1026,992,961
"Z(2, 0, 1, 1, 2, 2)",2042,1959,1882,1809,1741,1678,1618,1561,1508,1457,1409,1364,1321,1280
"Z(2, 0, 1, 1, 3, 0)",2303,2213,2129,2050,1977,1908,1844,1783,1726,1672,1621,1572,1526,1483
"Z(2, 0, 1, 1, 3, 1)",1358,1293,1232,1175,1123,1073,1027,983,942,903,867,832,799,768
"Z(2, 0, 1, 1, 3, 2)",4777,4600,4434,4278,4132,3995,3866,3744,3629,3519,3416,3317,3223,3134
"Z(2, 1, 0, 1, 0, 0)",7507,7274,7057,6854,6664,6487,6321,6164,6016,5877,5745,5620,5502,5390
"Z(2, 1, 0, 1, 0, 1)",5750,5524,5312,5113,4927,4752,4588,4432,4285,4147,4015,3890,3771,3659
"Z(2, 1, 0, 1, 0, 2)",19219,18573,17965,17393,16856,16350,15872,15419,14989,14581,14192,13821,13466,13130
"Z(2, 1, 0, 1, 1, 0)",4787,4628,4479,4340,4210,4088,3974,3866,3764,3668,3577,3491,3410,3333
"Z(2, 1, 0, 1, 1, 1)",22707,21973,21283,20633,20024,19449,18906,18391,17901,17437,16995,16573,16168,15785
"Z(2, 1, 0, 1, 1, 2)",36088,35928,35770,35614,35466,35323,35183,35044,34906,34515,33929,33366,32824,32170
"Z(2, 1, 0, 1, 2, 0)",7696,7389,7103,6833,6581,6344,6121,5911,5711,5523,5344,5174,5012,4859
"Z(2, 1, 0, 1, 2, 1)",13505,13085,12690,12318,11969,11640,11329,11035,10754,10489,10236,9994,9762,9543
"Z(2, 1, 0, 1, 2, 2)",17547,17057,16596,16162,15754,15370,15008,14663,14335,14024,13728,13445,13173,12915
"Z(2, 1, 0, 1, 3, 0)",12788,12376,11989,11625,11285,10965,10664,10378,10108,9852,9610,9379,9158,8950
"Z(2, 1, 0, 1, 3, 1)",18509,17895,17319,16776,16268,15789,15337,14909,14503,14118,13751,13402,13068,12751
"Z(2, 1, 0, 1, 3, 2)",20754,20158,19599,19074,18583,18121,17686,17275,16885,16517,16167,15833,15515,15214
"Z(2, 1, 1, 0, 0, 0)",8832,8577,8339,8117,7910,7716,7535,7364,7203,7052,6909,6774,6645,6525
"Z(2, 1, 1, 0, 0, 1)",5936,5706,5491,5290,5101,4924,4758,4601,4452,4312,4179,4052,3932,3818
"Z(2, 1, 1, 0, 0, 2)",13905,13439,13002,12592,12206,11844,11502,11178,10870,10579,10302,10038,9786,9547
"Z(2, 1, 1, 0, 1, 0)",5295,5125,4967,4818,4680,4550,4429,4314,4206,4104,4008,3917,3830,3749
"Z(2, 1, 1, 0, 1, 1)",22978,22239,21544,20889,20275,19696,19149,18630,18137,17669,17224,16799,16391,16005
"Z(2, 1, 1, 0, 1, 2)",29231,28335,27491,26697,25951,25248,24584,23953,23353,22784,22242,21724,21227,20755
"Z(2, 1, 1, 0, 2, 0)",8914,8572,8250,7949,7666,7401,7151,6914,6690,6478,6277,6086,5904,5731
"Z(2, 1, 1, 0, 2, 1)",13704,13280,12881,12505,12152,11820,11506,11208,10925,10657,10401,10157,9923,9701
"Z(2, 1, 1, 0, 2, 2)",11897,11540,11204,10887,10591,10311,10047,9796,9558,9332,9116,8911,8713,8526
"Z(2, 1, 1, 0, 3, 0)",14046,13598,13177,12781,12411,12062,11734,11423,11128,10849,10585,10332,10091,9863
"Z(2, 1, 1, 0, 3, 1)",18834,18213,17630,17082,16568,16084,15627,15195,14784,14394,14024,13671,13333,13013
"Z(2, 1, 1, 0, 3, 2)",13849,13422,13022,12646,12294,11964,11653,11358,11079,10815,10565,10326,10098,9883
"Z(2, 1, 1, 1, 0, 0)",8797,8482,8186,7909,7649,7404,7173,6955,6748,6553,6367,6190,6021,5861
"Z(2, 1, 1, 1, 0, 1)",6085,5846,5623,5413,5217,5032,4859,4694,4539,4392,4253,4120,3994,3874
"Z(2, 1, 1, 1, 0, 2)",29329,28483,27687,26937,26235,25573,24949,24356,23793,23259,22751,22266,21801,21361
"Z(2, 1, 1, 1, 1, 0)",5974,5763,5565,5380,5205,5042,4887,4741,4602,4471,4346,4227,4113,4006
"Z(2, 1, 1, 1, 1, 1)",23402,22647,21936,21266,20638,20045,19485,18954,18448,17969,17512,17075,16657,16260
"Z(2, 1, 1, 1, 1, 2)",36473,36491,36504,36513,36525,36537,36550,36559,36566,36574,36581,36585,36585,36590
"Z(2, 1, 1, 1, 2, 0)",12096,11648,11227,10832,10461,10112,9783,9471,9175,8895,8628,8374,8132,7901
"Z(2, 1, 1, 1, 2, 1)",14171,13734,13323,12935,12572,12229,11906,11599,11306,11029,10765,10513,10271,10042
"Z(2, 1, 1, 1, 2, 2)",21227,20696,20198,19728,19289,18876,18487,18117,17766,17434,17118,16815,16526,16252
"Z(2, 1, 1, 1, 3, 0)",19163,18594,18060,17557,17087,16644,16227,15832,15457,15103,14765,14444,14136,13846
"Z(2, 1, 1, 1, 3, 1)",19535,18899,18301,17739,17212,16716,16248,15804,15383,14984,14605,14243,13896,13568
"Z(2, 1, 1, 1, 3, 2)",21445,20848,20288,19762,19270,18809,18375,17965,17576,17209,16861,16529,16213,15915
"Z(2, 2, 0, 1, 0, 0)",2983,2865,2755,2651,2555,2464,2379,2299,2223,2152,2084,2020,1959,1901
"Z(2, 2, 0, 1, 0, 1)",1913,1843,1777,1715,1658,1603,1553,1504,1459,1415,1375,1336,1299,1263
"Z(2, 2, 0, 1, 0, 2)",6257,6041,5838,5648,5470,5302,5144,4994,4853,4719,4591,4470,4354,4245
"Z(2, 2, 0, 1, 1, 0)",537,512,488,467,446,427,410,393,378,363,349,336,324,312
"Z(2, 2, 0, 1, 1, 1)",9017,8730,8461,8208,7970,7746,7534,7334,7143,6963,6791,6627,6469,6320
"Z(2, 2, 0, 1, 1, 2)",15472,15028,14611,14218,13849,13502,13175,12864,12568,12287,12020,11765,11520,11288
"Z(2, 2, 0, 1, 2, 0)",1094,1042,993,948,906,867,830,796,763,732,703,676,650,626
"Z(2, 2, 0, 1, 2, 1)",630,602,577,553,531,510,491,473,456,439,424,410,396,384
"Z(2, 2, 0, 1, 2, 2)",466,446,427,410,394,379,365,352,339,328,317,307,297,288
"Z(2, 2, 0, 1, 3, 0)",1478,1425,1375,1329,1286,1245,1207,1171,1137,1105,1075,1046,1019,994
"Z(2, 2, 0, 1, 3, 1)",857,823,791,761,734,708,683,660,639,618,599,581,563,547
"Z(2, 2, 0, 1, 3, 2)",2466,2389,2317,2249,2186,2127,2071,2018,1968,1921,1877,1834,1794,1756
"Z(2, 2, 1, 0, 0, 0)",2604,2501,2405,2315,2231,2152,2078,2008,1942,1880,1821,1766,1713,1663
"Z(2, 2, 1, 0, 0, 1)",1917,1847,1781,1720,1662,1608,1557,1509,1464,1421,1380,1341,1304,1270
"Z(2, 2, 1, 0, 0, 2)",3073,2960,2855,2756,2663,2577,2495,2418,2345,2276,2210,2148,2089,2033
"Z(2, 2, 1, 0, 1, 0)",493,470,449,428,410,392,376,361,347,333,321,309,297,287
"Z(2, 2, 1, 0, 1, 1)",9146,8857,8585,8329,8089,7863,7650,7447,7255,7073,6899,6733,6575,6424
"Z(2, 2, 1, 0, 1, 2)",8399,8141,7899,7671,7457,7256,7066,6885,6714,6552,6397,6249,6108,5974
"Z(2, 2, 1, 0, 2, 0)",984,938,895,855,817,782,749,718,689,662,636,611,588,567
"Z(2, 2, 1, 0, 2, 1)",625,598,573,549,527,507,488,470,453,437,422,408,394,382
"Z(2, 2, 1, 0, 2, 2)",288,275,263,252,242,232,223,215,207,200,193,186,180,174
"Z(2, 2, 1, 0, 3, 0)",1444,1393,1345,1300,1259,1220,1183,1148,1116,1085,1056,1028,1002,977
"Z(2, 2, 1, 0, 3, 1)",865,831,799,769,741,715,691,668,646,626,606,588,571,554
"Z(2, 2, 1, 0, 3, 2)",1515,1465,1418,1374,1333,1294,1258,1224,1191,1161,1132,1104,1078,1053
"Z(2, 2, 1, 1, 0, 0)",3280,3149,3025,2910,2802,2700,2604,2514,2428,2348,2271,2198,2128,2063
"Z(2, 2, 1, 1, 0, 1)",1989,1916,1848,1784,1725,1669,1616,1566,1519,1474,1432,1392,1354,1317
"Z(2, 2, 1, 1, 0, 2)",14299,13868,13463,13083,12726,12391,12075,11775,11490,11221,10965,10720,10487,10265
"Z(2, 2, 1, 1, 1, 0)",585,558,533,509,487,467,448,430,413,397,382,368,355,342
"Z(2, 2, 1, 1, 1, 1)",9316,9022,8745,8485,8241,8010,7793,7587,7391,7205,7029,6860,6698,6545
"Z(2, 2, 1, 1, 1, 2)",29380,28628,27922,27257,26634,26048,25496,24972,24473,24002,23553,23124,22713,22324
"Z(2, 2, 1, 1, 2, 0)",1286,1228,1174,1124,1077,1033,992,953,917,882,850,819,790,762
"Z(2, 2, 1, 1, 2, 1)",651,623,597,572,550,528,509,490,472,456,440,426,412,399
"Z(2, 2, 1, 1, 2, 2)",629,602,577,555,533,513,495,478,461,446,432,418,405,393
"Z(2, 2, 1, 1, 3, 0)",1886,1824,1767,1713,1662,1615,1571,1529,1490,1452,1417,1384,1352,1322
"Z(2, 2, 1, 1, 3, 1)",897,862,829,799,770,744,719,695,673,652,632,613,595,578
"Z(2, 2, 1, 1, 3, 2)",2893,2803,2718,2639,2565,2496,2431,2370,2311,2257,2205,2155,2108,2064
