,Initial,Month 0,Month 1,Month 2,Month 3,Month 4,Month 5,Month 6,Month 7,Month 8,Month 9,Month 10,Month 11,Month 12
"U(2, 1, 3, 2)",126324,129479,126104,123020,120177,117529,115095,112820,110708,108739,106917,105188,103550,101999,100525
"U(2, 2, 0, 0)",126324,15926,15223,14575,13973,13410,12887,12396,11936,11503,11097,10712,10347,9999,9668
"U(2, 2, 0, 1)",126324,37992,36943,35983,35097,34272,33513,32803,32143,31527,30956,30415,29902,29417,28956
"U(2, 2, 0, 2)",126324,11587,11148,10743,10368,10019,9694,9390,9106,8840,8591,8355,8131,7918,7716
"U(2, 2, 1, 0)",126324,10360,9952,9577,9229,8904,8603,8321,8057,7810,7579,7359,7151,6953,6766
"U(2, 2, 1, 1)",126324,148116,144127,140470,137087,133925,131007,128270,125718,123328,121107,118991,116979,115066,113242
"U(2, 2, 1, 2)",126324,8005,7743,7502,7279,7072,6880,6700,6533,6377,6231,6093,5962,5837,5719
"U(2, 2, 2, 0)",126324,52194,50561,49060,47668,46365,45158,44025,42965,41971,41041,40156,39314,38512,37747
"U(2, 2, 2, 1)",126324,84966,82749,80716,78836,77079,75458,73938,72521,71194,69961,68786,67668,66605,65590
"U(2, 2, 2, 2)",126324,4803,4651,4511,4381,4261,4149,4044,3946,3855,3769,3688,3611,3538,3468
"U(2, 2, 3, 0)",126324,98678,96486,94496,92671,90979,89417,87948,86593,85340,84191,83106,82083,81119,80184
"U(2, 2, 3, 1)",126324,38916,38008,37182,36423,35717,35072,34470,33913,33396,32920,32470,32043,31640,31258
"U(2, 2, 3, 2)",126324,2088,2023,1964,1910,1860,1814,1771,1732,1695,1661,1629,1599,1570,1543
"Z(0, 1, 0, 1, 0, 0)",126324,66858,64634,62591,60699,58932,57297,55764,54334,52994,51745,50558,49433,48364,47348
"Z(0, 1, 0, 1, 0, 1)",126324,29200,27903,26708,25600,24566,23606,22706,21864,21075,20336,19635,18972,18342,17745
"Z(0, 1, 0, 1, 0, 2)",126324,63835,61436,59220,57158,55225,53425,51730,50139,48640,47232,45889,44609,43388,42221
"Z(0, 1, 0, 1, 1, 0)",126324,114519,110450,106695,103205,99935,96894,94033,91350,88825,86458,84202,82053,80005,78049
"Z(0, 1, 0, 1, 1, 1)",126324,35545,34064,32696,31424,30233,29124,28081,27103,26182,25317,24495,23712,22967,22256
"Z(0, 1, 0, 1, 1, 2)",126324,111570,107689,104103,100763,97626,94704,91948,89358,86914,84618,82422,80325,78320,76400
"Z(0, 1, 0, 1, 2, 0)",126324,127415,123014,118949,115166,111616,108311,105197,102272,99514,96926,94453,92093,89839,87681
"Z(0, 1, 0, 1, 2, 1)",126324,43018,41253,39624,38109,36690,35370,34128,32963,31867,30838,29858,28926,28038,27192
"Z(0, 1, 0, 1, 2, 2)",126324,144743,139818,135270,131037,127063,123363,119877,116601,113512,110611,107839,105192,102661,100238
"Z(0, 1, 0, 1, 3, 0)",126324,287456,278961,271130,263848,257015,250666,244684,239070,233783,228827,224086,219555,215221,211066
"Z(0, 1, 0, 1, 3, 1)",126324,93267,89909,86808,83924,81219,78701,76331,74106,72011,70043,68166,66376,64668,63036
"Z(0, 1, 0, 1, 3, 2)",126324,354839,365943,374754,381804,387422,392016,395678,393280,388447,382202,375182,368477,362072,355938
"Z(0, 1, 1, 0, 0, 0)",126324,331739,327929,324397,321121,318074,315383,312975,310912,309196,307882,306854,306139,305751,305689
"Z(0, 1, 1, 0, 0, 1)",126324,157757,154293,151226,148493,145702,143084,140721,138611,136729,135078,133265,131408,129721,128191
"Z(0, 1, 1, 0, 0, 2)",126324,121077,117358,113936,110759,107784,105024,102431,100002,97720,95587,93552,91613,89764,87998
"Z(0, 1, 1, 0, 1, 0)",126324,342640,342445,342329,342238,342115,342075,342022,342012,342036,342150,342221,342274,342325,342375
"Z(0, 1, 1, 0, 1, 1)",126324,112531,109942,107625,105534,103631,101931,100314,98702,97240,95932,94728,93626,92617,91442
"Z(0, 1, 1, 0, 1, 2)",126324,180907,175587,170689,166141,161879,157925,154204,150719,147441,144375,141447,138653,135986,133434
"Z(0, 1, 1, 0, 2, 0)",126324,338168,336291,334630,333117,331684,330432,329256,328198,327239,326422,325612,324822,324058,323314
"Z(0, 1, 1, 0, 2, 1)",126324,87254,85290,83526,81929,80469,79159,77812,76567,75432,74410,73462,72587,71770,70902
"Z(0, 1, 1, 0, 2, 2)",126324,215712,209211,203224,197663,192450,187612,183059,178793,174780,171024,167436,164013,160745,157618
"Z(0, 1, 1, 0, 3, 0)",126324,356542,360496,364412,368252,371967,375695,379338,382962,386562,390203,393734,397183,400563,403873
"Z(0, 1, 1, 0, 3, 1)",126324,161139,157161,153547,150233,147166,144367,141772,139383,137177,135160,133265,131488,129825,128265
"Z(0, 1, 1, 0, 3, 2)",126324,372295,386623,398478,408412,416770,423984,430155,435517,440188,444344,447895,450939,453549,455772
"Z(0, 1, 1, 1, 0, 0)",126324,198185,192066,186430,181197,176294,171744,167465,163456,159688,156162,152798,149591,146533,143610
"Z(0, 1, 1, 1, 0, 1)",126324,42522,40883,39373,37972,36662,35447,34307,33239,32238,31301,30410,29565,28761,27996
"Z(0, 1, 1, 1, 0, 2)",126324,144243,139870,135841,132099,128590,125333,122268,119394,116691,114159,111741,109433,107229,105120
"Z(0, 1, 1, 1, 1, 0)",126324,341074,340543,340174,339899,339648,339523,339416,335882,330671,325813,320886,314487,308366,302499
"Z(0, 1, 1, 1, 1, 1)",126324,57821,55833,53999,52295,50698,49214,47817,46508,45275,44120,43018,41968,40967,40010
"Z(0, 1, 1, 1, 1, 2)",126324,209209,203190,197647,192498,187670,183189,178970,175016,171295,167812,164482,161301,158261,155348
"Z(0, 1, 1, 1, 2, 0)",126324,343546,343275,343179,343193,343248,343450,343691,344017,344156,343333,342538,341782,341068,340385
"Z(0, 1, 1, 1, 2, 1)",126324,70669,68351,66217,64236,62381,60661,59044,57531,56108,54777,53509,52301,51151,50051
"Z(0, 1, 1, 1, 2, 2)",126324,245007,237770,231106,224915,219112,213725,208656,203904,199433,195249,191251,187433,183787,180296
"Z(0, 1, 1, 1, 3, 0)",126324,363792,369765,375699,381554,387278,393010,398648,404260,409841,415458,420951,426347,431659,436886
"Z(0, 1, 1, 1, 3, 1)",126324,170573,166101,162009,158230,154706,151459,148420,145593,142952,140502,138173,135962,133863,131865
"Z(0, 1, 1, 1, 3, 2)",126324,374462,389334,401756,412275,421230,429053,435837,441818,447113,451895,456073,459743,462978,465822
"Z(0, 2, 0, 1, 0, 0)",126324,24756,23781,22883,22050,21271,20547,19868,19232,18635,18076,17545,17040,16561,16104
"Z(0, 2, 0, 1, 0, 1)",126324,8590,8197,7835,7499,7185,6894,6621,6365,6125,5900,5687,5485,5293,5111
"Z(0, 2, 0, 1, 0, 2)",126324,38724,37267,35922,34671,33498,32406,31378,30413,29504,28651,27838,27062,26322,25616
"Z(0, 2, 0, 1, 1, 0)",126324,22647,21749,20921,20152,19432,18763,18134,17545,16990,16471,15976,15506,15059,14633
"Z(0, 2, 0, 1, 1, 1)",126324,20779,19876,19043,18269,17544,16870,16237,15643,15084,14560,14061,13587,13137,12707
"Z(0, 2, 0, 1, 1, 2)",126324,61793,59549,57477,55548,53739,52054,50468,48978,47574,46255,44996,43795,42649,41553
"Z(0, 2, 0, 1, 2, 0)",126324,36833,35514,34297,33165,32105,31119,30192,29321,28502,27734,27001,26303,25637,25001
"Z(0, 2, 0, 1, 2, 1)",126324,9746,9331,8948,8593,8261,7953,7663,7392,7137,6899,6672,6456,6252,6057
"Z(0, 2, 0, 1, 2, 2)",126324,21416,20657,19957,19306,18697,18130,17597,17098,16627,16186,15766,15365,14982,14617
"Z(0, 2, 0, 1, 3, 0)",126324,32330,31296,30344,29461,28634,27867,27147,26472,25838,25244,24679,24140,23626,23135
"Z(0, 2, 0, 1, 3, 1)",126324,6502,6234,5987,5758,5545,5347,5161,4988,4826,4674,4530,4394,4264,4141
"Z(0, 2, 0, 1, 3, 2)",126324,9380,9123,8886,8668,8463,8273,8096,7929,7773,7628,7489,7357,7231,7110
"Z(0, 2, 1, 0, 0, 0)",126324,192999,188543,184566,180992,177752,174873,172275,169399,166783,164446,162303,160351,158580,156829
"Z(0, 2, 1, 0, 0, 1)",126324,25282,24738,24252,23769,23321,22919,22553,22223,21926,21606,21306,21029,20776,20544
"Z(0, 2, 1, 0, 0, 2)",126324,99644,96575,93747,91120,88658,86372,84221,82205,80308,78532,76836,75218,73673,72196
"Z(0, 2, 1, 0, 1, 0)",126324,115197,112699,110432,108226,106202,104379,102707,101190,99811,98401,97062,95820,94672,93608
"Z(0, 2, 1, 0, 1, 1)",126324,32355,31330,30395,29535,28738,28006,27326,26697,26114,25577,25072,24598,24153,23736
"Z(0, 2, 1, 0, 1, 2)",126324,174236,169106,164382,159993,155878,152058,148463,145093,141922,138954,136118,133409,130821,128344
"Z(0, 2, 1, 0, 2, 0)",126324,148992,145679,142692,139976,137446,135029,132801,130765,128900,127212,125638,124041,122504,121069
"Z(0, 2, 1, 0, 2, 1)",126324,16736,16244,15797,15388,15009,14663,14342,14047,13775,13526,13292,13074,12870,12679
"Z(0, 2, 1, 0, 2, 2)",126324,35126,33997,32958,31994,31091,30254,29467,28731,28039,27391,26774,26186,25626,25091
"Z(0, 2, 1, 0, 3, 0)",126324,114486,111915,109590,107468,105510,103733,102057,100468,99006,97675,96426,95259,94148,93030
"Z(0, 2, 1, 0, 3, 1)",126324,10888,10555,10252,9973,9714,9477,9256,9052,8863,8689,8525,8371,8226,8090
"Z(0, 2, 1, 0, 3, 2)",126324,13066,12751,12464,12199,11952,11725,11513,11315,11131,10960,10798,10643,10496,10357
"Z(0, 2, 1, 1, 0, 0)",126324,93881,90789,87937,85285,82798,80486,78310,76269,74346,72544,70824,69182,67616,66117
"Z(0, 2, 1, 1, 0, 1)",126324,13482,12953,12465,12012,11589,11196,10827,10481,10157,9853,9564,9289,9027,8778
"Z(0, 2, 1, 1, 0, 2)",126324,128761,124932,121405,118130,115060,112211,109530,107018,104654,102443,100329,98313,96386,94543
"Z(0, 2, 1, 1, 1, 0)",126324,91733,88854,86201,83738,81428,79285,77268,75377,73598,71933,70344,68827,67380,65996
"Z(0, 2, 1, 1, 1, 1)",126324,29901,28759,27704,26725,25808,24956,24155,23404,22698,22036,21405,20806,20235,19690
"Z(0, 2, 1, 1, 1, 2)",126324,242592,235774,229500,223674,218213,213147,208380,203914,199713,195784,192028,188440,185012,181728
"Z(0, 2, 1, 1, 2, 0)",126324,148411,144355,140629,137176,133945,130955,128146,125520,123055,120756,118562,116470,114474,112566
"Z(0, 2, 1, 1, 2, 1)",126324,16662,16099,15581,15101,14652,14237,13847,13483,13141,12822,12519,12231,11957,11695
"Z(0, 2, 1, 1, 2, 2)",126324,40945,39640,38439,37324,36281,35312,34402,33550,32749,32000,31286,30605,29956,29336
"Z(0, 2, 1, 1, 3, 0)",126324,136765,133657,130828,128226,125806,123589,121522,119608,117829,116191,114636,113164,111770,110446
"Z(0, 2, 1, 1, 3, 1)",126324,12112,11742,11404,11093,10803,10537,10288,10057,9842,9643,9454,9276,9107,8948
"Z(0, 2, 1, 1, 3, 2)",126324,14464,14125,13815,13530,13263,13019,12790,12578,12380,12196,12022,11856,11699,11549
"Z(1, 0, 0, 1, 0, 0)",126324,25014,23886,22845,21877,20973,20132,19342,18601,17905,17252,16632,16043,15484,14951
"Z(1, 0, 0, 1, 0, 1)",126324,30903,29535,28275,27105,26013,24998,24046,23154,22318,21534,20791,20086,19417,18782
"Z(1, 0, 0, 1, 0, 2)",126324,64778,62578,60547,58659,56887,55240,53689,52232,50861,49574,48345,47173,46053,44982
"Z(1, 0, 0, 1, 1, 0)",126324,76974,73821,70906,68193,65649,63279,61047,58951,56976,55119,53351,51666,50059,48525
"Z(1, 0, 0, 1, 1, 1)",126324,40976,39259,37672,36196,34812,33523,32311,31172,30100,29093,28134,27221,26351,25521
"Z(1, 0, 0, 1, 1, 2)",126324,117605,113674,110046,106669,103500,100550,97771,95161,92700,90390,88183,86075,84060,82131
"Z(1, 0, 0, 1, 2, 0)",126324,87147,83926,80947,78172,75564,73133,70840,68684,66648,64734,62904,61157,59487,57889
