,Initial,Month 0,Month 1,Month 2,Month 3,Month 4,Month 5,Month 6,Month 7,Month 8,Month 9,Month 10,Month 11,Month 12
"Z(0, 1, 0, 1, 3, 2)",122542,202921,203945,205001,206024,207001,207923,208791,209621,210500,211377,212215,213018,213790,214529
"Z(0, 1, 1, 0, 0, 0)",122542,153829,155719,157592,159445,161281,163095,164883,166659,168421,170169,171903,173625,175340,177042
"Z(0, 1, 1, 0, 0, 1)",122542,91177,91605,91968,92547,93158,93687,94136,94518,94836,95094,95296,95445,95548,95606
"Z(0, 1, 1, 0, 0, 2)",122542,85212,83977,82749,81527,80313,79106,77905,76717,75542,74380,73231,72096,70979,69876
"Z(0, 1, 1, 0, 1, 0)",122542,129785,131156,132519,133872,135218,136551,137871,139188,140499,141806,143109,144408,145709,147007
"Z(0, 1, 1, 0, 1, 1)",122542,99987,100551,101102,101620,102106,102558,102974,103364,103803,104235,104640,105019,105375,105706
"Z(0, 1, 1, 0, 1, 2)",122542,88963,89251,89492,89687,89839,89946,90008,90034,90025,89980,89902,89794,89658,89494
"Z(0, 1, 1, 0, 2, 0)",122542,102164,102761,103322,103845,104335,104788,105203,105597,106065,106500,106907,107284,107638,108008
"Z(0, 1, 1, 0, 2, 1)",122542,103470,104007,104513,104989,105504,106018,106497,106953,107382,107786,108166,108570,108991,109389
"Z(0, 1, 1, 0, 2, 2)",122542,91767,92187,92704,93181,93620,94018,94375,94729,95197,95628,96024,96386,96717,97016
"Z(0, 1, 1, 0, 3, 0)",122542,164243,165137,165985,166787,167547,168259,168981,169720,170420,171084,171711,172306,172965,173638
"Z(0, 1, 1, 0, 3, 1)",122542,207390,208612,209792,210929,212029,213084,214093,215073,216022,216940,217830,218694,219538,220357
"Z(0, 1, 1, 0, 3, 2)",122542,149119,149860,150642,151398,152117,152791,153421,154019,154682,155337,155959,156549,157114,157648
"Z(0, 1, 1, 1, 0, 0)",122542,104171,104670,105131,105653,106174,106651,107084,107484,107990,108743,109500,110249,110991,111726
"Z(0, 1, 1, 1, 0, 1)",122542,91404,91862,92257,92661,93294,93846,94322,94732,95080,95370,95604,95788,95926,96020
"Z(0, 1, 1, 1, 0, 2)",122542,88313,88285,88234,88162,88071,87958,87822,87672,87506,87325,87131,86924,86708,86480
"Z(0, 1, 1, 1, 1, 0)",122542,161705,162504,163405,164256,165060,165813,166515,167179,167804,168461,169137,169775,170382,170955
"Z(0, 1, 1, 1, 1, 1)",122542,102266,102817,103358,103867,104348,104796,105210,105670,106139,106582,107000,107393,107766,108116
"Z(0, 1, 1, 1, 1, 2)",122542,122950,123600,124215,124793,125338,125939,126500,127033,127536,128010,128455,128986,129498,129983
"Z(0, 1, 1, 1, 2, 0)",122542,168862,169777,170643,171458,172229,172947,173731,174486,175199,175871,176504,177102,177831,178521
"Z(0, 1, 1, 1, 2, 1)",122542,106549,107089,107623,108175,108702,109201,109670,110120,110549,110978,111422,111846,112254,112644
"Z(0, 1, 1, 1, 2, 2)",122542,162989,163897,164761,165582,166364,167100,167789,168472,169190,169874,170525,171145,171739,172313
"Z(0, 1, 1, 1, 3, 0)",122542,368606,370828,372967,375021,377001,378891,380690,382430,384106,385719,387274,388773,390231,391636
"Z(0, 1, 1, 1, 3, 1)",122542,244926,246814,248658,250454,252210,253915,255568,257190,258776,260329,261849,263339,264808,266249
"Z(0, 1, 1, 1, 3, 2)",122542,535911,541679,547361,552952,558467,563880,569187,574435,579613,584724,589771,594759,599705,604593
"Z(0, 2, 0, 1, 0, 0)",122542,83981,82228,80504,78809,77145,75506,73894,72314,70764,69243,67752,66291,64862,63461
"Z(0, 2, 0, 1, 0, 1)",122542,85447,84214,83014,81844,80702,79584,78487,77417,76369,75344,74340,73357,72395,71453
"Z(0, 2, 0, 1, 0, 2)",122542,92620,93093,93580,94046,94494,94921,95326,95717,96102,96491,96866,97228,97580,97918
"Z(0, 2, 0, 1, 1, 0)",122542,84291,82690,81105,79538,77990,76458,74942,73450,71979,70531,69104,67701,66323,64968
"Z(0, 2, 0, 1, 1, 1)",122542,86969,86421,85862,85292,84715,84127,83527,82925,82318,81707,81093,80477,79861,79245
"Z(0, 2, 0, 1, 1, 2)",122542,89768,90274,90754,91209,91640,92045,92423,92782,93121,93440,93740,94022,94290,94540
"Z(0, 2, 0, 1, 2, 0)",122542,84335,82752,81185,79635,78103,76586,75085,73606,72149,70712,69298,67906,66538,65192
"Z(0, 2, 0, 1, 2, 1)",122542,85684,84590,83511,82446,81397,80359,79331,78319,77322,76338,75369,74414,73474,72548
"Z(0, 2, 0, 1, 2, 2)",122542,87370,86985,86583,86165,85733,85285,84820,84346,83863,83370,82869,82360,81848,81329
"Z(0, 2, 0, 1, 3, 0)",122542,83477,81520,79600,77714,75866,74052,72271,70528,68823,67155,65524,63929,62372,60851
"Z(0, 2, 0, 1, 3, 1)",122542,84745,83279,81839,80423,79033,77665,76318,74997,73700,72427,71179,69954,68754,67577
"Z(0, 2, 0, 1, 3, 2)",122542,85290,84051,82828,81621,80430,79253,78088,76942,75813,74700,73605,72526,71466,70423
"Z(0, 2, 1, 0, 0, 0)",122542,88456,88532,88570,88571,88538,88468,88362,88228,88065,87875,87660,87421,87161,86880
"Z(0, 2, 1, 0, 0, 1)",122542,85574,84380,83221,82093,80996,79924,78875,77854,76857,75884,74933,74004,73097,72211
"Z(0, 2, 1, 0, 0, 2)",122542,88772,88899,89006,89095,89167,89220,89252,89272,89279,89272,89254,89225,89187,89140
"Z(0, 2, 1, 0, 1, 0)",122542,89183,89574,89911,90195,90430,90613,90745,90836,90886,90897,90870,90808,90715,90589
"Z(0, 2, 1, 0, 1, 1)",122542,87126,86624,86115,85598,85075,84544,84005,83464,82920,82375,81829,81282,80737,80192
"Z(0, 2, 1, 0, 1, 2)",122542,88446,88465,88463,88438,88394,88328,88239,88136,88017,87883,87735,87574,87403,87220
"Z(0, 2, 1, 0, 2, 0)",122542,89195,89588,89926,90213,90451,90639,90776,90873,90928,90945,90924,90869,90782,90662
"Z(0, 2, 1, 0, 2, 1)",122542,85827,84776,83742,82725,81726,80740,79766,78811,77871,76947,76038,75145,74268,73407
"Z(0, 2, 1, 0, 2, 2)",122542,86381,85611,84834,84049,83260,82463,81658,80853,80047,79241,78435,77630,76829,76030
"Z(0, 2, 1, 0, 3, 0)",122542,87827,87707,87540,87327,87074,86778,86441,86072,85671,85241,84783,84301,83797,83272
"Z(0, 2, 1, 0, 3, 1)",122542,84874,83447,82049,80676,79332,78010,76710,75438,74191,72969,71772,70599,69452,68328
"Z(0, 2, 1, 0, 3, 2)",122542,84569,83032,81523,80041,78587,77157,75750,74372,73020,71694,70394,69121,67874,66652
"Z(0, 2, 1, 1, 0, 0)",122542,103382,103846,104430,104967,105459,105903,106299,106734,107264,107751,108195,108599,108966,109296
"Z(0, 2, 1, 1, 0, 1)",122542,85634,84452,83308,82198,81121,80072,79048,78053,77085,76143,75225,74330,73459,72610
"Z(0, 2, 1, 1, 0, 2)",122542,121882,122632,123360,124066,124752,125414,126051,126674,127280,127870,128445,129007,129560,130099
"Z(0, 2, 1, 1, 1, 0)",122542,113908,114439,115067,115707,116301,116843,117336,117788,118199,118648,119151,119612,120037,120424
"Z(0, 2, 1, 1, 1, 1)",122542,87202,86717,86227,85733,85237,84735,84227,83722,83216,82711,82208,81706,81210,80715
"Z(0, 2, 1, 1, 1, 2)",122542,98355,98877,99378,99860,100324,100766,101205,101639,102058,102463,102854,103232,103602,103981
"Z(0, 2, 1, 1, 2, 0)",122542,113201,113790,114458,115074,115644,116164,116633,117062,117473,117995,118474,118912,119314,119676
"Z(0, 2, 1, 1, 2, 1)",122542,85898,84861,83846,82850,81875,80916,79972,79048,78143,77256,76387,75536,74703,73887
"Z(0, 2, 1, 1, 2, 2)",122542,87860,87646,87416,87172,86916,86644,86356,86060,85756,85442,85121,84793,84461,84123
"Z(0, 2, 1, 1, 3, 0)",122542,98550,99197,99785,100315,100791,101211,101576,101895,102336,102785,103183,103533,103840,104187
"Z(0, 2, 1, 1, 3, 1)",122542,84937,83524,82142,80788,79465,78167,76894,75650,74433,73243,72080,70943,69833,68748
"Z(0, 2, 1, 1, 3, 2)",122542,85643,84531,83436,82355,81292,80241,79203,78182,77178,76191,75220,74266,73330,72411
"Z(1, 0, 0, 1, 0, 0)",122542,86786,85656,84544,83452,82383,81358,81728,82102,82480,83326,84240,85149,86055,86955
"Z(1, 0, 0, 1, 0, 1)",122542,84661,83202,81756,80324,78910,77512,76130,74771,73436,72124,70836,69573,68337,67125
"Z(1, 0, 0, 1, 0, 2)",122542,82444,80007,77639,75338,73105,70936,68828,66788,64811,62896,61042,59249,57515,55839
"Z(1, 0, 0, 1, 1, 0)",122542,88343,88429,88463,88445,88381,88268,88108,87911,87676,87407,87105,86774,86417,86035
