,Month 0,Month 1,Month 2,Month 3,Month 4,Month 5,Month 6,Month 7,Month 8,Month 9,Month 10,Month 11,Month 12
"Z(1, 1, 1, 1, 1, 0)",13283,13320,13354,13387,13416,13444,13469,13491,13511,13529,13544,13557,13568,13577
"Z(1, 1, 1, 1, 1, 1)",11353,11372,11388,11402,11414,11424,11432,11437,11441,11442,11441,11438,11433,11427
"Z(1, 1, 1, 1, 1, 2)",9855,9855,9854,9851,9847,9841,9833,9823,9812,9799,9785,9769,9752,9733
"Z(1, 1, 1, 1, 2, 0)",20031,20153,20270,20383,20490,20592,20690,20783,20872,20957,21037,21113,21185,21253
"Z(1, 1, 1, 1, 2, 1)",16493,16574,16651,16724,16792,16856,16916,16972,17024,17073,17117,17158,17196,17230
"Z(1, 1, 1, 1, 2, 2)",27077,27277,27475,27668,27858,28044,28225,28402,28576,28744,28908,29068,29223,29374
"Z(1, 1, 1, 1, 3, 0)",43654,44180,44704,45226,45746,46263,46777,47289,47798,48304,48807,49307,49804,50297
"Z(1, 1, 1, 1, 3, 1)",36541,36961,37381,37798,38213,38626,39037,39445,39852,40255,40657,41056,41452,41846
"Z(1, 1, 1, 1, 3, 2)",72915,73933,74952,75972,76992,78013,79034,80054,81073,82092,83109,84125,85140,86152
"Z(1, 2, 0, 1, 0, 0)",2479,2410,2342,2277,2214,2153,2093,2036,1980,1926,1873,1822,1773,1725
"Z(1, 2, 0, 1, 0, 1)",2688,2620,2555,2491,2430,2370,2312,2257,2203,2150,2100,2051,2003,1957
"Z(1, 2, 0, 1, 0, 2)",1836,1758,1684,1614,1548,1485,1426,1370,1317,1267,1220,1175,1133,1093
"Z(1, 2, 0, 1, 1, 0)",3836,3780,3724,3668,3612,3557,3502,3448,3393,3340,3287,3234,3182,3130
"Z(1, 2, 0, 1, 1, 1)",4512,4464,4415,4365,4316,4266,4216,4166,4116,4066,4017,3967,3917,3868
"Z(1, 2, 0, 1, 1, 2)",2104,2032,1962,1895,1831,1769,1709,1652,1597,1544,1493,1444,1397,1352
"Z(1, 2, 0, 1, 2, 0)",5470,5434,5395,5352,5307,5260,5211,5160,5108,5054,5000,4944,4888,4831
"Z(1, 2, 0, 1, 2, 1)",5642,5607,5570,5532,5491,5450,5407,5363,5318,5273,5227,5181,5134,5087
"Z(1, 2, 0, 1, 2, 2)",2732,2669,2607,2545,2484,2423,2364,2306,2248,2192,2137,2083,2030,1978
"Z(1, 2, 0, 1, 3, 0)",7939,7923,7905,7884,7862,7837,7810,7782,7752,7720,7687,7653,7617,7581
"Z(1, 2, 0, 1, 3, 1)",7123,7104,7083,7062,7039,7015,6990,6964,6937,6910,6882,6854,6824,6795
"Z(1, 2, 0, 1, 3, 2)",3262,3206,3149,3092,3035,2978,2921,2865,2809,2754,2699,2645,2592,2540
"Z(1, 2, 1, 0, 0, 0)",2729,2662,2598,2535,2474,2415,2358,2303,2249,2196,2145,2096,2048,2001
"Z(1, 2, 1, 0, 0, 1)",2713,2646,2581,2518,2457,2398,2341,2286,2233,2181,2131,2083,2036,1991
"Z(1, 2, 1, 0, 0, 2)",3702,3651,3599,3547,3494,3440,3386,3332,3278,3224,3170,3116,3062,3009
"Z(1, 2, 1, 0, 1, 0)",4323,4271,4220,4169,4118,4066,4016,3965,3914,3864,3814,3764,3715,3666
"Z(1, 2, 1, 0, 1, 1)",4589,4542,4494,4446,4398,4350,4301,4253,4204,4156,4107,4059,4011,3963
"Z(1, 2, 1, 0, 1, 2)",6377,6345,6311,6274,6235,6193,6149,6104,6057,6008,5957,5905,5852,5798
"Z(1, 2, 1, 0, 2, 0)",6141,6112,6079,6043,6004,5963,5919,5874,5828,5779,5730,5679,5628,5575
"Z(1, 2, 1, 0, 2, 1)",5711,5677,5642,5605,5566,5526,5484,5442,5399,5355,5311,5266,5221,5175
"Z(1, 2, 1, 0, 2, 2)",8212,8195,8174,8149,8121,8089,8054,8016,7976,7933,7887,7839,7789,7737
"Z(1, 2, 1, 0, 3, 0)",9194,9195,9192,9187,9180,9171,9160,9146,9131,9115,9096,9076,9055,9032
"Z(1, 2, 1, 0, 3, 1)",7252,7235,7218,7199,7179,7158,7136,7113,7089,7065,7040,7015,6988,6962
"Z(1, 2, 1, 0, 3, 2)",11254,11272,11285,11293,11297,11298,11294,11287,11277,11264,11248,11229,11207,11182
"Z(1, 2, 1, 1, 0, 0)",3363,3302,3242,3183,3126,3070,3015,2962,2910,2858,2809,2760,2712,2665
"Z(1, 2, 1, 1, 0, 1)",2782,2714,2649,2586,2525,2466,2409,2354,2300,2248,2198,2150,2102,2057
"Z(1, 2, 1, 1, 0, 2)",5412,5383,5350,5313,5273,5229,5183,5134,5084,5031,4977,4922,4866,4808
"Z(1, 2, 1, 1, 1, 0)",5859,5821,5783,5743,5704,5664,5623,5582,5541,5499,5457,5415,5372,5329
"Z(1, 2, 1, 1, 1, 1)",4760,4714,4667,4621,4574,4526,4479,4431,4384,4336,4288,4241,4194,4147
"Z(1, 2, 1, 1, 1, 2)",10003,10005,10000,9991,9976,9956,9932,9904,9871,9835,9795,9751,9704,9654
"Z(1, 2, 1, 1, 2, 0)",8351,8343,8331,8315,8295,8273,8248,8220,8191,8159,8125,8089,8052,8013
"Z(1, 2, 1, 1, 2, 1)",5924,5893,5859,5824,5787,5749,5709,5669,5628,5586,5543,5500,5456,5413
"Z(1, 2, 1, 1, 2, 2)",12632,12653,12668,12677,12680,12676,12668,12654,12635,12611,12583,12550,12513,12473
"Z(1, 2, 1, 1, 3, 0)",13734,13794,13851,13905,13957,14005,14051,14095,14137,14176,14213,14248,14280,14311
"Z(1, 2, 1, 1, 3, 1)",7658,7648,7637,7624,7610,7595,7579,7563,7545,7528,7509,7490,7470,7450
"Z(1, 2, 1, 1, 3, 2)",17913,18006,18091,18171,18244,18311,18372,18428,18479,18524,18565,18601,18632,18659
"Z(2, 0, 0, 1, 0, 0)",5882,5849,5816,5784,5751,5718,5685,5652,5620,5587,5555,5522,5490,5458
"Z(2, 0, 0, 1, 0, 1)",4548,4500,4451,4403,4356,4309,4263,4217,4172,4128,4083,4040,3996,3953
"Z(2, 0, 0, 1, 0, 2)",8408,8405,8401,8397,8392,8386,8379,8372,8364,8355,8346,8336,8326,8315
"Z(2, 0, 0, 1, 1, 0)",4322,4270,4219,4168,4118,4068,4019,3970,3922,3874,3827,3781,3735,3689
"Z(2, 0, 0, 1, 1, 1)",3603,3543,3485,3428,3373,3319,3266,3215,3165,3116,3068,3021,2976,2931
"Z(2, 0, 0, 1, 1, 2)",6606,6579,6552,6525,6497,6469,6441,6412,6383,6354,6325,6296,6266,6236
"Z(2, 0, 0, 1, 2, 0)",2025,1948,1874,1805,1739,1675,1615,1558,1503,1450,1400,1352,1306,1262
"Z(2, 0, 0, 1, 2, 1)",2121,2045,1973,1904,1838,1776,1716,1658,1603,1550,1499,1450,1403,1358
"Z(2, 0, 0, 1, 2, 2)",2590,2521,2454,2389,2326,2265,2205,2148,2092,2038,1986,1935,1885,1837
"Z(2, 0, 0, 1, 3, 0)",2606,2536,2470,2405,2344,2285,2228,2173,2120,2069,2020,1972,1926,1882
"Z(2, 0, 0, 1, 3, 1)",2409,2337,2269,2203,2140,2079,2020,1963,1909,1856,1805,1756,1709,1663
"Z(2, 0, 0, 1, 3, 2)",2234,2160,2090,2022,1957,1895,1836,1779,1724,1671,1621,1572,1525,1480
"Z(2, 0, 1, 0, 0, 0)",4619,4574,4529,4485,4442,4399,4356,4315,4274,4233,4193,4154,4115,4077
"Z(2, 0, 1, 0, 0, 1)",4462,4413,4364,4316,4269,4221,4175,4129,4083,4038,3994,3950,3906,3863
"Z(2, 0, 1, 0, 0, 2)",7621,7607,7593,7577,7562,7545,7528,7511,7493,7474,7455,7436,7416,7396
"Z(2, 0, 1, 0, 1, 0)",3568,3510,3453,3398,3343,3289,3236,3184,3134,3084,3035,2987,2940,2893
"Z(2, 0, 1, 0, 1, 1)",3555,3496,3438,3381,3326,3273,3220,3169,3119,3071,3023,2976,2931,2886
"Z(2, 0, 1, 0, 1, 2)",6129,6096,6064,6032,6000,5968,5935,5903,5870,5838,5805,5772,5740,5707
"Z(2, 0, 1, 0, 2, 0)",1985,1908,1835,1766,1700,1638,1578,1522,1468,1416,1367,1320,1275,1232
"Z(2, 0, 1, 0, 2, 1)",2113,2038,1966,1898,1833,1770,1710,1653,1598,1546,1495,1447,1400,1355
"Z(2, 0, 1, 0, 2, 2)",2521,2452,2384,2319,2257,2196,2137,2081,2026,1973,1921,1871,1823,1776
"Z(2, 0, 1, 0, 3, 0)",2606,2538,2473,2411,2351,2294,2240,2187,2137,2090,2043,1999,1957,1916
"Z(2, 0, 1, 0, 3, 1)",2403,2332,2264,2199,2136,2075,2017,1961,1907,1854,1804,1755,1708,1663
"Z(2, 0, 1, 0, 3, 2)",2376,2304,2236,2172,2110,2051,1995,1941,1889,1840,1792,1747,1703,1662
"Z(2, 0, 1, 1, 0, 0)",7154,7136,7118,7100,7082,7064,7045,7027,7008,6990,6971,6952,6933,6914
"Z(2, 0, 1, 1, 0, 1)",4701,4653,4606,4560,4514,4469,4424,4380,4336,4293,4250,4208,4166,4125
"Z(2, 0, 1, 1, 0, 2)",11246,11284,11322,11359,11396,11432,11467,11501,11534,11567,11599,11631,11661,11691
"Z(2, 0, 1, 1, 1, 0)",5238,5196,5155,5114,5073,5033,4993,4954,4915,4876,4837,4799,4761,4724
"Z(2, 0, 1, 1, 1, 1)",3721,3663,3605,3550,3496,3443,3392,3342,3293,3245,3198,3153,3108,3064
"Z(2, 0, 1, 1, 1, 2)",8868,8872,8877,8880,8884,8887,8890,8892,8894,8896,8897,8898,8898,8898
"Z(2, 0, 1, 1, 2, 0)",2163,2087,2015,1946,1881,1819,1761,1704,1651,1600,1551,1504,1459,1416
"Z(2, 0, 1, 1, 2, 1)",2142,2066,1994,1925,1859,1796,1736,1678,1623,1569,1518,1470,1422,1377
"Z(2, 0, 1, 1, 2, 2)",2841,2774,2708,2646,2585,2525,2468,2413,2359,2306,2255,2206,2158,2111
"Z(2, 0, 1, 1, 3, 0)",3279,3220,3163,3109,3058,3009,2962,2918,2875,2834,2795,2758,2723,2689
"Z(2, 0, 1, 1, 3, 1)",2456,2385,2317,2251,2188,2127,2069,2013,1959,1906,1856,1807,1760,1715
"Z(2, 0, 1, 1, 3, 2)",2806,2740,2678,2619,2563,2510,2459,2411,2364,2320,2279,2238,2200,2164
"Z(2, 1, 0, 1, 0, 0)",3847,3791,3736,3681,3626,3573,3519,3467,3415,3363,3312,3262,3213,3164
"Z(2, 1, 0, 1, 0, 1)",5698,5660,5621,5581,5540,5498,5455,5412,5369,5325,5281,5236,5191,5146
"Z(2, 1, 0, 1, 0, 2)",3552,3505,3456,3405,3353,3300,3247,3193,3138,3084,3029,2975,2922,2869
"Z(2, 1, 0, 1, 1, 0)",5366,5323,5280,5235,5191,5146,5101,5055,5009,4963,4917,4870,4824,4777
"Z(2, 1, 0, 1, 1, 1)",6851,6824,6797,6769,6741,6713,6684,6655,6626,6596,6566,6535,6505,6474
"Z(2, 1, 0, 1, 1, 2)",4118,4075,4030,3982,3933,3882,3830,3777,3723,3668,3613,3557,3501,3446
"Z(2, 1, 0, 1, 2, 0)",3232,3166,3103,3042,2985,2929,2876,2824,2775,2727,2680,2636,2592,2550
"Z(2, 1, 0, 1, 2, 1)",3781,3726,3671,3619,3567,3518,3470,3423,3377,3333,3290,3248,3207,3168
"Z(2, 1, 0, 1, 2, 2)",3087,3031,2975,2917,2859,2801,2743,2685,2627,2570,2513,2456,2400,2345
"Z(2, 1, 0, 1, 3, 0)",3369,3309,3251,3194,3140,3087,3035,2985,2937,2890,2844,2799,2756,2714
"Z(2, 1, 0, 1, 3, 1)",4426,4380,4335,4290,4245,4200,4156,4112,4069,4026,3984,3943,3902,3861
"Z(2, 1, 0, 1, 3, 2)",3174,3118,3062,3006,2949,2892,2836,2779,2723,2668,2613,2559,2506,2453
"Z(2, 1, 1, 0, 0, 0)",3888,3833,3778,3725,3672,3619,3568,3517,3467,3417,3368,3320,3273,3226
"Z(2, 1, 1, 0, 0, 1)",5731,5694,5656,5617,5577,5536,5495,5453,5410,5368,5325,5281,5237,5193
"Z(2, 1, 1, 0, 0, 2)",2485,2418,2352,2289,2229,2170,2113,2059,2006,1955,1906,1859,1814,1770
"Z(2, 1, 1, 0, 1, 0)",5243,5200,5157,5113,5069,5025,4981,4937,4892,4847,4802,4758,4713,4668
"Z(2, 1, 1, 0, 1, 1)",6874,6848,6823,6796,6770,6743,6715,6687,6659,6631,6602,6573,6544,6515
"Z(2, 1, 1, 0, 1, 2)",2585,2520,2456,2394,2334,2276,2220,2166,2113,2062,2013,1965,1920,1875
"Z(2, 1, 1, 0, 2, 0)",3208,3143,3081,3021,2964,2910,2857,2807,2758,2711,2666,2622,2579,2538
"Z(2, 1, 1, 0, 2, 1)",3780,3725,3671,3619,3569,3520,3472,3426,3381,3337,3295,3254,3214,3175
"Z(2, 1, 1, 0, 2, 2)",2028,1956,1887,1820,1755,1693,1634,1576,1520,1467,1416,1367,1319,1274
"Z(2, 1, 1, 0, 3, 0)",3668,3614,3562,3513,3465,3418,3374,3331,3289,3249,3211,3173,3137,3103
"Z(2, 1, 1, 0, 3, 1)",4439,4395,4351,4307,4263,4220,4177,4134,4092,4051,4010,3969,3930,3890
"Z(2, 1, 1, 0, 3, 2)",2422,2356,2292,2231,2171,2114,2060,2007,1956,1908,1861,1816,1774,1732
"Z(2, 1, 1, 1, 0, 0)",5130,5086,5042,4999,4955,4912,4868,4825,4782,4740,4698,4655,4613,4572
"Z(2, 1, 1, 1, 0, 1)",5934,5898,5862,5824,5785,5746,5706,5665,5624,5583,5541,5499,5456,5413
"Z(2, 1, 1, 1, 0, 2)",12813,12838,12858,12873,12884,12891,12893,12891,12885,12874,12860,12842,12819,12793
"Z(2, 1, 1, 1, 1, 0)",7353,7331,7308,7284,7260,7235,7208,7182,7154,7126,7097,7068,7038,7007
"Z(2, 1, 1, 1, 1, 1)",7168,7146,7123,7100,7076,7052,7028,7004,6979,6954,6928,6902,6876,6850
"Z(2, 1, 1, 1, 1, 2)",23248,23376,23499,23616,23728,23834,23934,24028,24117,24199,24275,24346,24410,24469
"Z(2, 1, 1, 1, 2, 0)",3937,3879,3825,3773,3724,3677,3632,3589,3547,3508,3470,3433,3397,3363
"Z(2, 1, 1, 1, 2, 1)",3872,3817,3764,3712,3662,3614,3566,3521,3477,3433,3392,3351,3312,3273
"Z(2, 1, 1, 1, 2, 2)",13199,13238,13274,13307,13338,13366,13391,13413,13433,13451,13466,13478,13488,13495
"Z(2, 1, 1, 1, 3, 0)",4827,4792,4760,4729,4700,4672,4646,4621,4598,4576,4556,4536,4519,4502
"Z(2, 1, 1, 1, 3, 1)",4560,4517,4474,4432,4389,4347,4305,4264,4224,4184,4144,4105,4067,4029
"Z(2, 1, 1, 1, 3, 2)",9659,9672,9683,9692,9700,9706,9711,9714,9715,9715,9714,9712,9708,9703
"Z(2, 2, 0, 1, 0, 0)",3297,3235,3174,3114,3056,2999,2943,2888,2834,2782,2730,2680,2631,2582
"Z(2, 2, 0, 1, 0, 1)",3408,3346,3286,3227,3170,3114,3060,3007,2954,2904,2854,2805,2757,2710
"Z(2, 2, 0, 1, 0, 2)",7604,7593,7581,7569,7556,7542,7528,7514,7499,7484,7469,7453,7437,7420
"Z(2, 2, 0, 1, 1, 0)",3027,2963,2900,2838,2778,2719,2662,2606,2551,2498,2446,2395,2345,2297
"Z(2, 2, 0, 1, 1, 1)",3390,3328,3268,3209,3152,3097,3042,2989,2938,2887,2838,2790,2743,2697
"Z(2, 2, 0, 1, 1, 2)",6190,6159,6129,6098,6067,6035,6004,5973,5941,5910,5878,5846,5815,5783
"Z(2, 2, 0, 1, 2, 0)",1896,1817,1742,1672,1604,1541,1480,1422,1367,1315,1265,1217,1171,1127
"Z(2, 2, 0, 1, 2, 1)",2021,1944,1871,1801,1735,1672,1612,1554,1499,1446,1395,1347,1301,1256
"Z(2, 2, 0, 1, 2, 2)",2287,2214,2144,2076,2012,1949,1889,1831,1775,1720,1668,1617,1569,1521
"Z(2, 2, 0, 1, 3, 0)",2229,2155,2084,2017,1952,1891,1832,1775,1721,1669,1619,1571,1525,1481
"Z(2, 2, 0, 1, 3, 1)",2179,2105,2034,1966,1901,1838,1778,1721,1666,1613,1562,1512,1465,1420
"Z(2, 2, 0, 1, 3, 2)",1941,1864,1790,1720,1653,1589,1528,1470,1414,1361,1310,1261,1214,1169
"Z(2, 2, 1, 0, 0, 0)",4027,3972,3918,3864,3811,3760,3708,3658,3608,3559,3511,3463,3416,3369
"Z(2, 2, 1, 0, 0, 1)",3515,3455,3396,3339,3283,3229,3176,3123,3073,3023,2974,2926,2879,2833
"Z(2, 2, 1, 0, 0, 2)",7476,7459,7442,7425,7407,7388,7370,7350,7331,7311,7290,7270,7248,7227
"Z(2, 2, 1, 0, 1, 0)",3650,3592,3534,3478,3423,3368,3314,3262,3210,3158,3108,3059,3010,2962
"Z(2, 2, 1, 0, 1, 1)",3514,3453,3395,3338,3282,3228,3175,3123,3073,3024,2975,2928,2882,2837
"Z(2, 2, 1, 0, 1, 2)",6127,6095,6063,6032,6000,5968,5937,5905,5874,5842,5811,5779,5748,5716
"Z(2, 2, 1, 0, 2, 0)",1962,1884,1811,1741,1675,1612,1552,1495,1440,1388,1338,1290,1244,1200
"Z(2, 2, 1, 0, 2, 1)",2026,1950,1877,1808,1742,1679,1619,1562,1507,1455,1404,1356,1310,1265
"Z(2, 2, 1, 0, 2, 2)",2258,2186,2116,2049,1984,1922,1863,1805,1750,1696,1645,1595,1547,1501
"Z(2, 2, 1, 0, 3, 0)",2408,2337,2269,2204,2141,2081,2023,1968,1915,1864,1815,1768,1722,1678
"Z(2, 2, 1, 0, 3, 1)",2201,2128,2058,1990,1926,1864,1804,1747,1692,1640,1589,1540,1493,1448
"Z(2, 2, 1, 0, 3, 2)",2024,1947,1875,1806,1740,1678,1619,1562,1508,1456,1406,1359,1313,1270
"Z(2, 2, 1, 1, 0, 0)",5018,4971,4926,4880,4835,4790,4745,4701,4657,4613,4569,4526,4483,4440
"Z(2, 2, 1, 1, 0, 1)",3636,3576,3518,3461,3406,3352,3299,3247,3196,3147,3098,3051,3004,2958
"Z(2, 2, 1, 1, 0, 2)",9882,9896,9911,9924,9938,9951,9963,9975,9986,9997,10007,10016,10025,10033
"Z(2, 2, 1, 1, 1, 0)",4598,4548,4499,4449,4401,4352,4304,4257,4210,4163,4117,4071,4025,3980
"Z(2, 2, 1, 1, 1, 1)",3651,3591,3533,3477,3421,3368,3315,3264,3214,3165,3117,3071,3025,2980
"Z(2, 2, 1, 1, 1, 2)",8015,8007,7999,7991,7983,7975,7967,7959,7951,7942,7933,7925,7916,7906
"Z(2, 2, 1, 1, 2, 0)",2079,2002,1928,1859,1793,1730,1670,1612,1557,1505,1455,1407,1360,1316
"Z(2, 2, 1, 1, 2, 1)",2055,1978,1905,1835,1768,1705,1645,1587,1531,1478,1427,1379,1332,1287
"Z(2, 2, 1, 1, 2, 2)",2415,2343,2274,2207,2143,2081,2022,1965,1909,1856,1805,1755,1707,1661
"Z(2, 2, 1, 1, 3, 0)",2748,2680,2615,2553,2494,2437,2382,2329,2278,2229,2182,2136,2093,2050
"Z(2, 2, 1, 1, 3, 1)",2245,2171,2100,2032,1967,1905,1845,1787,1732,1679,1627,1578,1531,1485
"Z(2, 2, 1, 1, 3, 2)",2200,2125,2054,1986,1921,1860,1801,1746,1692,1641,1593,1546,1502,1459
