,Initial,Month 0,Month 1,Month 2,Month 3,Month 4,Month 5,Month 6,Month 7,Month 8,Month 9,Month 10,Month 11,Month 12
"U(2, 0, 1, 2)",215039,111557,109653,107785,105952,104153,102389,100657,98957,97290,95653,94046,92469,90921,89402
"U(2, 0, 2, 0)",215039,101120,99173,97283,95449,93668,91937,90257,88624,87037,85494,83995,82538,81121,79743
"U(2, 0, 2, 1)",215039,83503,81307,79191,77151,75182,73280,71442,69664,67944,66279,64666,63104,61590,60123
"U(2, 0, 2, 2)",215039,69382,67018,64760,62600,60533,58553,56653,54830,53078,51395,49777,48220,46722,45279
"U(2, 0, 3, 0)",215039,95859,93864,91939,90081,88288,86556,84883,83267,81705,80196,78737,77327,75963,74645
"U(2, 0, 3, 1)",215039,67391,64990,62710,60540,58473,56500,54617,52815,51092,49442,47861,46345,44891,43496
"U(2, 0, 3, 2)",215039,73616,71291,69084,66986,64987,63083,61266,59530,57872,56286,54769,53316,51924,50590
"U(2, 1, 0, 0)",215039,87372,85268,83218,81220,79274,77380,75536,73742,71996,70297,68643,67035,65470,63947
"U(2, 1, 0, 1)",215039,142915,141568,140227,138897,137583,136289,135018,133771,132548,131352,130181,129037,127919,126828
"U(2, 1, 0, 2)",215039,59240,56696,54305,52057,49941,47951,46077,44312,42650,41083,39605,38212,36897,35655
"U(2, 1, 1, 0)",215039,124680,122948,121221,119501,117790,116090,114402,112728,111068,109424,107796,106185,104592,103017
"U(2, 1, 1, 1)",215039,220089,219547,218970,218363,217731,217077,216404,215714,215011,214297,213573,212841,212103,211360
"U(2, 1, 1, 2)",215039,67464,65098,62845,60700,58656,56709,54854,53087,51402,49796,48264,46804,45411,44081
"U(2, 1, 2, 0)",215039,129429,127720,126028,124354,122698,121062,119445,117848,116272,114715,113179,111664,110168,108693
"U(2, 1, 2, 1)",215039,198444,197623,196771,195893,194992,194075,193143,192200,191248,190290,189326,188359,187390,186420
"U(2, 1, 2, 2)",215039,64592,62284,60057,57914,55854,53875,51977,50157,48412,46741,45140,43606,42138,40732
"U(2, 1, 3, 0)",215039,188886,187893,186886,185869,184844,183811,182774,181732,180689,179643,178598,177552,176508,175465
"U(2, 1, 3, 1)",215039,203422,202841,202218,201563,200884,200188,199478,198759,198035,197307,196578,195849,195122,194399
"U(2, 1, 3, 2)",215039,81221,79159,77176,75275,73455,71715,70054,68469,66957,65518,64147,62841,61600,60418
"U(2, 2, 0, 0)",215039,85740,83557,81446,79402,77423,75505,73644,71839,70087,68386,66732,65126,63564,62045
"U(2, 2, 0, 1)",215039,90730,88568,86502,84524,82626,80801,79046,77354,75723,74149,72628,71157,69735,68358
"U(2, 2, 0, 2)",215039,130181,128453,126741,125043,123362,121696,120046,118412,116795,115194,113610,112043,110493,108960
"U(2, 2, 1, 0)",215039,82434,80214,78076,76014,74025,72104,70248,68454,66719,65040,63414,61840,60315,58837
"U(2, 2, 1, 1)",215039,115760,113917,112135,110410,108738,107117,105544,104017,102533,101091,99689,98324,96996,95703
"U(2, 2, 1, 2)",215039,86049,83915,81845,79834,77882,75986,74146,72358,70621,68934,67295,65702,64154,62650
"U(2, 2, 2, 0)",215039,84855,82671,80564,78530,76566,74667,72830,71053,69332,67666,66051,64486,62968,61496
"U(2, 2, 2, 1)",215039,90780,88660,86622,84662,82773,80953,79196,77501,75862,74278,72746,71264,69829,68439
"U(2, 2, 2, 2)",215039,58075,55552,53169,50915,48778,46750,44823,42990,41245,39582,37997,36485,35041,33663
"U(2, 2, 3, 0)",215039,84650,82476,80390,78387,76462,74611,72830,71115,69463,67871,66336,64855,63426,62046
"U(2, 2, 3, 1)",215039,63619,61159,58834,56632,54541,52554,50663,48860,47141,45500,43932,42434,41000,39629
"U(2, 2, 3, 2)",215039,57781,55249,52864,50613,48486,46472,44562,42751,41031,39395,37840,36360,34951,33608
"Z(0, 1, 0, 1, 0, 0)",215039,107985,106117,104284,102485,100720,98988,97290,95625,93993,92394,90826,89291,87787,86314
"Z(0, 1, 0, 1, 0, 1)",215039,107112,105315,103510,101704,99902,98111,96333,94571,92828,91105,89405,87729,86077,84451
"Z(0, 1, 0, 1, 0, 2)",215039,82826,80663,78564,76526,74548,72627,70762,68951,67193,65485,63826,62214,60649,59128
"Z(0, 1, 0, 1, 1, 0)",215039,158300,156856,155396,153921,152434,150935,149427,147911,146390,144863,143333,141802,140269,138736
"Z(0, 1, 0, 1, 1, 1)",215039,118017,116166,114339,112537,110758,109003,107273,105566,103883,102223,100587,98974,97384,95817
"Z(0, 1, 0, 1, 1, 2)",215039,128201,126459,124722,122993,121271,119557,117854,116160,114477,112807,111148,109503,107871,106253
"Z(0, 1, 0, 1, 2, 0)",215039,165356,163939,162518,161094,159666,158237,156806,155375,153943,152512,151082,149654,148227,146803
"Z(0, 1, 0, 1, 2, 1)",215039,117123,115290,113475,111680,109907,108156,106429,104726,103046,101390,99759,98152,96569,95010
"Z(0, 1, 0, 1, 2, 2)",215039,168722,167382,165998,164574,163114,161623,160106,158564,157002,155421,153826,152217,150597,148969
