,Month 0,Month 1,Month 2,Month 3,Month 4,Month 5,Month 6,Month 7,Month 8,Month 9,Month 10,Month 11,Month 12
"Z(1, 1, 1, 1, 1, 0)",18088,18299,18507,18712,18916,19113,19308,19498,19585,19662,19739,19813,19883,19951
"Z(1, 1, 1, 1, 1, 1)",17790,17837,17884,17932,17982,18028,18074,18118,18160,18160,17947,17740,17537,17284
"Z(1, 1, 1, 1, 1, 2)",16777,16743,16507,16239,15986,15743,15421,15113,14819,14535,14264,14001,13746,13500
"Z(1, 1, 1, 1, 2, 0)",19320,19992,20625,21225,21799,22341,22861,23359,23835,24291,24730,25149,25549,25933
"Z(1, 1, 1, 1, 2, 1)",18987,19546,20076,20577,21053,21498,21921,22320,22696,23050,23385,23698,23990,24265
"Z(1, 1, 1, 1, 2, 2)",19627,20257,20895,21539,22190,22840,23494,24147,24801,25450,26099,26740,27374,28002
"Z(1, 1, 1, 1, 3, 0)",20447,21359,22266,23167,24067,24959,25850,26738,27622,28502,29382,30254,31122,31985
"Z(1, 1, 1, 1, 3, 1)",20063,20861,21654,22443,23229,24004,24776,25541,26299,27048,27792,28525,29248,29964
"Z(1, 1, 1, 1, 3, 2)",22118,23426,24759,26118,27504,28906,30330,31773,33233,34706,36196,37695,39203,40720
"Z(1, 2, 0, 1, 0, 0)",893,861,830,801,773,747,723,699,677,656,636,617,598,581
"Z(1, 2, 0, 1, 0, 1)",1482,1436,1392,1351,1312,1274,1239,1205,1173,1142,1113,1084,1057,1031
"Z(1, 2, 0, 1, 0, 2)",836,818,801,785,771,756,743,730,718,706,695,684,674,664
"Z(1, 2, 0, 1, 1, 0)",2547,2459,2376,2296,2222,2150,2083,2018,1957,1898,1842,1788,1736,1687
"Z(1, 2, 0, 1, 1, 1)",4156,4033,3917,3806,3702,3602,3507,3417,3330,3247,3168,3091,3018,2947
"Z(1, 2, 0, 1, 1, 2)",733,713,694,676,659,643,627,613,599,586,574,562,550,539
"Z(1, 2, 0, 1, 2, 0)",4713,4558,4411,4272,4140,4014,3895,3781,3672,3568,3469,3373,3280,3192
"Z(1, 2, 0, 1, 2, 1)",6471,6296,6130,5973,5825,5682,5547,5418,5295,5177,5064,4954,4849,4748
"Z(1, 2, 0, 1, 2, 2)",955,919,885,853,823,794,767,742,717,694,672,651,631,612
"Z(1, 2, 0, 1, 3, 0)",11775,11473,11187,10915,10657,10410,10175,9950,9734,9527,9329,9137,8951,8772
"Z(1, 2, 0, 1, 3, 1)",11588,11335,11096,10869,10656,10451,10257,10072,9896,9726,9565,9408,9257,9112
"Z(1, 2, 0, 1, 3, 2)",1803,1747,1694,1645,1598,1553,1511,1471,1433,1396,1362,1329,1297,1267
"Z(1, 2, 1, 0, 0, 0)",1453,1408,1366,1326,1288,1252,1218,1186,1155,1125,1097,1071,1045,1020
"Z(1, 2, 1, 0, 0, 1)",1597,1549,1503,1460,1420,1381,1344,1309,1276,1244,1213,1184,1156,1128
"Z(1, 2, 1, 0, 0, 2)",2495,2424,2357,2293,2234,2177,2124,2073,2025,1978,1934,1892,1851,1813
"Z(1, 2, 1, 0, 1, 0)",3732,3617,3509,3405,3308,3215,3126,3042,2962,2884,2811,2740,2671,2606
"Z(1, 2, 1, 0, 1, 1)",4470,4342,4221,4106,3998,3894,3795,3701,3611,3525,3443,3363,3286,3213
"Z(1, 2, 1, 0, 1, 2)",6255,6062,5880,5707,5544,5388,5241,5100,4966,4837,4714,4596,4483,4373
"Z(1, 2, 1, 0, 2, 0)",6480,6288,6105,5932,5769,5613,5464,5322,5187,5057,4932,4813,4697,4586
"Z(1, 2, 1, 0, 2, 1)",6806,6627,6458,6297,6146,6000,5863,5731,5605,5484,5369,5258,5150,5046
"Z(1, 2, 1, 0, 2, 2)",9530,9237,8959,8696,8446,8208,7981,7765,7558,7359,7169,6986,6809,6639
"Z(1, 2, 1, 0, 3, 0)",15908,15670,15361,15032,14721,14423,14140,13869,13610,13361,13123,12892,12669,12453
"Z(1, 2, 1, 0, 3, 1)",12254,11997,11754,11524,11307,11099,10903,10716,10537,10366,10203,10045,9893,9746
"Z(1, 2, 1, 0, 3, 2)",16945,17278,17573,17450,17245,16975,16616,16274,15946,15631,15330,15038,14756,14485
"Z(1, 2, 1, 1, 0, 0)",2563,2488,2418,2352,2289,2229,2172,2118,2066,2017,1969,1924,1880,1838
"Z(1, 2, 1, 1, 0, 1)",1739,1688,1640,1594,1551,1510,1471,1434,1398,1364,1332,1300,1270,1241
"Z(1, 2, 1, 1, 0, 2)",5045,4918,4799,4687,4581,4481,4386,4296,4211,4129,4052,3977,3906,3837
"Z(1, 2, 1, 1, 1, 0)",7294,7098,6912,6735,6568,6408,6255,6110,5971,5837,5709,5585,5466,5351
"Z(1, 2, 1, 1, 1, 1)",4965,4830,4701,4579,4464,4353,4248,4148,4053,3961,3874,3789,3707,3629
"Z(1, 2, 1, 1, 1, 2)",12805,12451,12116,11798,11499,11212,10940,10681,10434,10197,9971,9753,9544,9342
"Z(1, 2, 1, 1, 2, 0)",12354,12044,11749,11469,11205,10951,10710,10479,10259,10047,9844,9648,9458,9276
"Z(1, 2, 1, 1, 2, 1)",7515,7327,7149,6981,6821,6669,6524,6386,6255,6128,6007,5891,5778,5669
"Z(1, 2, 1, 1, 2, 2)",16896,17333,17170,16960,16522,16102,15703,15322,14957,14607,14271,13947,13635,13334
"Z(1, 2, 1, 1, 3, 0)",18095,18357,18599,18822,19034,19228,19412,19586,19749,19902,20049,20184,20311,20430
"Z(1, 2, 1, 1, 3, 1)",14005,13736,13482,13243,13018,12803,12600,12407,12223,12047,11880,11719,11563,11413
"Z(1, 2, 1, 1, 3, 2)",19842,20751,21593,22374,23105,23783,24417,25009,25509,25875,26216,26531,26820,27087
"Z(2, 0, 0, 1, 0, 0)",8957,8768,8589,8420,8262,8110,7967,7831,7701,7577,7459,7345,7235,7130
"Z(2, 0, 0, 1, 0, 1)",5078,4950,4828,4713,4605,4501,4403,4309,4220,4135,4053,3975,3899,3826
"Z(2, 0, 0, 1, 0, 2)",16539,16266,16008,15763,15514,15256,15012,14779,14557,14344,14141,13944,13754,13571
"Z(2, 0, 0, 1, 1, 0)",4259,4141,4029,3924,3824,3729,3639,3553,3471,3392,3317,3245,3175,3108
"Z(2, 0, 0, 1, 1, 1)",3144,3055,2971,2892,2817,2745,2677,2612,2550,2490,2433,2379,2326,2275
"Z(2, 0, 0, 1, 1, 2)",10619,10381,10156,9943,9741,9548,9364,9189,9021,8860,8706,8557,8413,8274
"Z(2, 0, 0, 1, 2, 0)",501,483,466,450,435,421,408,395,383,372,361,351,341,332
"Z(2, 0, 0, 1, 2, 1)",562,541,521,502,484,467,452,436,422,408,396,383,371,360
"Z(2, 0, 0, 1, 2, 2)",978,941,905,871,839,809,780,753,727,703,679,657,635,614
"Z(2, 0, 0, 1, 3, 0)",1569,1526,1485,1446,1410,1375,1342,1310,1281,1252,1225,1198,1173,1149
"Z(2, 0, 0, 1, 3, 1)",1020,988,958,929,902,876,852,829,807,786,766,747,729,711
"Z(2, 0, 0, 1, 3, 2)",782,756,731,707,685,664,644,625,607,590,573,558,543,528
"Z(2, 0, 1, 0, 0, 0)",5847,5724,5609,5500,5398,5301,5209,5123,5041,4963,4889,4818,4750,4685
"Z(2, 0, 1, 0, 0, 1)",4854,4731,4615,4505,4402,4303,4210,4121,4036,3955,3878,3803,3732,3663
"Z(2, 0, 1, 0, 0, 2)",13803,13517,13246,12989,12748,12515,12296,12086,11885,11692,11508,11330,11158,10991
"Z(2, 0, 1, 0, 1, 0)",2883,2804,2729,2659,2592,2529,2469,2413,2359,2307,2259,2212,2167,2124
"Z(2, 0, 1, 0, 1, 1)",3070,2985,2904,2827,2755,2685,2620,2558,2498,2441,2387,2334,2284,2235
"Z(2, 0, 1, 0, 1, 2)",9342,9126,8920,8726,8542,8365,8197,8037,7884,7737,7596,7459,7327,7200
"Z(2, 0, 1, 0, 2, 0)",584,567,551,535,521,507,495,483,471,461,450,441,431,423
"Z(2, 0, 1, 0, 2, 1)",573,552,532,513,495,478,462,447,433,420,407,394,382,371
"Z(2, 0, 1, 0, 2, 2)",1016,980,946,913,883,854,827,801,776,753,730,709,688,668
"Z(2, 0, 1, 0, 3, 0)",2113,2067,2025,1985,1947,1911,1877,1845,1814,1785,1757,1730,1704,1679
"Z(2, 0, 1, 0, 3, 1)",1057,1025,995,967,940,914,890,867,846,825,805,786,768,751
"Z(2, 0, 1, 0, 3, 2)",1543,1508,1475,1444,1415,1387,1361,1336,1313,1290,1268,1248,1228,1208
"Z(2, 0, 1, 1, 0, 0)",13231,12977,12736,12509,12295,12091,11898,11714,11539,11372,11212,11058,10909,10766
"Z(2, 0, 1, 1, 0, 1)",5598,5462,5333,5212,5097,4987,4884,4785,4690,4600,4514,4431,4350,4273
"Z(2, 0, 1, 1, 0, 2)",17245,17175,17114,17060,17017,16977,16945,16918,16896,16877,16863,16850,16838,16829
"Z(2, 0, 1, 1, 1, 0)",7132,6965,6807,6657,6516,6381,6252,6130,6013,5900,5793,5690,5590,5493
"Z(2, 0, 1, 1, 1, 1)",3565,3471,3382,3298,3218,3142,3070,3001,2936,2873,2812,2755,2699,2645
"Z(2, 0, 1, 1, 1, 2)",16875,16684,16505,16339,16187,16042,15908,15783,15666,15555,15452,15353,15258,15168
"Z(2, 0, 1, 1, 2, 0)",962,937,914,893,872,853,835,817,801,785,771,756,743,730
"Z(2, 0, 1, 1, 2, 1)",606,584,564,544,526,509,493,477,463,449,436,423,411,400
"Z(2, 0, 1, 1, 2, 2)",1652,1602,1555,1510,1468,1428,1390,1354,1320,1287,1256,1225,1196,1169
"Z(2, 0, 1, 1, 3, 0)",4391,4320,4254,4192,4134,4078,4026,3977,3930,3886,3844,3803,3764,3727
"Z(2, 0, 1, 1, 3, 1)",1194,1161,1131,1101,1074,1048,1023,1000,978,957,937,918,899,882
"Z(2, 0, 1, 1, 3, 2)",3163,3113,3066,3021,2979,2940,2903,2868,2834,2801,2771,2742,2714,2687
"Z(2, 1, 0, 1, 0, 0)",3007,2914,2826,2743,2665,2590,2519,2451,2387,2325,2266,2209,2154,2101
"Z(2, 1, 0, 1, 0, 1)",6651,6466,6291,6125,5968,5818,5675,5539,5408,5283,5164,5048,4937,4829
"Z(2, 1, 0, 1, 0, 2)",2662,2596,2534,2475,2419,2366,2316,2269,2224,2180,2139,2099,2061,2025
"Z(2, 1, 0, 1, 1, 0)",5779,5609,5448,5295,5150,5011,4879,4753,4633,4517,4407,4300,4197,4098
"Z(2, 1, 0, 1, 1, 1)",10819,10559,10312,10077,9855,9642,9439,9245,9060,8881,8710,8544,8383,8228
"Z(2, 1, 0, 1, 1, 2)",3164,3078,2997,2920,2848,2779,2714,2651,2592,2535,2482,2430,2380,2332
"Z(2, 1, 0, 1, 2, 0)",2837,2757,2681,2608,2540,2475,2412,2353,2296,2241,2189,2138,2089,2042
"Z(2, 1, 0, 1, 2, 1)",4380,4277,4179,4086,3999,3915,3835,3759,3686,3616,3549,3484,3421,3360
"Z(2, 1, 0, 1, 2, 2)",1296,1252,1211,1172,1135,1100,1067,1036,1007,978,952,926,901,878
"Z(2, 1, 0, 1, 3, 0)",3293,3215,3141,3072,3006,2943,2883,2826,2772,2720,2670,2622,2575,2531
"Z(2, 1, 0, 1, 3, 1)",5413,5299,5192,5091,4996,4906,4821,4740,4663,4589,4519,4452,4388,4325
"Z(2, 1, 0, 1, 3, 2)",1739,1690,1644,1600,1560,1521,1485,1450,1417,1386,1357,1328,1301,1275
"Z(2, 1, 1, 0, 0, 0)",3394,3296,3203,3115,3032,2953,2878,2806,2738,2672,2610,2549,2491,2436
"Z(2, 1, 1, 0, 0, 1)",6868,6682,6505,6337,6179,6027,5883,5745,5614,5488,5367,5250,5138,5030
"Z(2, 1, 1, 0, 0, 2)",1612,1571,1533,1496,1462,1429,1398,1368,1340,1313,1287,1262,1238,1215
"Z(2, 1, 1, 0, 1, 0)",5890,5725,5568,5419,5279,5144,5016,4894,4777,4665,4558,4455,4355,4258
"Z(2, 1, 1, 0, 1, 1)",11071,10811,10563,10328,10106,9893,9690,9497,9311,9132,8962,8796,8636,8481
"Z(2, 1, 1, 0, 1, 2)",1775,1729,1686,1645,1606,1569,1534,1501,1469,1438,1409,1380,1353,1327
"Z(2, 1, 1, 0, 2, 0)",2960,2881,2806,2735,2667,2602,2541,2482,2426,2372,2321,2271,2223,2176
"Z(2, 1, 1, 0, 2, 1)",4453,4350,4253,4160,4073,3989,3909,3833,3761,3691,3624,3560,3497,3437
"Z(2, 1, 1, 0, 2, 2)",597,579,562,546,530,516,502,489,476,464,453,442,432,422
"Z(2, 1, 1, 0, 3, 0)",4971,4881,4797,4718,4643,4572,4505,4442,4381,4323,4268,4215,4163,4114
"Z(2, 1, 1, 0, 3, 1)",5600,5487,5381,5281,5187,5098,5013,4934,4858,4786,4717,4651,4588,4527
"Z(2, 1, 1, 0, 3, 2)",1962,1928,1897,1867,1840,1813,1789,1765,1743,1722,1703,1684,1665,1648
"Z(2, 1, 1, 1, 0, 0)",6296,6134,5980,5833,5695,5563,5437,5317,5202,5092,4986,4884,4786,4691
"Z(2, 1, 1, 1, 0, 1)",7463,7266,7079,6902,6735,6574,6422,6277,6138,6004,5876,5753,5634,5519
"Z(2, 1, 1, 1, 0, 2)",17446,17925,18385,18808,18637,18463,18077,17710,17359,17022,16701,16391,16092,15804
"Z(2, 1, 1, 1, 1, 0)",11761,11480,11214,10961,10722,10492,10273,10065,9865,9672,9488,9309,9137,8970
"Z(2, 1, 1, 1, 1, 1)",12144,11871,11611,11364,11131,10907,10694,10491,10296,10109,9930,9756,9587,9425
"Z(2, 1, 1, 1, 1, 2)",20564,21538,22496,23437,24361,25260,26138,26993,27823,28625,29403,30151,30846,31313
"Z(2, 1, 1, 1, 2, 0)",5372,5254,5142,5036,4936,4840,4748,4661,4577,4497,4420,4345,4272,4202
"Z(2, 1, 1, 1, 2, 1)",4766,4661,4561,4466,4377,4291,4210,4132,4058,3987,3918,3853,3789,3727
"Z(2, 1, 1, 1, 2, 2)",18226,18494,18754,19005,19250,19483,19684,19795,19903,20006,20105,20198,20283,20363
"Z(2, 1, 1, 1, 3, 0)",8534,8394,8265,8145,8034,7931,7832,7731,7638,7550,7469,7392,7320,7252
"Z(2, 1, 1, 1, 3, 1)",6068,5955,5848,5748,5655,5566,5482,5404,5329,5258,5191,5127,5065,5007
"Z(2, 1, 1, 1, 3, 2)",17267,17294,17316,17334,17350,17359,17365,17368,17236,17038,16833,16635,16445,16262
"Z(2, 2, 0, 1, 0, 0)",2122,2051,1985,1921,1862,1804,1750,1699,1649,1602,1557,1514,1472,1432
"Z(2, 2, 0, 1, 0, 1)",2538,2460,2387,2317,2252,2189,2129,2072,2018,1966,1916,1868,1822,1778
"Z(2, 2, 0, 1, 0, 2)",14482,14204,13942,13694,13461,13237,13025,12824,12632,12447,12271,12101,11936,11778
"Z(2, 2, 0, 1, 1, 0)",1660,1603,1549,1497,1448,1402,1358,1316,1276,1238,1202,1167,1133,1101
"Z(2, 2, 0, 1, 1, 1)",2619,2541,2466,2396,2329,2266,2205,2148,2093,2040,1990,1941,1894,1849
"Z(2, 2, 0, 1, 1, 2)",9632,9418,9215,9023,8842,8668,8503,8345,8195,8050,7912,7778,7649,7524
"Z(2, 2, 0, 1, 2, 0)",340,326,313,301,289,278,268,258,249,241,232,224,217,210
"Z(2, 2, 0, 1, 2, 1)",463,445,428,413,398,385,371,359,347,336,326,316,306,297
"Z(2, 2, 0, 1, 2, 2)",572,547,524,502,481,461,442,425,408,392,377,363,349,336
"Z(2, 2, 0, 1, 3, 0)",922,894,868,843,819,797,776,756,737,718,701,684,668,652
"Z(2, 2, 0, 1, 3, 1)",640,617,596,576,557,539,522,506,491,477,463,450,438,426
"Z(2, 2, 0, 1, 3, 2)",285,271,258,247,236,225,215,206,197,189,181,173,166,160
"Z(2, 2, 1, 0, 0, 0)",3618,3510,3408,3310,3218,3130,3047,2967,2891,2817,2747,2680,2614,2552
"Z(2, 2, 1, 0, 0, 1)",2836,2752,2673,2598,2527,2459,2395,2333,2275,2219,2165,2113,2063,2015
"Z(2, 2, 1, 0, 0, 2)",13293,13013,12748,12498,12261,12034,11819,11614,11418,11230,11050,10875,10707,10544
"Z(2, 2, 1, 0, 1, 0)",2786,2698,2615,2536,2461,2390,2322,2258,2196,2136,2080,2025,1973,1922
"Z(2, 2, 1, 0, 1, 1)",2943,2858,2777,2701,2628,2559,2494,2431,2371,2314,2259,2206,2155,2106
"Z(2, 2, 1, 0, 1, 2)",9543,9325,9119,8924,8739,8562,8394,8233,8079,7931,7790,7653,7520,7393
"Z(2, 2, 1, 0, 2, 0)",430,413,398,383,370,357,345,333,322,312,302,292,283,275
"Z(2, 2, 1, 0, 2, 1)",480,462,445,430,415,400,387,374,362,351,340,330,320,310
"Z(2, 2, 1, 0, 2, 2)",649,624,599,577,555,535,516,497,480,464,448,433,418,405
"Z(2, 2, 1, 0, 3, 0)",1263,1228,1195,1164,1135,1106,1080,1055,1031,1008,986,965,945,925
"Z(2, 2, 1, 0, 3, 1)",685,662,639,618,599,580,562,545,529,514,500,486,473,461
"Z(2, 2, 1, 0, 3, 2)",615,596,577,560,543,528,513,499,486,473,461,449,438,428
"Z(2, 2, 1, 1, 0, 0)",5903,5744,5594,5451,5316,5187,5064,4947,4834,4726,4623,4523,4426,4333
"Z(2, 2, 1, 1, 0, 1)",3126,3038,2954,2874,2798,2726,2658,2593,2530,2471,2414,2358,2305,2254
"Z(2, 2, 1, 1, 0, 2)",17074,16933,16808,16697,16601,16514,16438,16371,16312,16258,16212,16168,16127,16090
"Z(2, 2, 1, 1, 1, 0)",4861,4726,4597,4475,4360,4250,4145,4044,3948,3856,3768,3683,3601,3521
"Z(2, 2, 1, 1, 1, 1)",3279,3188,3102,3020,2943,2869,2798,2731,2667,2606,2547,2491,2436,2383
"Z(2, 2, 1, 1, 1, 2)",16281,15985,15705,15437,15178,14930,14695,14471,14257,14052,13856,13667,13483,13306
"Z(2, 2, 1, 1, 2, 0)",625,605,586,568,551,535,520,505,491,478,466,454,443,432
"Z(2, 2, 1, 1, 2, 1)",502,484,466,450,435,420,406,394,381,370,358,348,338,328
"Z(2, 2, 1, 1, 2, 2)",954,921,891,862,834,808,784,761,738,717,697,678,659,641
"Z(2, 2, 1, 1, 3, 0)",2169,2122,2077,2035,1995,1957,1922,1888,1856,1825,1796,1768,1741,1715
"Z(2, 2, 1, 1, 3, 1)",741,717,694,672,651,632,614,596,580,564,549,535,522,509
"Z(2, 2, 1, 1, 3, 2)",1098,1070,1045,1020,998,976,956,936,918,900,883,867,852,837
