,Month 0,Month 1,Month 2,Month 3,Month 4,Month 5,Month 6,Month 7,Month 8,Month 9,Month 10,Month 11,Month 12
"Z(1, 1, 1, 1, 1, 1)",20338,20755,21162,21557,21939,22185,22365,22545,22726,22910,23087,23259,23425,23586
"Z(1, 1, 1, 1, 1, 2)",18931,18872,18835,18814,18805,18811,18826,18853,18888,18935,18984,19037,19093,19151
"Z(1, 1, 1, 1, 2, 0)",19258,19316,19387,19465,19548,19640,19736,19838,19944,20058,20171,20283,20395,20507
"Z(1, 1, 1, 1, 2, 1)",21395,22264,23073,23825,24519,25169,25772,26337,26865,27366,27832,28266,28672,29051
"Z(1, 1, 1, 1, 2, 2)",21949,22905,23828,24711,25553,26364,27138,27882,28598,29292,29955,30590,31200,31784
"Z(1, 1, 1, 1, 3, 0)",20163,20510,20857,21201,21539,21879,22214,22549,22883,23221,23552,23879,24202,24521
"Z(1, 1, 1, 1, 3, 1)",23948,25424,26881,28310,29705,31075,32414,33726,35013,36281,37517,38726,39908,41064
"Z(1, 1, 1, 1, 3, 2)",24825,26680,28460,30171,31820,33427,34989,36518,38019,39502,40955,42383,43790,45177
"Z(1, 2, 0, 1, 0, 0)",1310,1254,1202,1154,1109,1066,1027,990,955,922,891,861,833,806
"Z(1, 2, 0, 1, 0, 1)",2369,2282,2202,2128,2058,1993,1932,1875,1821,1770,1722,1675,1631,1589
"Z(1, 2, 0, 1, 0, 2)",631,605,581,559,538,519,501,484,468,453,438,425,412,400
"Z(1, 2, 0, 1, 1, 0)",2949,2833,2726,2627,2533,2447,2365,2288,2216,2148,2083,2021,1962,1906
"Z(1, 2, 0, 1, 1, 1)",10013,9693,9398,9123,8865,8624,8398,8185,7984,7795,7615,7442,7277,7119
"Z(1, 2, 0, 1, 1, 2)",2697,2595,2501,2413,2331,2255,2183,2115,2052,1992,1935,1881,1830,1781
"Z(1, 2, 0, 1, 2, 0)",4590,4441,4304,4176,4055,3944,3838,3739,3646,3558,3474,3394,3317,3243
"Z(1, 2, 0, 1, 2, 1)",8760,8511,8281,8067,7866,7680,7504,7339,7184,7038,6899,6765,6637,6515
"Z(1, 2, 0, 1, 2, 2)",3523,3408,3301,3203,3110,3024,2943,2867,2795,2728,2664,2603,2545,2489
"Z(1, 2, 0, 1, 3, 0)",6257,6088,5934,5790,5656,5532,5416,5307,5205,5110,5019,4932,4850,4771
"Z(1, 2, 0, 1, 3, 1)",8835,8639,8461,8297,8145,8006,7877,7756,7644,7541,7444,7351,7262,7179
"Z(1, 2, 0, 1, 3, 2)",2154,2100,2052,2007,1965,1926,1890,1856,1824,1795,1767,1741,1716,1692
"Z(1, 2, 1, 0, 0, 0)",1812,1744,1681,1623,1568,1517,1470,1425,1383,1344,1306,1271,1237,1204
"Z(1, 2, 1, 0, 0, 1)",3537,3434,3341,3254,3174,3100,3031,2967,2908,2853,2801,2751,2705,2661
"Z(1, 2, 1, 0, 0, 2)",3657,3539,3430,3328,3233,3145,3062,2984,2911,2843,2777,2715,2655,2598
"Z(1, 2, 1, 0, 1, 0)",3820,3685,3560,3444,3335,3234,3139,3050,2966,2887,2812,2741,2673,2607
"Z(1, 2, 1, 0, 1, 1)",17671,17331,17009,16612,16223,15864,15528,15213,14919,14645,14384,14136,13899,13674
"Z(1, 2, 1, 0, 1, 2)",14639,14212,13819,13454,13112,12794,12494,12214,11950,11703,11466,11241,11025,10818
"Z(1, 2, 1, 0, 2, 0)",6232,6055,5892,5740,5598,5466,5342,5226,5117,5015,4918,4824,4735,4650
"Z(1, 2, 1, 0, 2, 1)",13216,12885,12581,12300,12037,11794,11567,11354,11156,10971,10794,10627,10467,10314
"Z(1, 2, 1, 0, 2, 2)",12083,11762,11468,11195,10940,10704,10482,10275,10080,9899,9726,9560,9403,9252
"Z(1, 2, 1, 0, 3, 0)",8650,8453,8274,8109,7956,7815,7684,7563,7449,7345,7246,7152,7063,6978
"Z(1, 2, 1, 0, 3, 1)",11807,11545,11307,11090,10889,10704,10528,10366,10217,10081,9954,9828,9707,9594
"Z(1, 2, 1, 0, 3, 2)",4964,4853,4753,4662,4579,4499,4423,4353,4289,4232,4178,4128,4082,4034
"Z(1, 2, 1, 1, 0, 0)",1871,1798,1731,1668,1609,1554,1502,1454,1408,1365,1324,1285,1248,1212
"Z(1, 2, 1, 1, 0, 1)",3220,3108,3004,2907,2817,2732,2653,2578,2508,2443,2380,2320,2263,2208
"Z(1, 2, 1, 1, 0, 2)",4984,4823,4675,4537,4408,4287,4174,4068,3968,3874,3785,3700,3618,3540
"Z(1, 2, 1, 1, 1, 0)",4077,3933,3800,3676,3560,3452,3350,3254,3164,3080,2999,2922,2849,2779
"Z(1, 2, 1, 1, 1, 1)",18147,18173,18095,17757,17438,17074,16672,16295,15940,15607,15288,14983,14691,14411
"Z(1, 2, 1, 1, 1, 2)",18284,18172,18076,17993,17759,17437,17135,16841,16480,16142,15818,15509,15214,14930
"Z(1, 2, 1, 1, 2, 0)",6754,6564,6388,6226,6073,5932,5798,5674,5556,5446,5341,5240,5144,5052
"Z(1, 2, 1, 1, 2, 1)",14284,13912,13570,13253,12955,12679,12420,12177,11948,11735,11530,11335,11148,10968
"Z(1, 2, 1, 1, 2, 2)",15689,15275,14895,14542,14212,13907,13620,13351,13099,12864,12640,12425,12221,12025
"Z(1, 2, 1, 1, 3, 0)",9404,9194,9003,8827,8664,8514,8374,8244,8123,8012,7906,7806,7711,7621
"Z(1, 2, 1, 1, 3, 1)",12884,12597,12337,12099,11879,11679,11487,11310,11147,10998,10858,10724,10593,10469
"Z(1, 2, 1, 1, 3, 2)",5911,5777,5657,5547,5447,5356,5273,5191,5115,5046,4982,4923,4863,4803
"Z(2, 0, 0, 1, 0, 0)",807,769,734,702,671,643,617,592,569,547,527,507,489,471
"Z(2, 0, 0, 1, 0, 1)",792,756,723,693,664,638,613,589,568,547,527,509,491,474
"Z(2, 0, 0, 1, 0, 2)",6165,5962,5774,5599,5435,5283,5139,5004,4877,4758,4644,4535,4430,4331
"Z(2, 0, 0, 1, 1, 0)",745,714,686,659,635,612,590,570,551,533,516,500,485,471
"Z(2, 0, 0, 1, 1, 1)",1268,1214,1164,1117,1074,1033,995,959,925,894,864,835,808,782
"Z(2, 0, 0, 1, 1, 2)",3655,3524,3402,3289,3183,3085,2992,2905,2822,2745,2671,2601,2534,2469
"Z(2, 0, 0, 1, 2, 0)",2743,2644,2553,2468,2388,2314,2245,2179,2118,2060,2005,1952,1902,1854
"Z(2, 0, 0, 1, 2, 1)",1449,1389,1333,1281,1233,1188,1145,1106,1068,1033,1000,968,938,909
"Z(2, 0, 0, 1, 2, 2)",483,461,442,424,407,391,376,362,350,338,326,315,305,295
"Z(2, 0, 0, 1, 3, 0)",3668,3547,3436,3333,3236,3146,3061,2982,2907,2836,2769,2705,2644,2585
"Z(2, 0, 0, 1, 3, 1)",773,740,709,681,655,631,608,587,567,548,530,513,497,482
"Z(2, 0, 0, 1, 3, 2)",887,856,827,801,776,754,732,712,694,676,660,644,630,615
"Z(2, 0, 1, 0, 0, 0)",2019,1940,1866,1798,1735,1675,1620,1567,1518,1472,1428,1386,1347,1309
"Z(2, 0, 1, 0, 0, 1)",1539,1498,1462,1428,1398,1369,1344,1320,1298,1279,1260,1243,1227,1212
"Z(2, 0, 1, 0, 0, 2)",13264,12903,12572,12264,11976,11710,11459,11225,11005,10799,10603,10416,10237,10066
"Z(2, 0, 1, 0, 1, 0)",1682,1624,1571,1522,1476,1433,1393,1356,1320,1287,1256,1226,1197,1170
"Z(2, 0, 1, 0, 1, 1)",1516,1457,1402,1352,1305,1261,1220,1181,1145,1112,1080,1049,1020,993
"Z(2, 0, 1, 0, 1, 2)",8104,7858,7631,7420,7222,7039,6866,6703,6551,6408,6271,6140,6015,5896
"Z(2, 0, 1, 0, 2, 0)",7011,6803,6612,6434,6267,6113,5967,5831,5703,5584,5470,5361,5257,5157
"Z(2, 0, 1, 0, 2, 1)",1947,1875,1809,1748,1690,1637,1587,1540,1496,1454,1415,1377,1342,1308
"Z(2, 0, 1, 0, 2, 2)",743,713,685,659,635,613,592,572,554,537,521,505,491,477
"Z(2, 0, 1, 0, 3, 0)",8690,8455,8238,8038,7850,7677,7514,7361,7219,7085,6958,6837,6722,6611
"Z(2, 0, 1, 0, 3, 1)",1155,1114,1076,1041,1008,977,949,922,898,874,852,831,811,792
"Z(2, 0, 1, 0, 3, 2)",1446,1401,1359,1320,1284,1251,1220,1191,1163,1138,1114,1092,1071,1050
"Z(2, 0, 1, 1, 0, 0)",2408,2312,2223,2141,2063,1991,1923,1860,1800,1743,1689,1638,1590,1543
"Z(2, 0, 1, 1, 0, 1)",1000,958,919,883,849,818,788,761,735,710,687,665,644,624
"Z(2, 0, 1, 1, 0, 2)",16214,15782,15385,15018,14673,14355,14055,13774,13511,13265,13030,12806,12592,12387
"Z(2, 0, 1, 1, 1, 0)",2136,2064,1998,1937,1880,1827,1778,1731,1687,1646,1607,1570,1535,1501
"Z(2, 0, 1, 1, 1, 1)",1562,1499,1442,1388,1338,1291,1248,1206,1168,1132,1097,1064,1033,1003
"Z(2, 0, 1, 1, 1, 2)",10770,10458,10170,9903,9653,9420,9201,8996,8803,8622,8449,8284,8127,7975
"Z(2, 0, 1, 1, 2, 0)",9151,8886,8641,8414,8202,8005,7819,7645,7482,7329,7183,7044,6910,6783
"Z(2, 0, 1, 1, 2, 1)",2184,2106,2034,1968,1905,1847,1793,1742,1694,1649,1606,1566,1527,1490
"Z(2, 0, 1, 1, 2, 2)",871,836,804,774,746,720,696,674,653,633,614,596,579,563
"Z(2, 0, 1, 1, 3, 0)",11002,10707,10435,10184,9948,9731,9526,9334,9155,8987,8827,8675,8529,8390
"Z(2, 0, 1, 1, 3, 1)",1335,1290,1248,1209,1173,1139,1108,1078,1051,1025,1001,977,955,934
"Z(2, 0, 1, 1, 3, 2)",1718,1664,1615,1569,1527,1488,1452,1418,1386,1356,1328,1302,1277,1253
"Z(2, 1, 0, 1, 0, 0)",1336,1274,1218,1165,1116,1070,1027,987,949,913,879,847,817,788
"Z(2, 1, 0, 1, 0, 1)",4586,4421,4269,4128,3995,3871,3754,3645,3541,3444,3352,3263,3179,3098
"Z(2, 1, 0, 1, 0, 2)",3245,3122,3008,2903,2804,2712,2625,2543,2467,2395,2326,2260,2198,2138
"Z(2, 1, 0, 1, 1, 0)",1820,1741,1669,1601,1538,1479,1424,1372,1323,1278,1234,1193,1153,1116
"Z(2, 1, 0, 1, 1, 1)",8919,8627,8358,8107,7872,7652,7446,7251,7068,6896,6731,6574,6423,6279
"Z(2, 1, 0, 1, 1, 2)",6388,6169,5967,5779,5602,5437,5282,5136,4998,4869,4746,4627,4515,4406
"Z(2, 1, 0, 1, 2, 0)",5689,5487,5300,5126,4963,4811,4668,4534,4407,4288,4175,4067,3963,3864
"Z(2, 1, 0, 1, 2, 1)",16068,15576,15122,14700,14304,13936,13589,13263,12956,12669,12393,12131,11879,11638
"Z(2, 1, 0, 1, 2, 2)",3417,3304,3199,3102,3011,2926,2846,2771,2700,2634,2571,2510,2452,2397
"Z(2, 1, 0, 1, 3, 0)",19299,19470,19627,19772,19902,20025,20138,20244,20345,20442,20531,20611,20684,20750
"Z(2, 1, 0, 1, 3, 1)",19772,20199,20473,20684,20856,21003,21125,21227,21313,21389,21447,21491,21380,21145
"Z(2, 1, 0, 1, 3, 2)",4956,4809,4673,4548,4430,4322,4220,4125,4037,3954,3875,3800,3728,3660
"Z(2, 1, 1, 0, 0, 0)",1760,1685,1617,1553,1493,1438,1386,1337,1291,1247,1206,1167,1130,1095
"Z(2, 1, 1, 0, 0, 1)",5739,5571,5416,5273,5140,5017,4902,4795,4696,4603,4516,4433,4354,4280
"Z(2, 1, 1, 0, 0, 2)",11375,11032,10716,10422,10146,9890,9649,9422,9209,9009,8819,8636,8462,8295
"Z(2, 1, 1, 0, 1, 0)",2248,2159,2076,1999,1927,1860,1797,1738,1683,1631,1581,1534,1489,1446
"Z(2, 1, 1, 0, 1, 1)",9880,9582,9308,9054,8816,8595,8388,8194,8011,7841,7679,7524,7377,7236
"Z(2, 1, 1, 0, 1, 2)",14009,13623,13268,12938,12629,12342,12072,11819,11581,11358,11145,10941,10746,10559
"Z(2, 1, 1, 0, 2, 0)",7513,7273,7051,6845,6651,6472,6303,6144,5995,5856,5722,5595,5474,5358
"Z(2, 1, 1, 0, 2, 1)",17171,16892,16425,15993,15587,15211,14857,14526,14214,13923,13645,13380,13127,12884
"Z(2, 1, 1, 0, 2, 2)",6247,6074,5915,5767,5629,5501,5381,5268,5163,5064,4970,4880,4794,4713
"Z(2, 1, 1, 0, 3, 0)",19276,19459,19632,19794,19943,20088,20224,20355,20480,20605,20721,20830,20933,21031
"Z(2, 1, 1, 0, 3, 1)",19687,20115,20483,20800,21072,21311,21479,21583,21671,21749,21810,21858,21893,21918
"Z(2, 1, 1, 0, 3, 2)",8122,7920,7735,7565,7407,7263,7128,7004,6889,6782,6682,6587,6497,6413
"Z(2, 1, 1, 1, 0, 0)",1908,1828,1754,1685,1620,1560,1504,1451,1401,1354,1310,1267,1227,1188
"Z(2, 1, 1, 1, 0, 1)",5185,5007,4843,4690,4546,4412,4286,4168,4056,3952,3852,3756,3665,3578
"Z(2, 1, 1, 1, 0, 2)",14964,14518,14108,13726,13368,13035,12721,12427,12149,11889,11640,11402,11175,10956
"Z(2, 1, 1, 1, 1, 0)",2423,2328,2240,2159,2082,2011,1944,1881,1822,1767,1714,1664,1616,1570
"Z(2, 1, 1, 1, 1, 1)",9885,9576,9291,9026,8777,8545,8327,8122,7929,7748,7575,7410,7251,7100
"Z(2, 1, 1, 1, 1, 2)",17478,17029,16617,16237,15882,15554,15246,14941,14653,14384,14127,13881,13645,13419
"Z(2, 1, 1, 1, 2, 0)",8343,8082,7842,7619,7409,7215,7032,6860,6699,6548,6404,6266,6134,6008
"Z(2, 1, 1, 1, 2, 1)",17588,17333,16888,16443,16026,15639,15274,14933,14612,14311,14024,13750,13487,13236
"Z(2, 1, 1, 1, 2, 2)",7555,7352,7166,6993,6832,6683,6543,6411,6288,6174,6064,5960,5860,5765
"Z(2, 1, 1, 1, 3, 0)",19511,19699,19879,20048,20206,20360,20505,20646,20783,20920,21049,21171,21287,21398
"Z(2, 1, 1, 1, 3, 1)",19903,20335,20707,21027,21301,21543,21753,21935,22023,22102,22163,22211,22247,22273
"Z(2, 1, 1, 1, 3, 2)",9444,9213,9002,8809,8629,8465,8312,8170,8039,7919,7805,7697,7596,7500
"Z(2, 2, 0, 1, 0, 0)",608,579,552,528,504,483,463,444,427,410,394,379,365,352
"Z(2, 2, 0, 1, 0, 1)",1492,1443,1398,1356,1317,1281,1247,1215,1185,1157,1130,1104,1079,1056
"Z(2, 2, 0, 1, 0, 2)",471,452,433,417,401,386,373,360,348,337,326,316,306,297
"Z(2, 2, 0, 1, 1, 0)",485,464,445,428,411,396,382,368,356,344,333,322,312,303
"Z(2, 2, 0, 1, 1, 1)",7509,7285,7079,6888,6708,6541,6384,6237,6099,5969,5845,5726,5613,5504
"Z(2, 2, 0, 1, 1, 2)",410,396,382,370,358,347,337,328,319,311,303,295,288,282
"Z(2, 2, 0, 1, 2, 0)",2317,2237,2163,2094,2030,1971,1915,1862,1813,1766,1722,1680,1640,1602
"Z(2, 2, 0, 1, 2, 1)",3240,3142,3052,2969,2890,2818,2749,2685,2624,2568,2514,2462,2413,2365
"Z(2, 2, 0, 1, 2, 2)",194,187,181,175,169,164,159,155,151,147,143,140,136,133
"Z(2, 2, 0, 1, 3, 0)",3869,3769,3676,3591,3511,3437,3369,3304,3244,3189,3135,3085,3037,2991
"Z(2, 2, 0, 1, 3, 1)",1492,1450,1412,1376,1344,1313,1285,1258,1233,1210,1188,1167,1147,1128
"Z(2, 2, 0, 1, 3, 2)",82,79,77,74,72,70,68,66,64,63,61,60,58,57
"Z(2, 2, 1, 0, 0, 0)",807,771,738,707,678,651,626,602,580,559,539,520,502,485
"Z(2, 2, 1, 0, 0, 1)",1716,1664,1616,1572,1530,1492,1456,1422,1391,1362,1334,1307,1282,1258
"Z(2, 2, 1, 0, 0, 2)",8503,8231,7980,7747,7528,7325,7135,6955,6787,6629,6478,6335,6197,6066
"Z(2, 2, 1, 0, 1, 0)",621,596,573,552,532,514,497,481,466,452,438,426,414,402
"Z(2, 2, 1, 0, 1, 1)",8629,8388,8166,7960,7767,7588,7420,7263,7115,6978,6846,6720,6601,6486
"Z(2, 2, 1, 0, 1, 2)",13644,13239,12866,12519,12194,11892,11609,11343,11093,10860,10636,10423,10220,10025
"Z(2, 2, 1, 0, 2, 0)",3121,3022,2930,2845,2766,2692,2623,2558,2498,2441,2387,2335,2286,2240
"Z(2, 2, 1, 0, 2, 1)",3506,3404,3311,3225,3144,3069,2999,2933,2871,2813,2758,2705,2655,2607
"Z(2, 2, 1, 0, 2, 2)",621,599,579,560,543,527,512,498,485,473,461,450,440,430
"Z(2, 2, 1, 0, 3, 0)",5094,4975,4867,4767,4675,4590,4511,4438,4370,4308,4249,4192,4139,4089
"Z(2, 2, 1, 0, 3, 1)",1604,1561,1522,1486,1452,1421,1392,1365,1340,1316,1294,1273,1253,1234
"Z(2, 2, 1, 0, 3, 2)",166,160,155,150,145,141,137,133,130,127,124,121,119,116
"Z(2, 2, 1, 1, 0, 0)",880,841,805,771,740,711,683,657,633,611,589,569,549,531
"Z(2, 2, 1, 1, 0, 1)",1748,1694,1644,1597,1554,1514,1476,1440,1407,1376,1346,1318,1291,1265
"Z(2, 2, 1, 1, 0, 2)",12169,11778,11417,11082,10768,10476,10201,9943,9700,9473,9256,9049,8851,8662
"Z(2, 2, 1, 1, 1, 0)",682,655,631,608,586,566,548,530,514,499,484,470,457,445
"Z(2, 2, 1, 1, 1, 1)",9005,8753,8521,8306,8105,7918,7742,7578,7423,7279,7141,7009,6883,6762
"Z(2, 2, 1, 1, 1, 2)",18328,18914,18979,18729,18241,17788,17361,16961,16585,16233,15897,15576,15269,14976
"Z(2, 2, 1, 1, 2, 0)",3470,3361,3260,3167,3080,2999,2923,2852,2785,2723,2664,2607,2553,2502
"Z(2, 2, 1, 1, 2, 1)",3613,3509,3414,3325,3243,3166,3093,3026,2962,2903,2846,2792,2740,2691
"Z(2, 2, 1, 1, 2, 2)",812,782,755,729,706,684,664,645,627,611,595,580,566,553
"Z(2, 2, 1, 1, 3, 0)",5561,5432,5315,5208,5108,5017,4932,4853,4780,4712,4648,4588,4531,4477
"Z(2, 2, 1, 1, 3, 1)",1654,1610,1570,1533,1499,1467,1437,1410,1384,1360,1338,1316,1296,1276
"Z(2, 2, 1, 1, 3, 2)",206,198,191,185,179,173,168,164,159,155,151,148,144,141
