,Initial,Month 0,Month 1,Month 2,Month 3,Month 4,Month 5,Month 6,Month 7,Month 8,Month 9,Month 10,Month 11,Month 12
"U(2, 1, 0, 0)",221677,157957,158080,158016,157792,157434,156956,156375,155706,154951,154128,153249,152321,151349,150341
"U(2, 1, 0, 1)",221677,167712,168845,170087,172416,174298,175792,176950,177814,178407,178766,178919,178883,178677,178315
"U(2, 1, 0, 2)",221677,171516,172584,174012,175258,176343,177273,178320,179844,181182,182353,183372,184243,184975,185574
"U(2, 1, 1, 0)",221677,153509,151439,149340,147237,145149,143080,141037,139022,137029,135063,133128,131222,129343,127492
"U(2, 1, 1, 1)",221677,222316,223988,225532,226966,228514,230125,231642,233070,234401,235649,236822,237945,239283,240538
"U(2, 1, 1, 2)",221677,214456,215969,217466,219140,220707,222170,223539,224819,226000,227098,228458,229735,230926,232034
"U(2, 1, 2, 0)",221677,169721,171041,172092,172905,174834,176579,178036,179231,180175,180896,181414,181741,181892,181878
"U(2, 1, 2, 1)",221677,160556,161760,162678,163387,163943,164378,164718,164984,165178,165319,165418,165478,165504,165499
"U(2, 1, 2, 2)",221677,156844,156502,155937,155219,154399,153504,152557,151577,150564,149536,148501,147463,146425,145389
"U(2, 1, 3, 0)",221677,163494,164562,166323,167837,169146,170272,171240,172068,172758,173330,173797,174163,174436,174619
"U(2, 1, 3, 1)",221677,222098,223864,225568,227104,228490,229735,231380,233084,234623,236016,237277,238407,239414,240302
"U(2, 1, 3, 2)",221677,178032,178757,180261,181630,182754,183657,185307,187076,188556,189782,190785,191581,192189,192624
"U(2, 2, 0, 0)",221677,151435,148352,145338,142397,139531,136735,134008,131349,128748,126209,123731,121310,118943,116629
"U(2, 2, 0, 1)",221677,147323,141887,136823,132079,127619,123406,119417,115632,112025,108588,105310,102177,99179,96307
"U(2, 2, 0, 2)",221677,148104,143511,139074,134794,130669,126691,122857,119162,115594,112153,108835,105634,102545,99563
"U(2, 2, 1, 0)",221677,144486,137704,131394,125493,119956,114740,109815,105157,100737,96541,92555,88763,85152,81711
"U(2, 2, 1, 1)",221677,153955,151831,149764,147758,145817,143937,142120,140363,138657,137005,135409,133863,132365,130913
"U(2, 2, 1, 2)",221677,148987,144613,140425,136422,132600,128952,125472,122154,118983,115958,113074,110323,107697,105191
"U(2, 2, 2, 0)",221677,147341,142309,137492,132878,128458,124215,120140,116225,112453,108821,105325,101956,98707,95572
"U(2, 2, 2, 1)",221677,145049,138557,132511,126851,121532,116514,111770,107274,103000,98936,95068,91381,87864,84504
"U(2, 2, 2, 2)",221677,142082,134013,126543,119599,113124,107067,101390,96061,91045,86322,81874,77677,73716,69973
"U(2, 2, 3, 0)",221677,145675,139619,133921,128547,123468,118656,114091,109755,105623,101688,97939,94361,90945,87681
"U(2, 2, 3, 1)",221677,144986,138519,132472,126795,121451,116404,111630,107106,102806,98719,94833,91131,87603,84237
"U(2, 2, 3, 2)",221677,143050,135363,128262,121676,115551,109840,104502,99507,94820,90419,86286,82399,78739,75290
"Z(0, 1, 0, 1, 0, 0)",221677,151746,149272,146694,144047,141359,138649,135933,133225,130527,127853,125213,122609,120044,117523
"Z(0, 1, 0, 1, 0, 1)",221677,157965,159131,159720,159842,159584,159006,158160,157088,155815,154373,152792,151086,149273,147368
"Z(0, 1, 0, 1, 0, 2)",221677,166273,167470,168479,169619,171247,172670,173906,174968,175860,176598,177199,177666,178007,178229
"Z(0, 1, 0, 1, 1, 0)",221677,155934,155342,154545,153577,152469,151238,149903,148480,146973,145397,143766,142084,140358,138594
"Z(0, 1, 0, 1, 1, 1)",221677,155085,153779,152400,150965,149488,147975,146433,144870,143279,141672,140052,138420,136777,135124
"Z(0, 1, 0, 1, 1, 2)",221677,192032,193352,194673,196107,197438,198668,199806,200858,202105,203411,204631,205763,206810,207772
"Z(0, 1, 0, 1, 2, 0)",221677,157181,157308,157133,156710,156083,155280,154329,153251,152053,150758,149381,147929,146411,144834
